iter,total,mask_weight,mask_raw,mask_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,betas_gvhmr_weight,betas_gvhmr_raw,betas_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
11,12.435809135437012,1.0,1.5105080819921568e-05,1.5105080819921568e-05,20.0,0.00010004419891629368,0.0020008839783258736,20.0,0.000145224534207955,0.0029044906841591,10.0,9.503118781140074e-05,0.0009503118781140074,10.0,0.0,0.0,25.0,9.64192149695009e-05,0.0024104803742375225,0.0750375187593797,0.0,0.0,0.0,0.22275012731552124,0.0,500.0,0.02329370006918907,11.646850034594536,200.0,0.003901499090716243,0.7802998181432486,0.0050025012506253125,0.0754849910736084,0.00037761376224916657,0.0,0.0,0.0
12,11.5525541305542,1.0,1.5323674233513884e-05,1.5323674233513884e-05,20.0,0.00012104690540581942,0.0024209381081163883,20.0,0.00017493618361186236,0.0034987236722372472,10.0,0.00011369413550710306,0.0011369413550710306,10.0,0.0,0.0,25.0,0.00011500615073600784,0.002875153768400196,0.08254127063531766,0.0,0.0,0.0,0.22264766693115234,0.0,500.0,0.021577175706624985,10.788587853312492,200.0,0.0037680258974432945,0.7536051794886589,0.005502751375687844,0.0753430724143982,0.0004145941953768785,0.0,0.0,0.0
13,10.716316223144531,1.0,1.559431620989926e-05,1.559431620989926e-05,20.0,0.00014404323883354664,0.0028808647766709328,20.0,0.00020711927209049463,0.004142385441809893,10.0,0.0001337319117737934,0.001337319117737934,10.0,0.0,0.0,25.0,0.00013444120122585446,0.0033610300306463614,0.09004502251125562,0.0,0.0,0.0,0.22208470106124878,0.0,500.0,0.019952258095145226,9.976129047572613,200.0,0.0036399979144334793,0.7279995828866959,0.006003001500750375,0.07519430667161942,0.0004513915357976153,0.0,0.0,0.0
14,9.925753593444824,1.0,1.592709668329917e-05,1.592709668329917e-05,20.0,0.00016902913921512663,0.0033805827843025327,20.0,0.00024171001859940588,0.004834200371988118,10.0,0.0001550625602249056,0.001550625602249056,10.0,0.0,0.0,25.0,0.0001543600665172562,0.003859001662931405,0.0975487743871936,0.0,0.0,0.0,0.22159138321876526,0.0,500.0,0.01841624639928341,9.208123199641705,200.0,0.0035175075754523277,0.7035015150904655,0.0065032516258129065,0.0750436931848526,0.0004880280197113976,0.0,0.0,0.0
15,9.178810119628906,1.0,1.6294216038659215e-05,1.6294216038659215e-05,20.0,0.00019599919323809445,0.003919983864761889,20.0,0.00027864211006090045,0.005572842201218009,10.0,0.00017764470248948783,0.0017764470248948783,10.0,0.0,0.0,25.0,0.00017431244486942887,0.004357811121735722,0.10505252626313157,0.0,0.0,0.0,0.22134339809417725,0.0,500.0,0.016966894268989563,8.483447134494781,200.0,0.003395974636077881,0.6791949272155762,0.007003501750875438,0.07489365339279175,0.0005245178326658752,0.0,0.0,0.0
16,8.474384307861328,1.0,1.669861921982374e-05,1.669861921982374e-05,20.0,0.0002249513054266572,0.004499026108533144,20.0,0.00031774863600730896,0.006354972720146179,10.0,0.00020157532708253711,0.002015753270825371,10.0,0.0,0.0,25.0,0.0001938197819981724,0.00484549454995431,0.11255627813906953,0.0,0.0,0.0,0.22106888890266418,0.0,500.0,0.015602156519889832,7.801078259944916,200.0,0.0032750670798122883,0.6550134159624577,0.007503751875937969,0.07473994791507721,0.0005608300243752667,0.0,0.0,0.0
17,7.812098026275635,1.0,1.7214433682966046e-05,1.7214433682966046e-05,20.0,0.00025587849086150527,0.005117569817230105,20.0,0.0003589365805964917,0.007178731611929834,10.0,0.00022683314455207437,0.0022683314455207437,10.0,0.0,0.0,25.0,0.00021231458231341094,0.0053078645578352734,0.12006003001500751,0.0,0.0,0.0,0.22090089321136475,0.0,500.0,0.014320741407573223,7.160370703786612,200.0,0.00315620144829154,0.631240289658308,0.0080040020010005,0.07458197325468063,0.0005969542631690296,0.0,0.0,0.0
18,7.191327095031738,1.0,1.7805170500651002e-05,1.7805170500651002e-05,20.0,0.00028876925352960825,0.005775385070592165,20.0,0.00040207579149864614,0.008041515829972923,10.0,0.0002533080114517361,0.002533080114517361,10.0,0.0,0.0,25.0,0.00022905564401298761,0.00572639110032469,0.12756378189094547,0.0,0.0,0.0,0.22019243240356445,0.0,500.0,0.013119800947606564,6.559900473803282,200.0,0.003043496049940586,0.6086992099881172,0.008504252126063032,0.07443801313638687,0.000633039631475026,0.0,0.0,0.0
19,6.610800266265869,1.0,1.8449949493515305e-05,1.8449949493515305e-05,20.0,0.00032360953628085554,0.006472190725617111,20.0,0.00044704691390506923,0.008940938278101385,10.0,0.00028087699320167303,0.0028087699320167303,10.0,0.0,0.0,25.0,0.00024332523753400892,0.006083130938350223,0.13506753376688344,0.0,0.0,0.0,0.2200748771429062,0.0,500.0,0.011997787281870842,5.998893640935421,200.0,0.0029345673974603415,0.5869134794920683,0.009004502251125562,0.07435540854930878,0.0006695334436656118,0.0,0.0,0.0
20,6.068650245666504,1.0,1.9117163901682943e-05,1.9117163901682943e-05,20.0,0.0003603856894187629,0.0072077137883752584,20.0,0.0004936504410579801,0.009873008821159601,10.0,0.0003095229039900005,0.003095229039900005,10.0,0.0,0.0,25.0,0.0002544166927691549,0.006360417319228873,0.1425712856428214,0.0014811826404184103,0.0002111741133162816,0.0,0.219652459025383,0.0,500.0,0.010951558127999306,5.475779063999653,200.0,0.0028269928880035877,0.5653985776007175,0.009504752376188095,0.07427339255809784,0.0007059502044041315,0.0,0.0,0.0
21,5.561853885650635,1.0,1.979533044504933e-05,1.979533044504933e-05,20.0,0.0003990881086792797,0.007981762173585594,20.0,0.0005417127395048738,0.010834254790097475,10.0,0.0003391660575289279,0.0033916605752892792,10.0,0.0,0.0,25.0,0.0002618011785671115,0.006545029464177787,0.1500750375187594,0.0034349937923252583,0.0005155068222599188,0.0,0.21935738623142242,0.0,500.0,0.009975999593734741,4.987999796867371,200.0,0.002719119656831026,0.5438239313662052,0.010005002501250625,0.07419119775295258,0.0007422831190890703,0.0,0.0,0.0
22,5.0901031494140625,1.0,2.0481002138694748e-05,2.0481002138694748e-05,20.0,0.00043970925617031753,0.00879418512340635,20.0,0.0005909623578190804,0.011819247156381607,10.0,0.0003698317741509527,0.003698317741509527,10.0,0.0,0.0,25.0,0.0002650538517627865,0.006626346294069663,0.15757878939469736,0.005801606457680464,0.0009142101221457459,0.0,0.21901924908161163,0.0,500.0,0.009069942869246006,4.534971434623003,200.0,0.0026124019641429186,0.5224803928285837,0.010505252626313157,0.07410510629415512,0.0007784928625198887,0.0,0.0,0.0
23,4.652395248413086,1.0,2.1109230146976188e-05,2.1109230146976188e-05,20.0,0.000482235656818375,0.0096447131363675,20.0,0.0006413244991563261,0.012826489983126521,10.0,0.0004014199075754732,0.004014199075754732,10.0,0.0,0.0,25.0,0.00026395454187877476,0.006598863546969369,0.16508254127063532,0.008394990116357803,0.0013858663023502127,0.0,0.21933914721012115,0.0,500.0,0.008230877108871937,4.115438554435968,200.0,0.00250825728289783,0.501651456579566,0.011005502751375688,0.07401563972234726,0.0008145793266091244,0.0,0.0,0.0
24,4.247132301330566,1.0,2.16941480175592e-05,2.16941480175592e-05,20.0,0.0005266591906547546,0.010533183813095093,20.0,0.0006926918867975473,0.013853837735950947,10.0,0.0004337808641139418,0.004337808641139418,10.0,0.0,0.0,25.0,0.0002584654721431434,0.006461636803578585,0.17258629314657328,0.01054884772747755,0.001820586526253004,0.0,0.2196655124425888,0.0,500.0,0.007456586696207523,3.7282933481037617,200.0,0.0024047959595918655,0.4809591919183731,0.01150575287643822,0.07392129302024841,0.0008505201297977557,0.0,0.0,0.0
25,3.873553991317749,1.0,2.225132629973814e-05,2.225132629973814e-05,20.0,0.0005729589029215276,0.011459178058430552,20.0,0.0007448025280609727,0.014896050561219454,10.0,0.00046685925917699933,0.004668592591769993,10.0,0.0,0.0,25.0,0.00024879342527128756,0.006219835631782189,0.18009004502251125,0.011001214385032654,0.001981209193902829,0.0,0.21987289190292358,0.0,500.0,0.006744850426912308,3.372425213456154,200.0,0.0023049768060445786,0.4609953612089157,0.01200600300150075,0.07382304221391678,0.0008863196664002014,0.0,0.0,0.0
26,3.531226396560669,1.0,2.2779902792535722e-05,2.2779902792535722e-05,20.0,0.0006211086874827743,0.012422173749655485,20.0,0.0007976788911037147,0.015953577822074294,10.0,0.0005003646947443485,0.005003646947443485,10.0,0.0,0.0,25.0,0.0002352741576032713,0.005881853940081783,0.1875937968984492,0.013698283582925797,0.002569713028312743,0.0,0.2206861525774002,0.0,500.0,0.006093940231949091,3.0469701159745455,200.0,0.002207403536885977,0.44148070737719536,0.01250625312656328,0.07372496277093887,0.0009220230461598158,0.0,0.0,0.0
27,3.2179107666015625,1.0,2.327788206457626e-05,2.327788206457626e-05,20.0,0.0006710587767884135,0.01342117553576827,20.0,0.0008508278406225145,0.01701655681245029,10.0,0.0005344516830518842,0.005344516830518842,10.0,0.0,0.0,25.0,0.00021847925381734967,0.005461981345433742,0.1950975487743872,0.01469066645950079,0.0028661130161107095,0.0,0.2208496630191803,0.0,500.0,0.005500649567693472,2.750324783846736,200.0,0.0021124742925167084,0.4224948585033417,0.013006503251625813,0.07362329214811325,0.0009575815887198322,0.0,0.0,0.0
28,2.9311227798461914,1.0,2.3736000002827495e-05,2.3736000002827495e-05,20.0,0.0007227679598145187,0.014455359196290374,20.0,0.000904011947568506,0.01808023895137012,10.0,0.0005691017140634358,0.005691017140634358,10.0,0.0,0.0,25.0,0.00019912660354748368,0.004978165088687092,0.20260130065032517,0.008865313604474068,0.0017961240669394686,0.0,0.2209712713956833,0.0,500.0,0.004963149782270193,2.4815748911350965,200.0,0.0020176521502435207,0.40353043004870415,0.013506753376688344,0.07351775467395782,0.0009929861811890251,0.0,0.0,0.0
29,2.673163890838623,1.0,2.4189512259908952e-05,2.4189512259908952e-05,20.0,0.000776197062805295,0.0155239412561059,20.0,0.00095699931262061,0.0191399862524122,10.0,0.0006042264285497367,0.006042264285497367,10.0,0.0,0.0,25.0,0.00017796923930291086,0.004449230982572772,0.21010505252626313,0.010115845128893852,0.002125390172153786,0.0,0.22105537354946136,0.0,500.0,0.004479092080146074,2.239546040073037,200.0,0.0019264218863099813,0.38528437726199627,0.014007003501750876,0.07341483235359192,0.0010283218138572156,0.0,0.0,0.0
30,2.4420325756073,1.0,2.4625504011055455e-05,2.4625504011055455e-05,20.0,0.0008313123835250735,0.01662624767050147,20.0,0.0010098088532686234,0.020196177065372467,10.0,0.0006396360695362091,0.006396360695362091,10.0,0.0,0.0,25.0,0.00015574094140902162,0.0038935235352255404,0.2176088044022011,0.01104144286364317,0.0024027151804326056,0.0,0.22156007587909698,0.0,500.0,0.0040472811087965965,2.0236405543982983,200.0,0.0018389441538602114,0.3677888307720423,0.014507253626813406,0.07331904768943787,0.0010636580205071026,0.0,0.0,0.0
31,2.236473321914673,1.0,2.5039367756107822e-05,2.5039367756107822e-05,20.0,0.0008880575187504292,0.017761150375008583,20.0,0.00106229935772717,0.0212459871545434,10.0,0.000675333896651864,0.0067533389665186405,10.0,0.0,0.0,25.0,0.00013315178512129933,0.003328794628032483,0.22511255627813906,0.011593417264521122,0.00260982379641546,0.0,0.2220245897769928,0.0,500.0,0.003665478900074959,1.8327394500374794,200.0,0.0017545544542372227,0.35091089084744453,0.015007503751875938,0.07322702556848526,0.0010989548609577579,0.0,0.0,0.0
32,2.0542635917663574,1.0,2.5418376026209444e-05,2.5418376026209444e-05,20.0,0.0009463747264817357,0.018927494529634714,20.0,0.0011138219852000475,0.02227643970400095,10.0,0.0007113651372492313,0.007113651372492313,10.0,0.0,0.0,25.0,0.00011087253369623795,0.002771813342405949,0.23261630815407705,0.01223630178719759,0.0028463633471970382,0.0,0.2224099487066269,0.0,500.0,0.003331621177494526,1.665810588747263,200.0,0.0016667882446199656,0.3333576489239931,0.015507753876938469,0.07312927395105362,0.001134070781632147,0.0,0.0,0.0
33,1.8938977718353271,1.0,2.5753497538971715e-05,2.5753497538971715e-05,20.0,0.0010061851935461164,0.020123703870922327,20.0,0.001163853332400322,0.02327706664800644,10.0,0.0007477335748262703,0.007477335748262703,10.0,0.0,0.0,25.0,8.948268805397674e-05,0.0022370672013494186,0.24012006003001501,0.01321346964687109,0.0031728191248114675,0.0,0.22258535027503967,0.0,500.0,0.003041251562535763,1.5206257812678814,200.0,0.001578944968059659,0.3157889936119318,0.016008004002001,0.07303532212972641,0.0011691497289400925,0.0,0.0,0.0
34,1.7540233135223389,1.0,2.604658220661804e-05,2.604658220661804e-05,20.0,0.001067336997948587,0.02134673995897174,20.0,0.0012115784920752048,0.024231569841504097,10.0,0.000784185016527772,0.00784185016527772,10.0,0.0,0.0,25.0,6.949413364054635e-05,0.0017373533410136588,0.24762381190595298,0.013950826600193977,0.0034545568619789987,0.0,0.22299665212631226,0.0,500.0,0.0027916410472244024,1.3958205236122012,200.0,0.0014918025117367506,0.2983605023473501,0.016508254127063533,0.07295083999633789,0.0012042910054422965,0.0,0.0,0.0
35,1.6358485221862793,1.0,2.628796937642619e-05,2.628796937642619e-05,20.0,0.0011296476004645228,0.022592952009290457,20.0,0.0012564302887767553,0.025128605775535107,10.0,0.0008205701014958322,0.008205701014958322,10.0,0.0,0.0,25.0,5.13583654537797e-05,0.0012839591363444924,0.25512756378189094,0.015556850470602512,0.003968981360683983,0.0,0.22380508482456207,0.0,500.0,0.0025822322349995375,1.2911161174997687,200.0,0.0014114324003458023,0.28228648006916046,0.017008504252126064,0.07288053631782532,0.0012395889118589599,0.0,0.0,0.0
36,1.5386509895324707,1.0,2.6470510420040227e-05,2.6470510420040227e-05,20.0,0.0011927352752536535,0.02385470550507307,20.0,0.0012986509827896953,0.025973019655793905,10.0,0.0008568920311518013,0.008568920311518013,10.0,0.0,0.0,25.0,3.544227729435079e-05,0.0008860569323587697,0.26263131565782893,0.017028996720910072,0.004472347813145467,0.0,0.22368866205215454,0.0,500.0,0.0024105312768369913,1.2052656384184957,200.0,0.0013416432775557041,0.2683286555111408,0.017508754377188594,0.0728311836719513,0.0012751833059121036,0.0,0.0,0.0
37,1.4581960439682007,1.0,2.6588226319290698e-05,2.6588226319290698e-05,20.0,0.0012561555486172438,0.025123110972344875,20.0,0.0013383086770772934,0.026766173541545868,10.0,0.0008929590694606304,0.008929590694606304,10.0,0.0,0.0,25.0,2.2102463844930753e-05,0.0005525615961232688,0.27013506753376687,0.01743822731077671,0.004710676712265845,0.0,0.22382837533950806,0.0,500.0,0.0022708799224346876,1.1354399612173438,200.0,0.001276680501177907,0.2553361002355814,0.018009004502251125,0.0728088766336441,0.0013112153870991434,0.0,0.0,0.0
38,1.3926198482513428,1.0,2.661965299921576e-05,2.661965299921576e-05,20.0,0.0013191942125558853,0.026383884251117706,20.0,0.001375681604258716,0.027513632085174322,10.0,0.0009285958367399871,0.009285958367399871,10.0,0.0,0.0,25.0,1.1659291885735001e-05,0.00029148229714337504,0.27763881940970486,0.017704593017697334,0.004915482303562792,0.0,0.22296909987926483,0.0,500.0,0.00215661758556962,1.07830879278481,200.0,0.0012227308470755816,0.2445461694151163,0.018509254627313655,0.07281628251075745,0.0013477751140060156,0.0,0.0,0.0
39,1.3398206233978271,1.0,2.6569690817268565e-05,2.6569690817268565e-05,20.0,0.0013809044612571597,0.027618089225143194,20.0,0.001411938457749784,0.02823876915499568,10.0,0.000963572645559907,0.00963572645559907,10.0,0.0,0.0,25.0,4.398106739245122e-06,0.00010995266848112806,0.2851425712856428,0.01807047426700592,0.0051526614968451095,0.0,0.2223430722951889,0.0,500.0,0.0020629307255148888,1.0314653627574444,200.0,0.001180941821075976,0.23618836421519518,0.01900950475237619,0.07285428792238235,0.0013849239324915106,0.0,0.0,0.0
40,1.2965378761291504,1.0,2.6443945898790844e-05,2.6443945898790844e-05,20.0,0.00144006812479347,0.028801362495869398,20.0,0.0014469493180513382,0.028938986361026764,10.0,0.0009978769812732935,0.009978769812732935,10.0,0.0,0.0,25.0,5.717784574699181e-07,1.4294461436747952e-05,0.2926463231615808,0.01823141798377037,0.005335357438972319,0.0,0.22192655503749847,0.0,500.0,0.001985109644010663,0.9925548220053315,200.0,0.0011473260819911957,0.22946521639823914,0.01950975487743872,0.07291475683450699,0.001422549032789281,0.0,0.0,0.0
41,1.2603124380111694,1.0,2.6258670914103277e-05,2.6258670914103277e-05,20.0,0.001495138625614345,0.0299027725122869,20.0,0.0014805698301643133,0.029611396603286266,10.0,0.0010313763050362468,0.010313763050362468,10.0,0.0,0.0,25.0,3.5798470321424247e-07,8.949617580356062e-06,0.3001500750375188,0.01816408708691597,0.005451952102125854,0.0,0.22119995951652527,0.0,500.0,0.0019184951670467854,0.9592475835233927,200.0,0.0011214457917958498,0.22428915835916996,0.02001000500250125,0.0729927122592926,0.0014605845374545793,0.0,0.0,0.0
42,1.229586124420166,1.0,2.607630449347198e-05,2.607630449347198e-05,20.0,0.00154533376917243,0.0309066753834486,20.0,0.0015132685657590628,0.030265371315181255,10.0,0.001063432777300477,0.01063432777300477,10.0,0.0,0.0,25.0,3.8075525026215473e-06,9.518881256553868e-05,0.3076538269134567,0.018867503851652145,0.005804659764265167,0.0,0.22046427428722382,0.0,500.0,0.0018590341787785292,0.9295170893892646,200.0,0.001104188384488225,0.220837676897645,0.02051025512756378,0.07309100776910782,0.0014991152168751477,0.0,0.0,0.0
43,1.2010419368743896,1.0,2.5908342649927363e-05,2.5908342649927363e-05,20.0,0.0015904753236100078,0.031809506472200155,20.0,0.0015432517975568771,0.030865035951137543,10.0,0.001093860249966383,0.01093860249966383,10.0,0.0,0.0,25.0,1.0749174180091359e-05,0.00026872935450228397,0.3151575787893947,0.019070491194725037,0.006010209831254013,0.0,0.22008037567138672,0.0,500.0,0.0018030514474958181,0.9015257237479091,200.0,0.0010903023649007082,0.21806047298014164,0.021010505252626314,0.07319171726703644,0.0015377949600878093,0.0,0.0,0.0
44,1.1744651794433594,1.0,2.5783383534871973e-05,2.5783383534871973e-05,20.0,0.0016307075275108218,0.032614150550216436,20.0,0.001569804735481739,0.03139609470963478,10.0,0.0011226156493648887,0.011226156493648887,10.0,0.0,0.0,25.0,2.0629824575735256e-05,0.0005157456143933814,0.32266133066533265,0.019421394914388657,0.0062665331264535684,0.0,0.21956022083759308,0.0,500.0,0.0017489513847976923,0.8744756923988461,200.0,0.0010818418813869357,0.21636837627738714,0.021510755377688845,0.07329534739255905,0.0015766382880840616,0.0,0.0,0.0
45,1.147825002670288,1.0,2.5701578124426305e-05,2.5701578124426305e-05,20.0,0.0016664292197674513,0.033328584395349026,20.0,0.0015930304070934653,0.03186060814186931,10.0,0.0011495542712509632,0.011495542712509632,10.0,0.0,0.0,25.0,3.254285184084438e-05,0.0008135712960211094,0.33016508254127064,0.019142059609293938,0.006320039690912456,0.0,0.2182394564151764,0.0,500.0,0.0016933297738432884,0.8466648869216442,200.0,0.0010785013437271118,0.21570026874542236,0.022011005502751375,0.07340963184833527,0.0016158198105686603,0.0,0.0,0.0
46,1.1207001209259033,1.0,2.5675157303339802e-05,2.5675157303339802e-05,20.0,0.0016983267851173878,0.033966535702347755,20.0,0.0016137282364070415,0.03227456472814083,10.0,0.0011747510870918632,0.011747510870918632,10.0,0.0,0.0,25.0,4.5233569835545495e-05,0.0011308392458886374,0.33766883441720863,0.019025370478630066,0.006424274673874585,0.0,0.21762040257453918,0.0,500.0,0.0016360343433916569,0.8180171716958284,200.0,0.0010772900423035026,0.2154580084607005,0.022511255627813906,0.0735451877117157,0.0016555945207739902,0.0,0.0,0.0
47,1.092806339263916,1.0,2.573644815129228e-05,2.573644815129228e-05,20.0,0.0017270025564357638,0.03454005112871528,20.0,0.0016326392069458961,0.03265278413891792,10.0,0.0011979179689660668,0.011979179689660668,10.0,0.0,0.0,25.0,5.7134864619001746e-05,0.0014283716154750437,0.34517258629314657,0.01925498992204666,0.006646294670441318,0.0,0.2170165628194809,0.0,500.0,0.0015773061895743012,0.7886530947871506,200.0,0.0010759243741631508,0.21518487483263016,0.02301150575287644,0.07370033115148544,0.0016959555942813059,0.0,0.0,0.0
48,1.0643328428268433,1.0,2.5886316507239826e-05,2.5886316507239826e-05,20.0,0.0017533462960273027,0.035066925920546055,20.0,0.0016509530832991004,0.03301906166598201,10.0,0.001220273319631815,0.01220273319631815,10.0,0.0,0.0,25.0,6.673113239230588e-05,0.001668278309807647,0.35267633816908456,0.01925840973854065,0.006791985425548353,0.0,0.2161763310432434,0.0,500.0,0.0015180942136794329,0.7590471068397164,200.0,0.0010738702258095145,0.2147740451619029,0.02351175587793897,0.07387128472328186,0.0017368436128035254,0.0,0.0,0.0
49,1.0365298986434937,1.0,2.6165871531702578e-05,2.6165871531702578e-05,20.0,0.0017781768692657351,0.0355635373853147,20.0,0.0016694627702236176,0.03338925540447235,10.0,0.0012417265679687262,0.012417265679687262,10.0,0.0,0.0,25.0,7.293207454495132e-05,0.001823301863623783,0.3601800900450225,0.01933826319873333,0.006965257380234116,0.0,0.21551814675331116,0.0,500.0,0.0014613510575145483,0.7306755287572742,200.0,0.001069451798684895,0.213890359736979,0.0240120060030015,0.07410015165805817,0.0017792932864366144,0.0,0.0,0.0
