final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,betas_gvhmr_weight,betas_gvhmr_raw,betas_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
2000,0.7527943849563599,0.7527943849563599,1.0,0.0001380133762722835,0.0001380133762722835,20.0,0.0021378265228122473,0.042756530456244946,20.0,5.7027937145903707e-05,0.0011405587429180741,10.0,0.019595922902226448,0.19595922902226448,10.0,0.0,0.0,25.0,0.0004263184091541916,0.01065796022885479,15.0,0.007719754241406918,0.11579631362110376,0.0,0.2335614114999771,0.0,500.0,0.0004307881463319063,0.21539407316595316,200.0,0.0005598134594038129,0.11196269188076258,1.0,0.05898907408118248,0.05898907408118248,0.0,0.0,0.0
