iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,24.433950424194336,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.030542436987161636,24.43394958972931,0.0,0.0,0.0,700000,700000,0,10475,10312,0
2,rigid,24.057281494140625,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,2.521856572457182e-07,2.521856572457182e-07,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.030071601271629333,24.057281017303467,0.0,0.0,0.0,700000,700000,0,10475,10323,0
3,rigid,23.68421173095703,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.029605261981487274,23.68420958518982,0.0,0.0,0.0,700000,700000,0,10475,10329,0
4,rigid,23.315082550048828,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,2.2555516352440463e-06,2.2555516352440463e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.02914385125041008,23.315081000328064,0.0,0.0,0.0,700000,700000,0,10475,10330,0
5,rigid,22.949838638305664,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.02868729457259178,22.949835658073425,0.0,0.0,0.0,700000,700000,0,10475,10337,0
6,rigid,22.58840560913086,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,6.23413325229194e-06,6.23413325229194e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.028235500678420067,22.588400542736053,0.0,0.0,0.0,700000,700000,0,10475,10335,0
7,rigid,22.230548858642578,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,8.994033123599365e-06,8.994033123599365e-06,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.027788173407316208,22.230538725852966,0.0,0.0,0.0,700000,700000,0,10475,10338,0
8,rigid,21.876075744628906,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,1.222546325152507e-05,1.222546325152507e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.02734507992863655,21.87606394290924,0.0,0.0,0.0,700000,700000,0,10475,10341,0
9,rigid,21.525146484375,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,1.5989393432391807e-05,1.5989393432391807e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.026906413957476616,21.525131165981293,0.0,0.0,0.0,700000,700000,0,10475,10341,0
10,rigid,21.178007125854492,100.0,1.15648240555047e-16,1.15648240555047e-14,250.0,0.0,0.0,1.0,2.0215467884554528e-05,2.0215467884554528e-05,60.0,0.0,0.0,30.0,0.0,0.0,800.0,0.026472482830286026,21.17798626422882,0.0,0.0,0.0,700000,700000,0,10475,10340,0
