best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
3751,3.805389404296875,3.805389404296875,diagnostic_local,20.0,0.00463907839730382,0.09278156608343124,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.985367013432551e-06,0.004985366947948933,1000.0,3.3307410376437474e-06,0.0033307410776615143,68.755,0.0013864911161363125,0.095328189432621,100.0,4.3090594772365876e-06,0.0004309059586375952,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0025643748231232166,0.05128749459981918,1000.0,0.003216353477910161,3.216353416442871,10000.0,3.4089182008756325e-05,0.3408918082714081
