frame_idx,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled,total_raw_local,total_scaled_local
0,20.0,4.208284735796042e-05,0.0008416569326072931,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0025226897560060024,0.0504537969827652,1000.0,0.003054979257285595,3.0549793243408203,10000.0,0.0,0.0,0.005619751755148172,3.1062748432159424
1,20.0,4.1569583117961884e-05,0.0008313916623592377,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9.648222487612657e-08,9.648222476243973e-05,1000.0,5.2751794044070266e-08,5.2751795010408387e-05,0.0,0.0,0.0,20.0,0.0025766659528017044,0.05153331905603409,1000.0,0.0030764637049287558,3.0764636993408203,10000.0,1.1090925227108528e-06,0.011090924963355064,0.005695957690477371,3.140068531036377
2,20.0,4.098893259651959e-05,0.0008197786519303918,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.996440215014445e-07,0.0008996440446935594,1000.0,1.895235044457877e-07,0.00018952350364997983,0.0,0.0,0.0,20.0,0.0025855102576315403,0.05171020328998566,1000.0,0.0031380814034491777,3.1380813121795654,10000.0,1.5388905012514442e-06,0.015388905070722103,0.005767208989709616,3.207089424133301
3,20.0,4.0888753574108705e-05,0.0008177750860340893,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.3716987723455532e-06,0.001371698803268373,1000.0,1.766636330557958e-07,0.00017666362691670656,0.0,0.0,0.0,20.0,0.0026445777621120214,0.052891556173563004,1000.0,0.0031814989633858204,3.1814990043640137,10000.0,2.3594172944285674e-06,0.023594172671437263,0.00587087357416749,3.2603509426116943
4,20.0,4.023639849037863e-05,0.0008047279552556574,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.3091401999408845e-06,0.002309140283614397,1000.0,4.96625261803274e-07,0.0004966252599842846,0.0,0.0,0.0,20.0,0.0026164015289396048,0.05232803151011467,1000.0,0.0032369622495025396,3.23696231842041,10000.0,3.1119491268327693e-06,0.031119491904973984,0.005899518262594938,3.3240203857421875
5,20.0,4.040779822389595e-05,0.0008081559790298343,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.9135728709661635e-06,0.0029135728254914284,1000.0,2.8853676781182003e-07,0.00028853677213191986,0.0,0.0,0.0,20.0,0.002567764837294817,0.05135529488325119,1000.0,0.0033069709315896034,3.3069708347320557,10000.0,4.972703209205065e-06,0.04972703382372856,0.005923318210989237,3.4120633602142334
6,20.0,3.9887330785859376e-05,0.0007977465866133571,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.892282726767007e-07,0.0006892282981425524,1000.0,7.113173410289164e-07,0.0007113173487596214,0.0,0.0,0.0,20.0,0.002602101070806384,0.052042022347450256,1000.0,0.003412615740671754,3.4126157760620117,10000.0,8.333706318808254e-06,0.08333706110715866,0.006064338143914938,3.5501930713653564
7,20.0,3.967601151089184e-05,0.000793520244769752,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9.954347888196935e-07,0.000995434820652008,1000.0,6.354872539304779e-07,0.0006354872602969408,0.0,0.0,0.0,20.0,0.002708675339818001,0.054173506796360016,1000.0,0.003535600146278739,3.535600185394287,10000.0,1.0602799193293322e-05,0.1060279905796051,0.006296185310930014,3.6982262134552
8,20.0,3.9842689147917554e-05,0.0007968537975102663,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.2658377929474227e-06,0.0022658377420157194,1000.0,1.2770942703355104e-06,0.00127709424123168,0.0,0.0,0.0,20.0,0.0026910181622952223,0.05382036417722702,1000.0,0.003667778568342328,3.667778491973877,10000.0,1.2569076716317795e-05,0.1256907731294632,0.006414751522243023,3.8516292572021484
9,20.0,4.069363058079034e-05,0.0008138726116158068,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.645990313496441e-06,0.0056459903717041016,1000.0,1.4640329482062953e-06,0.0014640329172834754,0.0,0.0,0.0,20.0,0.0027332676108926535,0.054665353149175644,1000.0,0.0037994133308529854,3.7994134426116943,10000.0,1.3734514141106047e-05,0.13734513521194458,0.006594219245016575,3.999347686767578
10,20.0,3.9983802707865834e-05,0.0007996760541573167,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.202781269668776e-07,0.00042027811286970973,1000.0,2.1154301066417247e-06,0.0021154300775378942,0.0,0.0,0.0,20.0,0.002850715536624193,0.057014308869838715,1000.0,0.00390905374661088,3.9090538024902344,10000.0,1.602028169145342e-05,0.16020281612873077,0.006818308960646391,4.129606246948242
11,20.0,3.9860977267380804e-05,0.0007972195744514465,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.183962462571799e-06,0.003183962544426322,1000.0,2.2561498553841375e-06,0.0022561498917639256,0.0,0.0,0.0,20.0,0.0028733559884130955,0.05746711790561676,1000.0,0.003995041828602552,3.995041847229004,10000.0,1.4533350622514263e-05,0.14533351361751556,0.0069282324984669685,4.204079627990723
12,20.0,3.907595237251371e-05,0.0007815190474502742,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.1692861789924791e-06,0.0011692862026393414,1000.0,3.0107009933999507e-06,0.003010700922459364,0.0,0.0,0.0,20.0,0.0028514706064015627,0.05702941119670868,1000.0,0.004110528621822596,4.110528469085693,10000.0,1.6808950022095814e-05,0.16808949410915375,0.007022064179182053,4.340608596801758
13,20.0,3.9017217204673216e-05,0.0007803443586453795,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.2747323075454915e-07,0.0003274732443969697,1000.0,2.9551865736721084e-06,0.0029551866464316845,0.0,0.0,0.0,20.0,0.002784084528684616,0.05568169057369232,1000.0,0.00420829514041543,4.2082953453063965,10000.0,1.4196239135344513e-05,0.14196239411830902,0.007048876024782658,4.410002708435059
14,20.0,3.959234891226515e-05,0.0007918470073491335,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.785712917509954e-06,0.00478571280837059,1000.0,3.93438313039951e-06,0.003934382926672697,0.0,0.0,0.0,20.0,0.002788268029689789,0.055765360593795776,1000.0,0.004339498933404684,4.339498996734619,10000.0,1.4209527762432117e-05,0.14209528267383575,0.0071902889758348465,4.546871185302734
15,20.0,4.200826879241504e-05,0.0008401653612963855,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.495115823985543e-06,0.007495115976780653,1000.0,4.428046395332785e-06,0.0044280462898314,0.0,0.0,0.0,20.0,0.0027788951992988586,0.05557790398597717,1000.0,0.0044049047864973545,4.404904842376709,10000.0,1.1990096027147956e-05,0.11990095674991608,0.0072497217915952206,4.593147277832031
