final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
2000,0.5832819938659668,0.5832819938659668,1.0,0.0002713107387535274,0.0002713107387535274,20.0,0.0013006143271923065,0.02601228654384613,0.0,0.025441866368055344,0.0,10.0,0.010735543444752693,0.10735543444752693,25.0,7.718723645666614e-05,0.0019296809114166535,15.0,0.0014893363695591688,0.022340045543387532,0.0,0.2888921797275543,0.0,500.0,0.0005017174407839775,0.25085872039198875,200.0,0.0005380249349400401,0.10760498698800802,1.0,0.06690956652164459,0.06690956652164459,0.0,0.0,0.0
