iter,total,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
1,31.13985824584961,500.0,1.72186173585942e-05,0.0086093086792971,0.0,0.0,0.0,500.0,0.05817495286464691,29.087476432323456,200.0,0.009857969358563423,1.9715938717126846
2,29.463844299316406,500.0,1.7043195839505643e-05,0.008521597919752821,0.007503751875937969,0.0,0.0,500.0,0.054951608180999756,27.475804090499878,200.0,0.009536894038319588,1.9073788076639175
3,27.86673355102539,500.0,1.693396916380152e-05,0.00846698458190076,0.015007503751875938,0.0,0.0,500.0,0.05186207592487335,25.931037962436676,200.0,0.009221883490681648,1.8443766981363297
4,26.329858779907227,500.0,1.6873593267519027e-05,0.008436796633759513,0.022511255627813906,0.0,0.0,500.0,0.04890165477991104,24.45082738995552,200.0,0.008916260674595833,1.7832521349191666
5,24.856739044189453,500.0,1.6946227333392017e-05,0.008473113666696008,0.030015007503751877,0.0,0.0,500.0,0.04606666415929794,23.03333207964897,200.0,0.008612867444753647,1.7225734889507294
6,23.447017669677734,500.0,1.7170981664094143e-05,0.008585490832047071,0.03751875937968985,0.0,0.0,500.0,0.04335544630885124,21.67772315442562,200.0,0.00831357017159462,1.662714034318924
7,22.09895896911621,500.0,1.7519914763397537e-05,0.008759957381698769,0.04502251125562781,0.0,0.0,500.0,0.04076464846730232,20.38232423365116,200.0,0.00802010390907526,1.604020781815052
8,20.813047409057617,500.0,1.7914742784341797e-05,0.008957371392170899,0.05252626313156578,0.0,0.0,500.0,0.0382910780608654,19.1455390304327,200.0,0.00773432943969965,1.54686588793993
9,19.595561981201172,500.0,1.836136289057322e-05,0.00918068144528661,0.060030015007503754,0.0,0.0,500.0,0.035932473838329315,17.966236919164658,200.0,0.0074510835111141205,1.490216702222824
10,18.46445655822754,500.0,1.8832528439816087e-05,0.009416264219908044,0.06753376688344172,0.0,0.0,500.0,0.03368136286735535,16.840681433677673,200.0,0.007170739583671093,1.4341479167342186
11,17.384693145751953,500.0,1.9394143237150274e-05,0.009697071618575137,0.0750375187593797,0.0,0.0,500.0,0.031558211892843246,15.779105946421623,200.0,0.006888638716191053,1.3777277432382107
12,16.336055755615234,500.0,2.0044250049977563e-05,0.010022125024988782,0.08254127063531766,0.0,0.0,500.0,0.0295372623950243,14.76863119751215,200.0,0.006611440796405077,1.3222881592810154
13,15.32983684539795,500.0,2.077677709166892e-05,0.01038838854583446,0.09004502251125562,0.0,0.0,500.0,0.027616487815976143,13.808243907988071,200.0,0.006340153515338898,1.2680307030677795
14,14.367422103881836,500.0,2.1556516003329307e-05,0.010778258001664653,0.0975487743871936,0.0,0.0,500.0,0.02579113095998764,12.89556547999382,200.0,0.00607549212872982,1.215098425745964
15,13.442963600158691,500.0,2.2377837012754753e-05,0.011188918506377377,0.10505252626313157,0.0,0.0,500.0,0.024069737643003464,12.034868821501732,200.0,0.0058195339515805244,1.1639067903161049
16,12.574300765991211,500.0,2.326691901544109e-05,0.011633459507720545,0.11255627813906953,0.0,0.0,500.0,0.022449832409620285,11.224916204810143,200.0,0.00557456910610199,1.114913821220398
17,11.761887550354004,500.0,2.4207103706430644e-05,0.012103551853215322,0.12006003001500751,0.0,0.0,500.0,0.020917462185025215,10.458731092512608,200.0,0.005332055501639843,1.0664111003279686
18,10.998442649841309,500.0,2.5189496227540076e-05,0.012594748113770038,0.12756378189094547,0.0,0.0,500.0,0.019467860460281372,9.733930230140686,200.0,0.005093413405120373,1.0186826810240746
19,10.272392272949219,500.0,2.6214225727017038e-05,0.013107112863508519,0.13506753376688344,0.0,0.0,500.0,0.018094751983880997,9.047375991940498,200.0,0.004861113149672747,0.9722226299345493
20,9.588796615600586,500.0,2.726163438637741e-05,0.013630817193188705,0.1425712856428214,0.0,0.0,500.0,0.016799241304397583,8.399620652198792,200.0,0.004630922339856625,0.9261844679713249
