iter,total,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
21,7.461496829986572,500.0,1.4594498679798562e-05,0.007297249339899281,0.1500750375187594,0.0,0.0,0.2001000500250125,0.34642237424850464,0.06931913441690937,500.0,0.012834054417908192,6.417027208954096,200.0,0.0038895863108336926,0.7779172621667385
22,7.351596355438232,500.0,1.4386586371983867e-05,0.007193293185991934,0.15757878939469736,0.0,0.0,0.21010505252626313,0.3458186388015747,0.07265824326996567,500.0,0.012461315840482712,6.230657920241356,200.0,0.003820030251517892,0.7640060503035784
23,7.188889980316162,500.0,1.4267889127950184e-05,0.007133944563975092,0.16508254127063532,0.0,0.0,0.22011005502751377,0.3446730077266693,0.07586599469721586,500.0,0.012065306305885315,6.0326531529426575,200.0,0.0037419411819428205,0.7483882363885641
24,7.008712291717529,500.0,1.4250377716962248e-05,0.007125188858481124,0.17258629314657328,0.0,0.0,0.23011505752876438,0.34387466311454773,0.07913073788528863,500.0,0.011674746870994568,5.837373435497284,200.0,0.003659769194200635,0.731953838840127
25,6.912670135498047,500.0,1.4318692592496518e-05,0.007159346296248259,0.18009004502251125,0.0,0.0,0.24012006003001501,0.3433603346347809,0.08244770416442963,500.0,0.011328622698783875,5.664311349391937,200.0,0.0035799765028059483,0.7159953005611897
26,6.836104869842529,500.0,1.4367282346938737e-05,0.007183641173469368,0.1875937968984492,0.0,0.0,0.25012506253126565,0.3427317440509796,0.08572579891220102,500.0,0.011068524792790413,5.5342623963952065,200.0,0.003518137149512768,0.7036274299025536
27,6.720628261566162,500.0,1.4345665476866998e-05,0.007172832738433499,0.1950975487743872,0.0,0.0,0.26013006503251623,0.3421459197998047,0.08900244036813328,500.0,0.010888737626373768,5.444368813186884,200.0,0.0034712639171630144,0.6942527834326029
28,6.636602401733398,500.0,1.4280771210906096e-05,0.007140385605453048,0.20260130065032517,0.0,0.0,0.27013506753376687,0.34156087040901184,0.09226756879483061,500.0,0.010712453164160252,5.356226582080126,200.0,0.0034225117415189743,0.6845023483037949
29,6.436565399169922,500.0,1.4237808500183746e-05,0.007118904250091873,0.21010505252626313,0.0,0.0,0.2801400700350175,0.3408646583557129,0.09548984926423172,500.0,0.01051377970725298,5.25688985362649,200.0,0.0033673495054244995,0.6734699010848999
30,6.186645030975342,500.0,1.421248452970758e-05,0.00710624226485379,0.2176088044022011,0.0,0.0,0.29014507253626814,0.34065455198287964,0.09883923969488254,500.0,0.010295353829860687,5.147676914930344,200.0,0.003308932762593031,0.6617865525186062
31,6.000363826751709,500.0,1.4209374057827517e-05,0.007104687028913759,0.22511255627813906,0.0,0.0,0.3001500750375188,0.3399452567100525,0.10203459431017084,500.0,0.01005452312529087,5.027261562645435,200.0,0.0032477856148034334,0.6495571229606867
32,5.812026023864746,500.0,1.4204847502696794e-05,0.007102423751348397,0.23261630815407705,0.0,0.0,0.31015507753876936,0.3396511375904083,0.10534452491548432,500.0,0.009846869856119156,4.923434928059578,200.0,0.003194651799276471,0.6389303598552942
33,5.689853191375732,500.0,1.4208673746907152e-05,0.007104336873453576,0.24012006003001501,0.0,0.0,0.32016008004002,0.33993199467658997,0.10883265462382069,500.0,0.009657572954893112,4.828786477446556,200.0,0.003147111739963293,0.6294223479926586
34,5.695945739746094,500.0,1.4178716810420156e-05,0.007089358405210078,0.24762381190595298,0.0,0.0,0.33016508254127064,0.33993878960609436,0.11223591852927578,500.0,0.009510466828942299,4.7552334144711494,200.0,0.0031071738339960575,0.6214347667992115
35,5.634067058563232,500.0,1.4120781088422518e-05,0.007060390544211259,0.25512756378189094,0.0,0.0,0.3401700850425213,0.34005773067474365,0.11567746716299435,500.0,0.009382701478898525,4.691350739449263,200.0,0.003069903701543808,0.6139807403087616
36,5.448285102844238,500.0,1.4062277841730975e-05,0.007031138920865487,0.26263131565782893,0.0,0.0,0.3501750875437719,0.33991068601608276,0.11902825423274535,500.0,0.009240662679076195,4.620331339538097,200.0,0.0030286870896816254,0.6057374179363251
37,5.283062934875488,500.0,1.4040398127690423e-05,0.007020199063845212,0.27013506753376687,0.0,0.0,0.3601800900450225,0.3399810791015625,0.1224544156844047,500.0,0.009059249423444271,4.5296247117221355,200.0,0.0029809793923050165,0.5961958784610033
38,5.298745155334473,500.0,1.4042746443010401e-05,0.0070213732215052005,0.27763881940970486,0.0,0.0,0.37018509254627313,0.3405193090438843,0.12605517193220328,500.0,0.008784262463450432,4.392131231725216,200.0,0.002921409672126174,0.5842819344252348
39,5.215268135070801,500.0,1.4007576282892842e-05,0.007003788141446421,0.2851425712856428,0.0,0.0,0.38019009504752377,0.3408159017562866,0.12957483008243012,500.0,0.008568352088332176,4.284176044166088,200.0,0.002874195110052824,0.5748390220105648
40,4.977456569671631,500.0,1.392743615724612e-05,0.00696371807862306,0.2926463231615808,0.0,0.0,0.3901950975487744,0.3413378894329071,0.13318837106436596,500.0,0.008404885418713093,4.202442709356546,200.0,0.0028380376752465963,0.5676075350493193
41,5.0680012702941895,500.0,1.3820795174979139e-05,0.0069103975874895696,0.3001500750375188,0.0,0.0,0.400200100050025,0.3413843810558319,0.13662206345405978,500.0,0.00825376808643341,4.126884043216705,200.0,0.0028047666419297457,0.5609533283859491
42,5.2163496017456055,500.0,1.3787849638902117e-05,0.006893924819451058,0.3076538269134567,0.0,0.0,0.4102051025512756,0.34146374464035034,0.1400701703877375,500.0,0.008077294565737247,4.038647282868624,200.0,0.002765284851193428,0.5530569702386856
43,5.156926155090332,500.0,1.3810435120831244e-05,0.006905217560415622,0.3151575787893947,0.0,0.0,0.42021010505252626,0.3414153456687927,0.14346617827002794,500.0,0.007884036749601364,3.942018374800682,200.0,0.0027214810252189636,0.5442962050437927
44,4.893135070800781,500.0,1.3893273717258126e-05,0.006946636858629063,0.32266133066533265,0.003956290893256664,0.0012765420841173328,0.4302151075537769,0.34166035056114197,0.1469874444635228,500.0,0.007679538335651159,3.8397691678255796,200.0,0.002674190793186426,0.5348381586372852
45,4.638304710388184,500.0,1.400378459948115e-05,0.007001892299740575,0.33016508254127064,0.014504707418382168,0.004788947922027129,0.44022011005502754,0.34168386459350586,0.15041610847538028,500.0,0.007470932323485613,3.7354661617428064,200.0,0.0026243310421705246,0.5248662084341049
46,4.745639324188232,500.0,1.4033595107321162e-05,0.007016797553660581,0.33766883441720863,0.020671581849455833,0.0069801489486656775,0.4502251125562781,0.3419763147830963,0.15396632481480074,500.0,0.00732403714209795,3.662018571048975,200.0,0.002582756569609046,0.5165513139218092
47,5.498490333557129,500.0,1.3989560102345422e-05,0.006994780051172711,0.34517258629314657,0.020010659471154213,0.006907131083089748,0.46023011505752875,0.3418550193309784,0.1573319748796899,500.0,0.0072327833622694016,3.6163916811347008,200.0,0.002552219433709979,0.5104438867419958
48,5.161691665649414,500.0,1.3905898413213436e-05,0.006952949206606718,0.35267633816908456,0.019705122336745262,0.006949530388897154,0.4702351175587794,0.34192779660224915,0.16078645763187305,500.0,0.00719041470438242,3.59520735219121,200.0,0.0025307442992925644,0.5061488598585129
49,4.747678756713867,500.0,1.379558216285659e-05,0.006897791081428295,0.3601800900450225,0.025132279843091965,0.009052146816921567,0.48024012006003003,0.342016339302063,0.16424996784891469,500.0,0.007189522497355938,3.594761248677969,200.0,0.0025169486179947853,0.5033897235989571
50,4.756577491760254,500.0,1.3697890608455054e-05,0.006848945304227527,0.3676838419209605,0.023500973358750343,0.008640928173427464,0.49024512256128067,0.3417288064956665,0.1675308806231882,500.0,0.007223948836326599,3.6119744181632996,200.0,0.0025061103515326977,0.5012220703065395
51,4.867518424987793,500.0,1.367587628919864e-05,0.00683793814459932,0.3751875937968984,0.01943446882069111,0.007291571593555943,0.5002501250625313,0.34181034564971924,0.1709906681589391,500.0,0.007224322762340307,3.6121613811701536,200.0,0.0024862189311534166,0.4972437862306833
52,4.750614166259766,500.0,1.3708273399970494e-05,0.006854136699985247,0.3826913456728364,0.018214844167232513,0.006970663225579226,0.5102551275637819,0.3416527211666107,0.17433005282138214,500.0,0.0071958680637180805,3.5979340318590403,200.0,0.0024601593613624573,0.49203187227249146
53,4.552413463592529,500.0,1.3772523743682541e-05,0.0068862618718412705,0.3901950975487744,0.020586317405104637,0.008032680128054836,0.5202601300650325,0.3414589762687683,0.17764749140546224,500.0,0.0071385689079761505,3.5692844539880753,200.0,0.002430007793009281,0.48600155860185623
54,4.451639175415039,500.0,1.3842482985637616e-05,0.006921241492818808,0.39769884942471234,0.0197139922529459,0.007840232036564277,0.5302651325662832,0.34126198291778564,0.18095933061173228,500.0,0.007053349167108536,3.526674583554268,200.0,0.0023965348955243826,0.4793069791048765
55,4.368985652923584,500.0,1.3821359061694238e-05,0.006910679530847119,0.40520260130065033,0.009965771809220314,0.00403815666106476,0.5402701350675337,0.34100666642189026,0.18423571772668407,500.0,0.006996208801865578,3.498104400932789,200.0,0.002366679022088647,0.4733358044177294
56,4.275625705718994,500.0,1.3740980648435652e-05,0.006870490324217826,0.41270635317658827,0.008358493447303772,0.0034496033486871493,0.5502751375687844,0.3407125174999237,0.1874856274386774,500.0,0.006970611400902271,3.4853057004511356,200.0,0.0023429379798471928,0.46858759596943855
57,4.257885456085205,500.0,1.37188435473945e-05,0.00685942177369725,0.42021010505252626,0.012718803249299526,0.005344569649530566,0.560280140070035,0.3405766785144806,0.19081834914268048,500.0,0.0068971929140388966,3.4485964570194483,200.0,0.0023121593985706568,0.46243187971413136
58,4.1738972663879395,500.0,1.3766291885985993e-05,0.006883145942992996,0.42771385692846425,0.014103641733527184,0.006032323002584163,0.5702851425712856,0.3402705192565918,0.19405122158705082,500.0,0.006782482843846083,3.3912414219230413,200.0,0.0022760839201509953,0.45521678403019905
59,4.143520355224609,500.0,1.3873747775505763e-05,0.006936873887752881,0.4352176088044022,0.009483696892857552,0.004127471884335202,0.5802901450725363,0.33975949883461,0.19715908886850805,500.0,0.0066235908307135105,3.3117954153567553,200.0,0.0022325869649648666,0.4465173929929733
60,4.055243492126465,500.0,1.3947101251687855e-05,0.006973550625843927,0.4427213606803402,0.007126296404749155,0.003154963640921962,0.5902951475737869,0.3395649194717407,0.20044352425045225,500.0,0.006507003679871559,3.2535018399357796,200.0,0.0021975424606353045,0.4395084921270609
61,3.9976162910461426,500.0,1.4000224837218411e-05,0.007000112418609206,0.4502251125562781,0.005513257812708616,0.0024822071192785165,0.6003001500750376,0.33910349011421204,0.2035638760065305,500.0,0.006417432799935341,3.2087163999676704,200.0,0.0021679503843188286,0.4335900768637657
62,3.941225528717041,500.0,1.4083885616855696e-05,0.007041942808427848,0.4577288644322161,0.0036414312198758125,0.001666788177181775,0.6103051525762881,0.3387151062488556,0.20671957459910145,500.0,0.006287527270615101,3.1437636353075504,200.0,0.0021341603714972734,0.4268320742994547
63,3.927827835083008,500.0,1.418086321791634e-05,0.00709043160895817,0.4652326163081541,0.0074467528611421585,0.0034644723165893985,0.6203101550775387,0.33782583475112915,0.2095567959436719,500.0,0.0061264848336577415,3.0632424168288708,200.0,0.0020973868668079376,0.4194773733615875
64,3.920685291290283,500.0,1.4197579730534926e-05,0.007098789865267463,0.47273636818409204,0.007942751981317997,0.003754827725035271,0.6303151575787894,0.3368876278400421,0.2123453782283407,500.0,0.006020206492394209,3.0101032461971045,200.0,0.0020685160998255014,0.4137032199651003
65,3.7757835388183594,500.0,1.4188936802383978e-05,0.007094468401191989,0.48024012006003003,0.008243784308433533,0.003958995966031112,0.64032016008004,0.3357532024383545,0.21498954433271322,500.0,0.005949640646576881,2.9748203232884407,200.0,0.0020455941557884216,0.4091188311576843
66,3.8133907318115234,500.0,1.4129626833891962e-05,0.007064813416945981,0.48774387193596797,0.007175512611865997,0.003499812304436892,0.6503251625812907,0.33470848202705383,0.2176693479915808,500.0,0.005900784395635128,2.950392197817564,200.0,0.002025109250098467,0.4050218500196934
67,3.8181047439575195,500.0,1.4104111869528424e-05,0.007052055934764212,0.49524762381190596,0.00744753610342741,0.003688374558475806,0.6603301650825413,0.33411839604377747,0.22062845561670147,500.0,0.005817273631691933,2.9086368158459663,200.0,0.002000879030674696,0.4001758061349392
68,3.678654909133911,500.0,1.412455276295077e-05,0.007062276381475385,0.5027513756878439,0.007240735925734043,0.003640289947655184,0.6703351675837919,0.33317822217941284,0.22334107939990655,500.0,0.0057043833658099174,2.8521916829049587,200.0,0.0019735645037144423,0.39471290074288845
69,3.673056125640869,500.0,1.418579358869465e-05,0.007092896794347325,0.5102551275637819,0.005882228258997202,0.0030014371306539,0.6803401700850426,0.33211296796798706,0.2259497931147886,500.0,0.005562881473451853,2.7814407367259264,200.0,0.0019429703243076801,0.388594064861536
70,3.682699203491211,500.0,1.4189548892318271e-05,0.0070947744461591356,0.5177588794397199,0.007373001426458359,0.003817436956670536,0.6903451725862931,0.3312244415283203,0.22865919425166684,500.0,0.00547077925875783,2.735389629378915,200.0,0.001919316709972918,0.3838633419945836
71,3.5472960472106934,500.0,1.4151692084851675e-05,0.007075846042425837,0.5252626313156579,0.008539012633264065,0.004485224244585927,0.7003501750875438,0.33084002137184143,0.2317038668937359,500.0,0.005423286464065313,2.7116432320326567,200.0,0.001902234274893999,0.3804468549787998
72,3.6770851612091064,500.0,1.4084553185966797e-05,0.007042276592983399,0.5327663831915957,0.007783147040754557,0.0041465990987511765,0.7103551775887944,0.3308641314506531,0.23503104885439088,500.0,0.005405076313763857,2.7025381568819284,200.0,0.0018861164571717381,0.37722329143434763
73,3.787471055984497,500.0,1.4080507753533311e-05,0.007040253876766656,0.5402701350675337,0.00918163824826479,0.004960564936531252,0.720360180090045,0.33026817440986633,0.2379120415959017,500.0,0.005353654734790325,2.6768273673951626,200.0,0.0018668167758733034,0.3733633551746607
74,3.67448353767395,500.0,1.4131299394648522e-05,0.007065649697324261,0.5477738869434717,0.009376699104905128,0.005136310915393254,0.7303651825912957,0.329847127199173,0.2409088572840383,500.0,0.005273739341646433,2.6368696708232164,200.0,0.0018440175335854292,0.36880350671708584
75,3.4425480365753174,500.0,1.4222792742657475e-05,0.007111396371328738,0.5552776388194097,0.010020608082413673,0.005564219595537358,0.7403701850925463,0.3292493224143982,0.24376638177754342,500.0,0.005168866831809282,2.584433415904641,200.0,0.0018186673987656832,0.36373347975313663
76,3.5601086616516113,500.0,1.4356899555423297e-05,0.0071784497777116485,0.5627813906953477,0.011438919231295586,0.0064376108730402875,0.7503751875937968,0.3285108506679535,0.2465063911965634,500.0,0.005041308235377073,2.5206541176885366,200.0,0.0017904838314279914,0.3580967662855983
77,3.847851276397705,500.0,1.4427410860662349e-05,0.007213705430331174,0.5702851425712856,0.011277401819825172,0.006431334704652674,0.7603801900950475,0.3282645046710968,0.2496058264632652,500.0,0.004963465500622988,2.481732750311494,200.0,0.0017696676077321172,0.35393352154642344
78,3.822537422180176,500.0,1.4448352885665372e-05,0.007224176442832686,0.5777888944472236,0.012010038830339909,0.006939267058050322,0.7703851925962981,0.3280109763145447,0.2526947991617803,500.0,0.004931039642542601,2.4655198212713003,200.0,0.0017551422351971269,0.3510284470394254
79,3.5166704654693604,500.0,1.4417226338991895e-05,0.007208613169495948,0.5852926463231616,0.01099446788430214,0.00643498120291821,0.7803901950975488,0.3276163935661316,0.2556686212922288,500.0,0.004938924685120583,2.4694623425602913,200.0,0.0017460588132962584,0.3492117626592517
80,3.293682336807251,500.0,1.4338385881274007e-05,0.007169192940637004,0.5927963981990996,0.009850413538515568,0.005839289666403676,0.7903951975987994,0.32766878604888916,0.25898783489607047,500.0,0.004982256330549717,2.4911281652748585,200.0,0.0017416671616956592,0.34833343233913183
81,3.3890750408172607,500.0,1.426401922799414e-05,0.00713200961399707,0.6003001500750376,0.007687739562243223,0.004614951212952411,0.80040020010005,0.3273003101348877,0.26197123372477255,500.0,0.004985558334738016,2.492779167369008,200.0,0.0017324825748801231,0.3464965149760246
82,3.380593776702881,500.0,1.421793695044471e-05,0.007108968475222355,0.6078039019509754,0.011348111554980278,0.006897426482891964,0.8104052026013007,0.3272227346897125,0.26518300660196814,500.0,0.004951806738972664,2.475903369486332,200.0,0.0017192839877679944,0.3438567975535989
83,3.2461957931518555,500.0,1.4200702935340814e-05,0.007100351467670407,0.6153076538269134,0.013265538960695267,0.008162387654654915,0.8204102051025512,0.3270524740219116,0.2683171872916133,500.0,0.004884154535830021,2.4420772679150105,200.0,0.0017028627917170525,0.3405725583434105
84,3.234839916229248,500.0,1.4219478543964215e-05,0.007109739271982107,0.6228114057028514,0.01057229284197092,0.006584544566410103,0.8304152076038019,0.32684940099716187,0.2714207131842365,500.0,0.004782136529684067,2.3910682648420334,200.0,0.0016830451786518097,0.33660903573036194
85,3.2759830951690674,500.0,1.419487853127066e-05,0.00709743926563533,0.6303151575787894,0.011941011995077133,0.007526600857327257,0.8404202101050525,0.32660746574401855,0.2744875149824668,500.0,0.004721476696431637,2.3607383482158184,200.0,0.0016684953588992357,0.33369907177984715
86,3.1653647422790527,500.0,1.4127790564089082e-05,0.007063895282044541,0.6378189094547274,0.010168535634875298,0.006485684309387696,0.8504252126063031,0.3264727294445038,0.2776406403480022,500.0,0.00469984021037817,2.349920105189085,200.0,0.0016587316058576107,0.33174632117152214
87,3.2040457725524902,500.0,1.4036722859600559e-05,0.0070183614298002794,0.6453226613306653,0.007932594045996666,0.0051190827010183584,0.8604302151075538,0.3265494406223297,0.28097300543792253,500.0,0.004707405809313059,2.3537029046565294,200.0,0.0016507108230143785,0.3301421646028757
88,3.2528867721557617,500.0,1.4014120097272098e-05,0.007007060048636049,0.6528264132066033,0.006779352203011513,0.0044257401825562905,0.8704352176088044,0.3264751732349396,0.2841754884586267,500.0,0.004674187861382961,2.3370939306914806,200.0,0.0016381166642531753,0.32762333285063505
89,3.158118724822998,500.0,1.4055450265004765e-05,0.007027725132502383,0.6603301650825413,0.006038332358002663,0.003987293002783149,0.8804402201100551,0.3262033462524414,0.287202545975136,500.0,0.004606578499078751,2.3032892495393753,200.0,0.0016225031577050686,0.3245006315410137
90,3.0877456665039062,500.0,1.4152566109260079e-05,0.007076283054630039,0.6678339169584793,0.007028727792203426,0.004694022812702138,0.8904452226113057,0.3255917727947235,0.28992163860660725,500.0,0.004506364930421114,2.253182465210557,200.0,0.0016035501612350345,0.3207100322470069
91,3.126763105392456,500.0,1.4214554539648816e-05,0.007107277269824408,0.6753376688344173,0.0071837459690868855,0.004851454256261779,0.9004502251125562,0.32519394159317017,0.29282095791280954,500.0,0.004444140009582043,2.2220700047910213,200.0,0.0015880705323070288,0.31761410646140575
92,3.0501644611358643,500.0,1.423498360964004e-05,0.00711749180482002,0.6828414207103551,0.005744653753936291,0.003922687530826932,0.9104552276138069,0.32495275139808655,0.2958549312378777,500.0,0.00442007789388299,2.210038946941495,200.0,0.001576477661728859,0.3152955323457718
93,3.0423293113708496,500.0,1.4216033378033899e-05,0.007108016689016949,0.6903451725862931,0.011003575287759304,0.007596265081094467,0.9204602301150575,0.3247942626476288,0.2989602017366868,500.0,0.004426149185746908,2.213074592873454,200.0,0.0015664100646972656,0.3132820129394531
94,3.048762083053589,500.0,1.4243121768231504e-05,0.007121560884115752,0.6978489244622311,0.006565585732460022,0.004581786941861796,0.9304652326163082,0.32481658458709717,0.30223053893546814,500.0,0.004387963097542524,2.193981548771262,200.0,0.0015532614197582006,0.31065228395164013
95,2.976797342300415,500.0,1.4304903743322939e-05,0.007152451871661469,0.7053526763381691,0.011120210401713848,0.00784367016829241,0.9404702351175588,0.3244762718677521,0.3051602756935337,500.0,0.00431411899626255,2.157059498131275,200.0,0.0015366714214906096,0.30733428429812193
96,3.0727038383483887,500.0,1.438825529476162e-05,0.00719412764738081,0.7128564282141071,0.011975256726145744,0.008536638736747216,0.9504752376188094,0.3237590789794922,0.3077249875242797,500.0,0.00420177448540926,2.10088724270463,200.0,0.0015144844073802233,0.30289688147604465
97,3.1202263832092285,500.0,1.4421991181734484e-05,0.007210995590867242,0.720360180090045,0.017878465354442596,0.012878934522459898,0.9604802401200601,0.32349899411201477,0.3107143915433058,500.0,0.004133417271077633,2.0667086355388165,200.0,0.0014977052342146635,0.2995410468429327
98,2.964003086090088,500.0,1.4413401004276238e-05,0.007206700502138119,0.727863931965983,0.011889426037669182,0.008653884384596628,0.9704852426213106,0.3232245445251465,0.3136846505146494,500.0,0.004104387015104294,2.052193507552147,200.0,0.0014855748740956187,0.29711497481912374
99,2.9550092220306396,500.0,1.436052298231516e-05,0.00718026149115758,0.735367683841921,0.009007002227008343,0.006623458366034149,0.9804902451225613,0.32329270243644714,0.3169853410582473,500.0,0.00410825852304697,2.054129261523485,200.0,0.00147611228749156,0.295222457498312
100,3.035639524459839,500.0,1.4349432603921741e-05,0.007174716301960871,0.742871435717859,0.010635314509272575,0.007900671358814294,0.9904952476238119,0.3231778144836426,0.3201060893834979,500.0,0.004075832664966583,2.0379163324832916,200.0,0.0014628851786255836,0.29257703572511673
101,2.960409164428711,500.0,1.436870479665231e-05,0.007184352398326155,0.7503751875937968,0.009707518853247166,0.007284281280575662,1.0005002501250626,0.3230052590370178,0.32316684245824695,500.0,0.004013615194708109,2.0068075973540545,200.0,0.0014484209241345525,0.2896841848269105
102,2.8445420265197754,500.0,1.4423346328840125e-05,0.007211673164420063,0.7578789394697348,0.009439442306756973,0.007153954524630722,1.0105052526263132,0.3228680193424225,0.326259829450572,500.0,0.003925131168216467,1.9625655841082335,200.0,0.001430985634215176,0.2861971268430352
103,2.8901114463806152,500.0,1.4453367839450948e-05,0.007226683919725474,0.7653826913456728,0.01213466003537178,0.00928765875643763,1.0205102551275638,0.3225655257701874,0.32918142699909064,500.0,0.0038541785907000303,1.9270892953500152,200.0,0.0014126375317573547,0.28252750635147095
104,2.8507559299468994,500.0,1.4442248357227072e-05,0.007221124178613536,0.7728864432216108,0.013444365933537483,0.010390968167741576,1.0305152576288144,0.3223530352115631,0.3321897211284742,500.0,0.00382324424572289,1.911622122861445,200.0,0.0013983163516968489,0.2796632703393698
105,2.8244740962982178,500.0,1.4405472938960884e-05,0.007202736469480442,0.7803901950975488,0.010997372679412365,0.00858224181084707,1.040520260130065,0.32227933406829834,0.3353381765192899,500.0,0.003828052431344986,1.914026215672493,200.0,0.0013857868034392595,0.2771573606878519
106,2.831289052963257,500.0,1.4418148566619493e-05,0.0072090742833097465,0.7878939469734867,0.008460188284516335,0.006665731139626426,1.0505252626313157,0.32204651832580566,0.33831800324371786,500.0,0.0038021309301257133,1.9010654650628567,200.0,0.0013692406937479973,0.27384813874959946
