frame_idx,pnp_ok,num_alive,ransac_inliers,reproj_mean,reproj_p90,visibility_mean,delta_t,delta_rot_deg
0,1,2000,2000,0.7071054577827454,0.7071283459663391,1.0,0.0,0.0
1,1,1992,1992,1.6794137954711914,3.106265902519226,0.996,0.048108261078596115,1.1408957956530446
2,1,1992,1796,3.408573865890503,5.746411991119385,0.996,0.022692734375596046,0.8209145827208111
3,1,1992,1520,4.5350542068481445,7.703141450881958,0.996,0.028525779023766518,0.773796388087752
4,1,1992,1126,6.779984951019287,15.664602851867677,0.996,0.1486329585313797,2.2189378775363147
5,1,1992,1071,7.261236190795898,17.02983856201172,0.996,0.007206499110907316,0.07401874722002608
6,1,1992,1004,9.600268363952637,25.17171783447266,0.996,0.13643024861812592,1.733252060190192
7,1,1992,820,10.886924743652344,27.58558559417725,0.996,0.07638559490442276,1.6995024082913615
8,1,1992,769,12.269929885864258,31.641028594970706,0.996,0.08334670960903168,1.1846513693689156
9,1,1992,733,13.428495407104492,26.485319328308112,0.996,0.5406158566474915,8.528711855247263
10,1,1992,696,13.703069686889648,33.65965270996094,0.996,0.44370734691619873,8.282093465938438
11,1,1992,685,14.476189613342285,36.16993980407715,0.996,0.01480096485465765,0.26979540926805484
12,1,1992,667,15.293929100036621,38.72682189941406,0.996,0.021953202784061432,0.41021622870766405
13,1,1992,633,16.085081100463867,41.956264114379884,0.996,0.11821303516626358,1.6730420801069295
14,1,1988,610,16.5925350189209,42.608724212646486,0.994,0.1524314135313034,2.3289376363858203
15,1,1980,622,17.029891967773438,44.34267158508301,0.99,0.04902780055999756,0.8346252575454745
16,1,1936,591,16.97373390197754,35.96623420715332,0.968,0.2821197807788849,6.668268735240488
17,1,1905,589,19.272830963134766,49.58300399780274,0.9525,0.3489234745502472,6.631641533430371
18,1,1904,574,20.222660064697266,52.435614395141606,0.952,0.04658215492963791,0.7793398591779847
19,1,1894,587,21.143115997314453,54.67057800292969,0.947,0.013714198023080826,0.33571793833399766
20,1,1886,538,20.545085906982422,52.98003005981445,0.943,0.12605170905590057,2.0097396250329798
21,1,1874,566,22.113798141479492,56.844664382934575,0.937,0.04660271108150482,1.9137684539353068
22,1,1863,547,22.84222412109375,58.54164047241211,0.9315,0.01835319586098194,0.7888231986769512
23,1,1857,548,24.177227020263672,61.65854034423828,0.9285,0.014506555162370205,1.0660614839753544
24,1,1849,524,25.434579849243164,64.59217529296875,0.9245,0.031195737421512604,1.8150989420765347
25,1,1848,508,27.565425872802734,69.3909065246582,0.924,0.10321976244449615,1.5998551560517997
26,1,1844,514,25.16182518005371,57.445705795288085,0.922,1.2505983114242554,21.46794634920004
27,1,1844,498,25.597644805908203,58.539842224121095,0.922,0.060790885239839554,0.8568368702826921
28,1,1841,517,29.340038299560547,71.10482025146484,0.9205,1.0621814727783203,20.821380739748005
29,1,1841,510,30.66234588623047,74.70204162597656,0.9205,0.023473171517252922,0.40348300344823895
30,1,1841,504,31.74912452697754,77.08924865722656,0.9205,0.02823594957590103,0.6549155822666805
31,1,1841,495,33.37016677856445,81.03457641601562,0.9205,0.03276370093226433,0.7475579535533032
