final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,1.2913483381271362,1.2913483381271362,500.0,4.2564723116811365e-05,0.021282361558405682,15.0,0.012402823194861412,0.18604234792292118,500.0,0.0006625797250308096,0.3312898625154048,200.0,0.0010590963065624237,0.21181926131248474
