iter,total,track_reproj_raw,track_reproj_scaled,smooth_trans_raw,smooth_trans_scaled,smooth_rot_raw,smooth_rot_scaled,scale_prior_raw,scale_prior_scaled,active_pairs
20,10.454498291015625,10.00876235961914,10.00876235961914,0.0009579533943906426,0.2873860183171928,0.001979369204491377,0.15834953635931015,0.0,0.0,383173
40,4.953145980834961,4.7670183181762695,4.7670183181762695,0.0002920965198427439,0.08762895595282316,0.001231232425197959,0.09849859401583672,0.0,0.0,383173
60,5.427858352661133,5.297615051269531,5.297615051269531,0.00013325130566954613,0.03997539170086384,0.0011283524800091982,0.09026819840073586,0.0,0.0,383173
80,4.871305465698242,4.761617660522461,4.761617660522461,8.322118810610846e-05,0.024966356431832537,0.0010590201709419489,0.08472161367535591,0.0,0.0,383173
100,4.262004852294922,4.162929058074951,4.162929058074951,5.733855869038962e-05,0.017201567607116885,0.0010234274668619037,0.0818741973489523,0.0,0.0,383173
120,4.615996360778809,4.522482872009277,4.522482872009277,4.423050268087536e-05,0.013269150804262608,0.0010030587436631322,0.08024469949305058,0.0,0.0,383173
140,4.1223273277282715,4.0334649085998535,4.0334649085998535,3.590200867620297e-05,0.01077060260286089,0.0009761428227648139,0.07809142582118511,0.0,0.0,383173
160,4.217957019805908,4.131891250610352,4.131891250610352,2.9934819394838996e-05,0.008980445818451699,0.0009635678143240511,0.07708542514592409,0.0,0.0,383173
180,3.9907643795013428,3.9069674015045166,3.9069674015045166,2.557458901719656e-05,0.0076723767051589675,0.0009515592828392982,0.07612474262714386,0.0,0.0,383173
200,4.1714863777160645,4.088627338409424,4.088627338409424,2.3333424906013533e-05,0.00700002747180406,0.0009482410387136042,0.07585928309708834,0.0,0.0,383173
220,4.023064613342285,3.941997528076172,3.941997528076172,2.0586696336977184e-05,0.006176008901093155,0.0009361396078020334,0.07489116862416267,0.0,0.0,383173
240,4.3170905113220215,4.236144065856934,4.236144065856934,1.9102919395663776e-05,0.005730875818699133,0.0009401894640177488,0.0752151571214199,0.0,0.0,383173
260,4.0526323318481445,3.9728126525878906,3.9728126525878906,1.7671918612904847e-05,0.005301575583871454,0.0009314800845459104,0.07451840676367283,0.0,0.0,383173
280,3.9943578243255615,3.915487289428711,3.915487289428711,1.670147685217671e-05,0.005010443055653013,0.0009232512093149126,0.073860096745193,0.0,0.0,383173
300,4.157271862030029,4.078306198120117,4.078306198120117,1.5964538761181757e-05,0.004789361628354527,0.0009272017050534487,0.0741761364042759,0.0,0.0,383173
320,4.120584487915039,4.042174816131592,4.042174816131592,1.5684530808357522e-05,0.004705359242507257,0.0009213050943799317,0.07370440755039454,0.0,0.0,383173
340,4.151347637176514,4.073429584503174,4.073429584503174,1.540652010589838e-05,0.004621956031769514,0.0009162029018625617,0.07329623214900494,0.0,0.0,383173
360,4.714749813079834,4.636083602905273,4.636083602905273,1.508806053607259e-05,0.004526418160821777,0.0009267471032217145,0.07413976825773716,0.0,0.0,383173
380,4.30090856552124,4.22264289855957,4.22264289855957,1.6179121303139254e-05,0.004853736390941776,0.000917647557798773,0.07341180462390184,0.0,0.0,383173
400,4.01459264755249,3.9374332427978516,3.9374332427978516,1.4275588910095394e-05,0.004282676673028618,0.0009109597885981202,0.07287678308784962,0.0,0.0,383173
420,3.874534845352173,3.797731876373291,3.797731876373291,1.3960827345727012e-05,0.0041882482037181035,0.0009076826390810311,0.07261461112648249,0.0,0.0,383173
440,4.0607380867004395,3.98376727104187,3.98376727104187,1.3941915312898345e-05,0.004182574593869504,0.0009098501759581268,0.07278801407665014,0.0,0.0,383173
