View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6135,0.7030,0.7674,0.8124,0.8424,0.8635,0.8792,0.8914,0.9012,0.9095,0.9173,0.9330,0.9376,0.9462,0.9510,0.9582,0.9626,0.9652,0.9694,0.9731,0.9762,0.9788,0.9808,0.9826
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6345,0.7272,0.7789,0.7976,0.8037,0.7994,0.7899,0.7749,0.7564,0.7189,0.7319,0.7651,0.7550,0.7765,0.7628,0.7781,0.7836,0.7829,0.7914,0.7972,0.8077,0.8200,0.8290,0.8406
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4036,0.3027,0.2112,0.1435,0.1020,0.0762,0.0598,0.0485,0.0404,0.0345,0.0307,0.0291,0.0259,0.0242,0.0215,0.0206,0.0196,0.0186,0.0184,0.0185,0.0183,0.0181,0.0178,0.0177
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3747,0.2569,0.1681,0.1120,0.0788,0.0588,0.0459,0.0372,0.0308,0.0261,0.0223,0.0201,0.0177,0.0162,0.0145,0.0135,0.0126,0.0116,0.0110,0.0105,0.0099,0.0093,0.0087,0.0083
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3444,0.1810,0.0893,0.0487,0.0310,0.0221,0.0168,0.0133,0.0109,0.0091,0.0077,0.0069,0.0059,0.0055,0.0048,0.0045,0.0041,0.0037,0.0035,0.0032,0.0030,0.0028,0.0027,0.0025
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6157,0.7045,0.7643,0.8006,0.8241,0.8405,0.8529,0.8627,0.8708,0.8766,0.8787,0.8955,0.8943,0.9060,0.9025,0.9078,0.9104,0.9095,0.9116,0.9112,0.9081,0.9054,0.9030,0.9045
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5981,0.6666,0.7079,0.7301,0.7298,0.7164,0.6887,0.6460,0.5822,0.5224,0.3646,0.3799,0.3437,0.3496,0.3198,0.3178,0.3100,0.2913,0.2898,0.2838,0.2648,0.2456,0.2306,0.2247
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3562,0.2020,0.1060,0.0601,0.0388,0.0279,0.0213,0.0171,0.0140,0.0118,0.0098,0.0088,0.0075,0.0069,0.0061,0.0055,0.0051,0.0046,0.0043,0.0040,0.0037,0.0035,0.0032,0.0031
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4901,0.3747,0.2164,0.1197,0.0714,0.0474,0.0344,0.0264,0.0211,0.0175,0.0148,0.0145,0.0128,0.0123,0.0115,0.0116,0.0113,0.0106,0.0109,0.0115,0.0119,0.0124,0.0128,0.0136
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3703,0.2507,0.1626,0.1078,0.0755,0.0562,0.0439,0.0354,0.0293,0.0248,0.0211,0.0190,0.0167,0.0152,0.0137,0.0126,0.0117,0.0107,0.0101,0.0096,0.0091,0.0087,0.0082,0.0079
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5321,0.3899,0.1807,0.0833,0.0475,0.0315,0.0229,0.0177,0.0142,0.0116,0.0099,0.0092,0.0081,0.0076,0.0068,0.0065,0.0061,0.0056,0.0054,0.0053,0.0052,0.0051,0.0050,0.0050
