iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,7.908483982086182,20.0,6.846375671452193e-16,1.3692751342904387e-14,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0069498769007623196,0.0,500.0,0.01581696793437004,7.9084839671850204,0.0,0.0,0.0,700000,700000,193
2,rigid,7.680418014526367,20.0,1.6794895145721966e-06,3.358979029144393e-05,10.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,0.01001001001001001,0.006662049796432257,6.668718514947204e-05,500.0,0.01536063477396965,7.680317386984825,0.0,0.0,0.0,700000,700000,186
3,rigid,7.456558704376221,20.0,6.717265023326036e-06,0.0001343453004665207,10.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,0.02002002002002002,0.00590565986931324,0.00011823142881507988,500.0,0.014912609942257404,7.456304971128702,0.0,0.0,0.0,700000,700000,182
4,rigid,7.236130237579346,20.0,1.5115969290491194e-05,0.00030231938580982387,10.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.03003003003003003,0.00538654113188386,0.00016175799194846426,500.0,0.014471327885985374,7.235663942992687,0.0,0.0,0.0,700000,700000,177
5,rigid,7.021054744720459,20.0,2.687558844627347e-05,0.0005375117689254694,10.0,0.0,0.0,1.0,4.016136699647177e-06,4.016136699647177e-06,0.04004004004004004,0.00491748470813036,0.0001968962846098242,500.0,0.014040632173418999,7.020316086709499,0.0,0.0,0.0,700000,700000,168
6,rigid,6.811334609985352,20.0,4.198720125714317e-05,0.0008397440251428634,10.0,0.0,0.0,1.0,6.269337063713465e-06,6.269337063713465e-06,0.05005005005005005,0.004331825766712427,0.00021680809643205342,500.0,0.013620543293654919,6.810271646827459,0.0,0.0,0.0,700000,700000,181
7,rigid,6.606182098388672,20.0,6.0449092416092753e-05,0.001208981848321855,10.0,0.0,0.0,1.0,9.022206540976185e-06,9.022206540976185e-06,0.06006006006006006,0.004419935867190361,0.0002654616136450667,500.0,0.013209396973252296,6.604698486626148,0.0,0.0,0.0,700000,700000,192
8,rigid,6.4064836502075195,20.0,8.225212513934821e-05,0.0016450425027869642,10.0,0.0,0.0,1.0,1.2291191524127498e-05,1.2291191524127498e-05,0.07007007007007007,0.004594814497977495,0.0003219589738322569,500.0,0.012809008359909058,6.404504179954529,0.0,0.0,0.0,700000,700000,174
9,rigid,6.21211576461792,20.0,0.00010738753189798445,0.002147750637959689,10.0,0.0,0.0,1.0,1.6064546798588708e-05,1.6064546798588708e-05,0.08008008008008008,0.004242251627147198,0.0003397198500217976,500.0,0.012419224716722965,6.209612358361483,0.0,0.0,0.0,700000,700000,191
10,rigid,6.023555755615234,20.0,0.0001358293811790645,0.0027165876235812902,10.0,0.0,0.0,1.0,2.0363449948490597e-05,2.0363449948490597e-05,0.09009009009009009,0.003756745718419552,0.00033844556021797763,500.0,0.012040960602462292,6.020480301231146,0.0,0.0,0.0,700000,700000,224
11,rigid,5.839960098266602,20.0,0.00016757169214542955,0.003351433842908591,10.0,0.0,0.0,1.0,2.517144639568869e-05,2.517144639568869e-05,0.1001001001001001,0.003792750183492899,0.00037965467302231225,500.0,0.011672408320009708,5.836204160004854,0.0,0.0,0.0,700000,700000,220
12,rigid,5.6600751876831055,20.0,0.00020259192388039082,0.0040518384776078165,10.0,0.0,0.0,1.0,3.0488541597151197e-05,3.0488541597151197e-05,0.11011011011011011,0.0037274013739079237,0.0004104245757055772,500.0,0.011311165057122707,5.655582528561354,0.0,0.0,0.0,700000,700000,261
13,rigid,5.4830193519592285,20.0,0.0002409012959105894,0.004818025918211788,10.0,0.0,0.0,1.0,3.6314733733888716e-05,3.6314733733888716e-05,0.12012012012012012,0.004179334733635187,0.0005020221902264489,500.0,0.0109553262591362,5.4776631295681,0.0,0.0,0.0,700000,700000,284
14,rigid,5.309164047241211,20.0,0.0002825174597091973,0.005650349194183946,10.0,0.0,0.0,1.0,4.258873377693817e-05,4.258873377693817e-05,0.13013013013013014,0.004154169000685215,0.0005405825526417197,500.0,0.010605860501527786,5.302930250763893,0.0,0.0,0.0,700000,700000,302
15,rigid,5.138607978820801,20.0,0.0003274599730502814,0.006549199461005628,10.0,0.0,0.0,1.0,4.94613814225886e-05,4.94613814225886e-05,0.14014014014014015,0.004625612869858742,0.0006482340358160399,500.0,0.01026272214949131,5.131361074745655,0.0,0.0,0.0,700000,700000,302
16,rigid,4.973268032073975,20.0,0.00037570318090729415,0.007514063618145883,10.0,0.0,0.0,1.0,5.6812496040947735e-05,5.6812496040947735e-05,0.15015015015015015,0.00486297020688653,0.0007301757067397192,500.0,0.009929933585226536,4.964966792613268,0.0,0.0,0.0,700000,700000,313
17,rigid,4.811769485473633,20.0,0.0004272324440535158,0.008544648881070316,10.0,0.0,0.0,1.0,6.459723226726055e-05,6.459723226726055e-05,0.16016016016016016,0.00503551447764039,0.0008064888052276901,500.0,0.00960470736026764,4.80235368013382,0.0,0.0,0.0,700000,700000,329
18,rigid,4.655063629150391,20.0,0.00048201577737927437,0.009640315547585487,10.0,0.0,0.0,1.0,7.30419997125864e-05,7.30419997125864e-05,0.17017017017017017,0.005164619069546461,0.0008788641059288272,500.0,0.009288943372666836,4.644471686333418,0.0,0.0,0.0,700000,700000,339
