iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
0,0.02652599,0.02652599,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000
1,0.03161677,0.02211134,9.50532913,0.00002500,0.00007500,0.99501252,0.00500000,0.00499999,-0.00500000
2,0.01959733,0.01846831,1.12882197,0.00009930,0.00010090,0.99008453,0.00134782,0.00128559,-0.00987056
3,0.02165025,0.01547504,6.17479563,0.00022190,0.00019779,0.98521394,-0.00131159,-0.00213677,-0.01383857
4,0.02142022,0.01327746,8.14213181,0.00039059,0.00023882,0.98043060,-0.00108494,-0.00316210,-0.01508778
5,0.01626563,0.01159691,4.66789675,0.00060266,0.00021700,0.97574967,0.00055824,-0.00231975,-0.01453650
6,0.01234989,0.01023839,2.11046290,0.00085567,0.00018089,0.97117186,0.00260570,-0.00059984,-0.01318119
7,0.01201040,0.00909135,2.91775346,0.00114687,0.00015618,0.96670157,0.00415689,0.00127474,-0.01171650
8,0.01256718,0.00808201,4.48355389,0.00147255,0.00014106,0.96235323,0.00457654,0.00262586,-0.01064059
9,0.01137329,0.00718697,4.18436241,0.00182809,0.00012674,0.95814502,0.00393690,0.00303455,-0.01010130
10,0.00893277,0.00642526,2.50518346,0.00220851,0.00011186,0.95409244,0.00263791,0.00255293,-0.00991893
11,0.00715036,0.00582188,1.32577717,0.00260851,0.00009845,0.95020866,0.00113261,0.00148315,-0.00974489
12,0.00683954,0.00538133,1.45510423,0.00302230,0.00008478,0.94650841,-0.00010947,0.00019634,-0.00920497
13,0.00710809,0.00508049,2.02409625,0.00344344,0.00006654,0.94300777,-0.00073730,-0.00091808,-0.00807170
14,0.00680337,0.00488268,1.91678417,0.00386550,0.00004321,0.93972021,-0.00068790,-0.00154452,-0.00635189
15,0.00586015,0.00475580,1.10005045,0.00428277,0.00002024,0.93665254,-0.00014613,-0.00156707,-0.00421490
16,0.00508068,0.00467782,0.39816177,0.00469046,0.00000517,0.93380564,0.00057960,-0.00107908,-0.00191649
17,0.00501855,0.00463402,0.37944123,0.00508433,0.00000146,0.93117839,0.00114616,-0.00030081,0.00023584
18,0.00538646,0.00461506,0.76593345,0.00546019,0.00000572,0.92877102,0.00128787,0.00049305,0.00195319
19,0.00556856,0.00461732,0.94540924,0.00581378,0.00001143,0.92658627,0.00092579,0.00104253,0.00307984
20,0.00537809,0.00464116,0.73076528,0.00614105,0.00001471,0.92462701,0.00017142,0.00118716,0.00364333
