iter,total,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
1,14.805835723876953,500.0,1.871126914920751e-05,0.009355634574603755,0.0,0.0,0.0,500.0,0.024895137175917625,12.447568587958813,200.0,0.002175920642912388,0.43518412858247757
2,12.858416557312012,500.0,1.8467359041096643e-05,0.009233679520548321,0.007503751875937969,0.0,0.0,500.0,0.024232106283307076,12.116053141653538,200.0,0.0020225276239216328,0.40450552478432655
3,12.83084487915039,500.0,1.8215760064776987e-05,0.009107880032388493,0.015007503751875938,0.0,0.0,500.0,0.023766042664647102,11.883021332323551,200.0,0.0019487692043185234,0.3897538408637047
4,12.262052536010742,500.0,1.8221520804218017e-05,0.009110760402109008,0.022511255627813906,0.0,0.0,500.0,0.02334805577993393,11.674027889966965,200.0,0.0018932600505650043,0.37865201011300087
5,11.852445602416992,500.0,1.802951010176912e-05,0.00901475505088456,0.030015007503751877,0.0,0.0,500.0,0.022598350420594215,11.299175210297108,200.0,0.0018191194394603372,0.36382388789206743
6,11.462570190429688,500.0,1.774973497958854e-05,0.00887486748979427,0.03751875937968985,0.0,0.0,500.0,0.021648503839969635,10.824251919984818,200.0,0.0017374041490256786,0.3474808298051357
7,10.978937149047852,500.0,1.7514279534225352e-05,0.008757139767112676,0.04502251125562781,0.0,0.0,500.0,0.02079837955534458,10.39918977767229,200.0,0.001680807676166296,0.3361615352332592
8,10.519380569458008,500.0,1.7291667973040603e-05,0.008645833986520302,0.05252626313156578,0.0,0.0,500.0,0.01998150162398815,9.990750811994076,200.0,0.0016372115351259708,0.32744230702519417
9,10.001623153686523,500.0,1.7185537217301317e-05,0.008592768608650658,0.060030015007503754,0.0,0.0,500.0,0.019137628376483917,9.568814188241959,200.0,0.0015822993591427803,0.31645987182855606
10,9.673600196838379,500.0,1.7227128410013393e-05,0.008613564205006696,0.06753376688344172,0.0,0.0,500.0,0.018322046846151352,9.161023423075676,200.0,0.0015170921105891466,0.3034184221178293
11,9.35853385925293,500.0,1.720807995297946e-05,0.00860403997648973,0.0750375187593797,0.0,0.0,500.0,0.01750197447836399,8.750987239181995,200.0,0.001445294008590281,0.2890588017180562
12,9.044220924377441,500.0,1.7155107343569398e-05,0.008577553671784699,0.08254127063531766,0.0,0.0,500.0,0.016713822260499,8.3569111302495,200.0,0.0013709650374948978,0.27419300749897957
13,8.857819557189941,500.0,1.702492227195762e-05,0.00851246113597881,0.09004502251125562,0.0,0.0,500.0,0.016020119190216064,8.010059595108032,200.0,0.001314722467213869,0.2629444934427738
14,8.580840110778809,500.0,1.685102324699983e-05,0.008425511623499915,0.0975487743871936,0.0,0.0,500.0,0.015454249456524849,7.7271247282624245,200.0,0.0012847458710893989,0.25694917421787977
15,8.452685356140137,500.0,1.6638616216368973e-05,0.008319308108184487,0.10505252626313157,0.0,0.0,500.0,0.015014695934951305,7.507347967475653,200.0,0.0012762718833982944,0.2552543766796589
16,8.356202125549316,500.0,1.6516212781425565e-05,0.008258106390712783,0.11255627813906953,0.0,0.0,500.0,0.014628336764872074,7.314168382436037,200.0,0.001257535070180893,0.2515070140361786
17,8.113564491271973,500.0,1.647038516239263e-05,0.008235192581196316,0.12006003001500751,0.0,0.0,500.0,0.014272207394242287,7.136103697121143,200.0,0.0012294090120121837,0.24588180240243673
18,7.969270706176758,500.0,1.6316207620548084e-05,0.008158103810274042,0.12756378189094547,0.0,0.0,500.0,0.01393357664346695,6.966788321733475,200.0,0.0012036963598802686,0.24073927197605371
19,7.654087543487549,500.0,1.6109795978991315e-05,0.008054897989495657,0.13506753376688344,0.0,0.0,500.0,0.013671239838004112,6.835619919002056,200.0,0.0011902409605681896,0.23804819211363792
20,7.374024868011475,500.0,1.5873773008934222e-05,0.007936886504467111,0.1425712856428214,0.0,0.0,500.0,0.013447770848870277,6.723885424435139,200.0,0.0011787699768319726,0.23575399536639452
21,7.054101943969727,500.0,1.563775549584534e-05,0.00781887774792267,0.1500750375187594,0.0,0.0,500.0,0.013151820749044418,6.575910374522209,200.0,0.0011516313534229994,0.23032627068459988
22,6.765414237976074,500.0,1.5411584172397852e-05,0.007705792086198926,0.15757878939469736,0.0,0.0,500.0,0.012771288864314556,6.385644432157278,200.0,0.001109602628275752,0.2219205256551504
