best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
950,0.2941725254058838,0.2941725254058838,diagnostic_local,20.0,0.0016504664672538638,0.033009327948093414,0.0001,30.05270767211914,0.0030052706133574247,0.0001,48.54827880859375,0.004854827653616667,1000.0,4.664912194130011e-05,0.04664912074804306,1000.0,1.2112428521504626e-05,0.012112428434193134,1.0,0.0,0.0,1.9,0.0020689896773546934,0.003931080456823111,1000.0,0.00018958011060021818,0.18958011269569397,198.1,5.201221028983127e-06,0.0010303618619218469
