View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3864,0.2544,0.1529,0.0926,0.0595,0.0426,0.0426,0.0364,0.0341,0.0325,0.0291,0.0296,0.0271,0.0272,0.0255,0.0241,0.0243,0.0228,0.0233,0.0231,0.0223,0.0211,0.0197,0.0185
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4654,0.3763,0.2527,0.1508,0.0913,0.0623,0.0666,0.0601,0.0592,0.0592,0.0549,0.0585,0.0549,0.0572,0.0550,0.0529,0.0550,0.0519,0.0542,0.0530,0.0513,0.0497,0.0480,0.0462
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6034,0.6781,0.7253,0.7507,0.7587,0.7564,0.7834,0.7772,0.7836,0.7894,0.7804,0.7948,0.7867,0.7971,0.7936,0.7901,0.8012,0.7985,0.8141,0.8168,0.8163,0.8138,0.8098,0.8049
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6348,0.7261,0.7837,0.8195,0.8421,0.8617,0.8828,0.8842,0.8939,0.9019,0.9029,0.9138,0.9147,0.9220,0.9234,0.9248,0.9301,0.9296,0.9345,0.9309,0.9259,0.9207,0.9149,0.9081
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.2934,0.1568,0.0889,0.0553,0.0374,0.0277,0.0251,0.0204,0.0179,0.0160,0.0139,0.0131,0.0116,0.0111,0.0101,0.0094,0.0091,0.0086,0.0088,0.0097,0.0106,0.0115,0.0123,0.0131
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4155,0.3261,0.2429,0.1752,0.1266,0.0973,0.0966,0.0843,0.0802,0.0780,0.0716,0.0741,0.0688,0.0699,0.0663,0.0630,0.0638,0.0584,0.0578,0.0542,0.0512,0.0489,0.0471,0.0453
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5727,0.5949,0.5601,0.4620,0.3194,0.2044,0.2181,0.1995,0.1945,0.1914,0.1750,0.1804,0.1669,0.1689,0.1596,0.1509,0.1534,0.1446,0.1517,0.1642,0.1763,0.1871,0.1978,0.2098
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6442,0.7446,0.8099,0.8526,0.8813,0.9047,0.9226,0.9265,0.9347,0.9408,0.9429,0.9502,0.9519,0.9566,0.9581,0.9596,0.9627,0.9630,0.9655,0.9664,0.9671,0.9680,0.9689,0.9699
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5399,0.3762,0.1746,0.0846,0.0485,0.0329,0.0351,0.0315,0.0306,0.0302,0.0275,0.0288,0.0266,0.0272,0.0258,0.0244,0.0250,0.0233,0.0240,0.0235,0.0228,0.0219,0.0209,0.0199
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3233,0.1926,0.1167,0.0752,0.0518,0.0385,0.0339,0.0275,0.0239,0.0212,0.0183,0.0172,0.0152,0.0144,0.0131,0.0121,0.0116,0.0109,0.0111,0.0120,0.0129,0.0136,0.0143,0.0150
