final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled
2000,0.632952868938446,0.632952868938446,500.0,2.331855648662895e-05,0.011659278243314475,15.0,0.004762833938002586,0.0714425090700388,500.0,0.0007129553705453873,0.35647768527269363
