final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
2000,1.3173538446426392,1.3173538446426392,50.0,0.00015648873522877693,0.007824436761438847,150.0,0.002678994322195649,0.40184914832934737,1.0,0.0014498253585770726,0.0014498253585770726,60.0,0.0029672214295715094,0.17803328577429056,0.0,0.0,0.0,800.0,0.0008501997217535973,0.6801597774028778,0.001,48.03734588623047,0.04803734588623047,700000,700000,300
