iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,39.3883056640625,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,0.0,0.0,60.0,0.009206540882587433,0.552392452955246,0.0,0.0,0.0,800.0,0.04854489117860794,38.83591294288635,0.0,0.0,0.0,700000,700000,199
2,rigid,39.234588623046875,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,6.304641431142954e-08,6.304641431142954e-08,60.0,0.009484472684562206,0.5690683610737324,0.0,0.0,0.0,800.0,0.04833190143108368,38.66552114486694,0.0,0.0,0.0,700000,700000,197
3,rigid,39.041648864746094,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.00909402221441269,0.5456413328647614,0.0,0.0,0.0,800.0,0.048120006918907166,38.49600553512573,0.0,0.0,0.0,700000,700000,200
4,rigid,38.868743896484375,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,5.603690738098521e-07,5.603690738098521e-07,60.0,0.009024186059832573,0.5414511635899544,0.0,0.0,0.0,800.0,0.04790911823511124,38.32729458808899,0.0,0.0,0.0,700000,700000,204
5,rigid,38.713104248046875,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.00922806654125452,0.5536839924752712,0.0,0.0,0.0,800.0,0.047699276357889175,38.15942108631134,0.0,0.0,0.0,700000,700000,203
6,rigid,38.53461456298828,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,1.558533313072985e-06,1.558533313072985e-06,60.0,0.009035221301019192,0.5421132780611515,0.0,0.0,0.0,800.0,0.04749062657356262,37.9925012588501,0.0,0.0,0.0,700000,700000,207
7,rigid,38.377559661865234,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,2.2555516352440463e-06,2.2555516352440463e-06,60.0,0.00918490532785654,0.5510943196713924,0.0,0.0,0.0,800.0,0.047283075749874115,37.82646059989929,0.0,0.0,0.0,700000,700000,206
8,rigid,38.19857406616211,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,3.0563658128812676e-06,3.0563658128812676e-06,60.0,0.00895575899630785,0.537345539778471,0.0,0.0,0.0,800.0,0.04707653075456619,37.661224603652954,0.0,0.0,0.0,700000,700000,208
9,rigid,38.020591735839844,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,3.98797010348062e-06,3.98797010348062e-06,60.0,0.008726260624825954,0.5235756374895573,0.0,0.0,0.0,800.0,0.04687126725912094,37.49701380729675,0.0,0.0,0.0,700000,700000,212
10,rigid,37.876243591308594,50.0,4.625929407134921e-18,2.3129647035674605e-16,150.0,0.0,0.0,1.0,5.06442347614211e-06,5.06442347614211e-06,60.0,0.00904161762446165,0.542497057467699,0.0,0.0,0.0,800.0,0.046667177230119705,37.333741784095764,0.0,0.0,0.0,700000,700000,215
