final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,betas_gvhmr_weight,betas_gvhmr_raw,betas_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
2000,0.6115525960922241,0.6115525960922241,1.0,0.00024189853866118938,0.00024189853866118938,20.0,0.001718057319521904,0.03436114639043808,20.0,6.669983122264966e-05,0.0013339966244529933,10.0,0.011075801216065884,0.11075801216065884,10.0,0.0,0.0,25.0,5.772607619292103e-05,0.0014431519048230257,15.0,0.0013711382634937763,0.020567073952406645,0.0,0.30034568905830383,0.0,500.0,0.00053827790543437,0.269138952717185,200.0,0.000537254789378494,0.1074509578756988,1.0,0.06625738739967346,0.06625738739967346,0.0,0.0,0.0
