node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
"person 1, left hand",target object 1,0.46775945889481085,0.562254196933283,0.5016305334119351,1.0,0.0,0.0
"person 1, right hand",target object 1,0.40753835089346463,0.5054632039353291,0.45342972878225934,1.0,0.0,0.0
