final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,6.488041400909424,6.488041400909424,500.0,7.757388084428385e-05,0.038786940422141925,15.0,0.0018457933329045773,0.02768689999356866,20.0,0.26402634382247925,5.280526876449585,500.0,0.0008684491622261703,0.43422458111308515,200.0,0.00050911377184093,0.101822754368186
