best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
4774,3.1810035705566406,3.1810035705566406,diagnostic_local,20.0,0.007165021263062954,0.14330042898654938,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.087158115202328e-06,0.005087158177047968,1000.0,2.9388613711489597e-06,0.002938861260190606,73.87,0.0013366142520681024,0.09873569756746292,100.0,4.319068466429599e-06,0.00043190683936700225,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0027144774794578552,0.054289549589157104,1000.0,0.0025442230980843306,2.5442230701446533,10000.0,3.319968527648598e-05,0.3319968581199646
