frame_idx,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled,total_raw_local,total_scaled_local
0,20.0,6.297537038335577e-05,0.0012595073785632849,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0030966869089752436,0.0619337372481823,1000.0,0.002359559992328286,2.359560012817383,10000.0,0.0,0.0,0.005519222468137741,2.42275333404541
1,20.0,6.415511597879231e-05,0.0012831023195758462,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0215466517138339e-07,0.00010215466318186373,1000.0,1.8586111139029526e-07,0.00018586110672913492,0.0,0.0,0.0,20.0,0.003156121354550123,0.06312242895364761,1000.0,0.00237853080034256,2.378530740737915,10000.0,1.0705924751164275e-06,0.010705924592912197,0.005600166041404009,2.453930139541626
2,20.0,6.435018440242857e-05,0.0012870037462562323,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9.110008818424831e-07,0.0009110008832067251,1000.0,2.0321164129200042e-07,0.00020321164629422128,0.0,0.0,0.0,20.0,0.0030539585277438164,0.06107917055487633,1000.0,0.002435877453535795,2.435877561569214,10000.0,1.4595758557334193e-06,0.01459575816988945,0.005556759424507618,2.513953685760498
3,20.0,6.51191221550107e-05,0.001302382443100214,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.3591111382993404e-06,0.001359111163765192,1000.0,1.354376877316099e-07,0.00013543768727686256,0.0,0.0,0.0,20.0,0.003088071011006832,0.06176142022013664,1000.0,0.0024746570270508528,2.4746570587158203,10000.0,2.2288804757408798e-06,0.02228880487382412,0.00563157070428133,2.5615041255950928
4,20.0,6.502901669591665e-05,0.001300580333918333,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.2513975181936985e-06,0.0022513975854963064,1000.0,2.3752886590955313e-07,0.00023752886045258492,0.0,0.0,0.0,20.0,0.003009113948792219,0.06018228083848953,1000.0,0.0025228592567145824,2.5228593349456787,10000.0,2.9072625693515874e-06,0.029072625562548637,0.005602398421615362,2.615903615951538
5,20.0,6.668642163276672e-05,0.0013337284326553345,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.0181531656126026e-06,0.0030181531328707933,1000.0,2.776218366307148e-07,0.0002776218461804092,0.0,0.0,0.0,20.0,0.0029887796845287085,0.059775594621896744,1000.0,0.0025840045418590307,2.5840046405792236,10000.0,4.791356786881806e-06,0.0479135662317276,0.005647557321935892,2.6963233947753906
6,20.0,6.718539952998981e-05,0.0013437080197036266,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.162487918321858e-07,0.0007162488182075322,1000.0,4.0593906192043505e-07,0.00040593906305730343,0.0,0.0,0.0,20.0,0.0029883957467973232,0.059767916798591614,1000.0,0.0026758378371596336,2.675837755203247,10000.0,7.848753739381209e-06,0.07848753780126572,0.005740389693528414,2.816559314727783
7,20.0,6.802196730859578e-05,0.0013604393461719155,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9.70929249888286e-07,0.0009709292789921165,1000.0,5.166447749616054e-07,0.0005166447954252362,0.0,0.0,0.0,20.0,0.0029576399829238653,0.05915280058979988,1000.0,0.002779889851808548,2.7798898220062256,10000.0,9.85597216640599e-06,0.09855972230434418,0.005816895514726639,2.9404501914978027
8,20.0,6.875112740090117e-05,0.0013750225771218538,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.363049588893773e-06,0.0023630496580153704,1000.0,7.690038046348491e-07,0.0007690038182772696,0.0,0.0,0.0,20.0,0.0030427093151956797,0.06085418537259102,1000.0,0.0029092824552208185,2.9092824459075928,10000.0,1.132212855736725e-05,0.11322128772735596,0.00603519706055522,3.087864875793457
9,20.0,7.02099350746721e-05,0.001404198701493442,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.423269612947479e-06,0.00542326970025897,1000.0,1.0540607036091387e-06,0.0010540606454014778,0.0,0.0,0.0,20.0,0.0030376079957932234,0.06075216084718704,1000.0,0.0030700713396072388,3.070071220397949,10000.0,1.257925669051474e-05,0.12579256296157837,0.006196945905685425,3.2644975185394287
10,20.0,6.89880398567766e-05,0.001379760797135532,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.7853916978747293e-07,0.0003785391745623201,1000.0,1.3865958408132428e-06,0.0013865958899259567,0.0,0.0,0.0,20.0,0.0030563748441636562,0.061127498745918274,1000.0,0.0032307549845427275,3.230755090713501,10000.0,1.4792315596423578e-05,0.14792315661907196,0.00637267529964447,3.44295072555542
11,20.0,6.902417226228863e-05,0.0013804833870381117,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.2201696740230545e-06,0.003220169572159648,1000.0,1.5489722500205971e-06,0.001548972213640809,0.0,0.0,0.0,20.0,0.002936053555458784,0.05872107297182083,1000.0,0.00334782968275249,3.347829580307007,10000.0,1.3977502021589316e-05,0.13977502286434174,0.006371653638780117,3.5524752140045166
12,20.0,6.8286681198515e-05,0.001365733565762639,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.1239217201364227e-06,0.001123921712860465,1000.0,1.9696587969519896e-06,0.0019696587696671486,0.0,0.0,0.0,20.0,0.0029019892681390047,0.05803978443145752,1000.0,0.0034622936509549618,3.4622936248779297,10000.0,1.6070933270384558e-05,0.16070933640003204,0.006451734341681004,3.685502052307129
13,20.0,6.738164665875956e-05,0.0013476329622790217,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.661928644760337e-07,0.00036619286402128637,1000.0,2.2186563910508994e-06,0.002218656474724412,0.0,0.0,0.0,20.0,0.0029245703481137753,0.058491408824920654,1000.0,0.003555312752723694,3.5553126335144043,10000.0,1.3651545486936811e-05,0.13651545345783234,0.006563500966876745,3.7542519569396973
14,20.0,6.7464767198544e-05,0.0013492953730747104,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.820925369131146e-06,0.004820925183594227,1000.0,2.7061769287684e-06,0.002706176834180951,0.0,0.0,0.0,20.0,0.0029729162342846394,0.05945832282304764,1000.0,0.0036854310892522335,3.6854310035705566,10000.0,1.3374256923270877e-05,0.1337425708770752,0.006746713537722826,3.8875083923339844
15,20.0,7.076371548464522e-05,0.0014152743387967348,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.636995178472716e-06,0.007636995054781437,1000.0,3.437594614297268e-06,0.003437594510614872,0.0,0.0,0.0,20.0,0.0028853954281657934,0.05770790949463844,1000.0,0.003761428641155362,3.7614285945892334,10000.0,1.1423902833485045e-05,0.11423902958631516,0.006740086246281862,3.9458653926849365
16,20.0,7.265190652105957e-05,0.0014530380722135305,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.253646127632237e-06,0.003253646194934845,1000.0,3.4235056318721035e-06,0.0034235056955367327,0.0,0.0,0.0,20.0,0.0029309752862900496,0.058619506657123566,1000.0,0.003809556597843766,3.809556484222412,10000.0,1.2182821592432447e-05,0.12182821333408356,0.006832043640315533,3.9981346130371094
17,20.0,7.627547165611759e-05,0.0015255094040185213,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.604049652494723e-06,0.003604049561545253,1000.0,4.48537048214348e-06,0.0044853705912828445,0.0,0.0,0.0,20.0,0.002960419747978449,0.05920839309692383,1000.0,0.003840134246274829,3.8401341438293457,10000.0,1.0204628779320046e-05,0.10204628854990005,0.006895123049616814,4.0110039710998535
18,20.0,7.855214789742604e-05,0.0015710429288446903,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.27447178658258e-08,6.274471525102854e-05,1000.0,4.798828740604222e-06,0.0047988286241889,0.0,0.0,0.0,20.0,0.002870704047381878,0.05741408094763756,1000.0,0.003932002000510693,3.932002067565918,10000.0,1.2290270205994602e-05,0.12290269881486893,0.006898410152643919,4.118751525878906
