iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
0,19.21209144592285,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.44421573067666e-06,0.00544421561062336,1000.0,0.00230684713460505,2.306847095489502,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.004372297786176205,0.08744595944881439,1000.0,0.015894442796707153,15.894442558288574,10000.0,9.17911238502711e-05,0.9179112315177917
25,17.332395553588867,20.0,3.5081727673969e-06,7.01634562574327e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.68672658118885e-06,0.005686726421117783,1000.0,0.0016774139367043972,1.6774139404296875,50.125,1.6345551557606086e-05,0.0008193207904696465,100.0,1.915544089570176e-06,0.0001915544125949964,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0027435878291726112,0.054871756583452225,1000.0,0.014794792048633099,14.794792175292969,10000.0,7.985503179952502e-05,0.7985503077507019
50,15.886033058166504,20.0,1.4775037016079295e-05,0.0002955007366836071,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.576080184255261e-06,0.005576080176979303,1000.0,0.0013072239235043526,1.307223916053772,50.25,6.881946319481358e-05,0.003458178136497736,100.0,2.7177939045941457e-06,0.0002717793977353722,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0052404762245714664,0.10480952262878418,1000.0,0.013693297281861305,13.693297386169434,10000.0,7.711007492616773e-05,0.7711007595062256
75,14.61948013305664,20.0,3.3870775951072574e-05,0.0006774155190214515,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.4998290579533204e-06,0.005499829072505236,1000.0,0.001062197727151215,1.0621976852416992,50.375,0.00015763405826874077,0.007940815761685371,100.0,3.813118382822722e-06,0.0003813118382822722,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005058732349425554,0.10117464512586594,1000.0,0.012692693620920181,12.692693710327148,10000.0,7.489147537853569e-05,0.7489147782325745
100,13.523290634155273,20.0,6.007532647345215e-05,0.001201506471261382,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.425135896075517e-06,0.0054251360706985,1000.0,0.0008876064675860107,0.8876064419746399,50.5,0.0002777394256554544,0.014025840908288956,100.0,4.90082584292395e-06,0.0004900826024822891,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.004932573065161705,0.0986514613032341,1000.0,0.011789949610829353,11.789949417114258,10000.0,7.259403355419636e-05,0.7259403467178345
125,12.5227689743042,20.0,9.207917901221663e-05,0.0018415835220366716,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.38760696144891e-06,0.005387607030570507,1000.0,0.0007554056355729699,0.7554056644439697,50.625,0.0004185462894383818,0.021188905462622643,100.0,6.062318789190613e-06,0.0006062318570911884,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0025089699774980545,0.05017939954996109,1000.0,0.01098530925810337,10.985309600830078,10000.0,7.028502295725048e-05,0.7028502225875854
150,11.750962257385254,20.0,0.00012585947115439922,0.0025171893648803234,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.337739821698051e-06,0.0053377398289740086,1000.0,0.000654064177069813,0.6540641784667969,50.75,0.0005595603724941611,0.028397688642144203,100.0,6.944890174054308e-06,0.0006944889901205897,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.002618001541122794,0.05236003175377846,1000.0,0.010324424132704735,10.324423789978027,10000.0,6.831676728324965e-05,0.6831676959991455
175,11.072724342346191,20.0,0.00016223597049247473,0.0032447194680571556,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.471031727211084e-06,0.0054710316471755505,1000.0,0.0005713846767321229,0.5713846683502197,50.875,0.0007106595439836383,0.03615480288863182,100.0,7.783815817674622e-06,0.0007783815963193774,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0027010715566575527,0.054021432995796204,1000.0,0.009739775210618973,9.739775657653809,10000.0,6.61894227960147e-05,0.6618942022323608
200,10.491339683532715,20.0,0.00019931813585571945,0.003986362833529711,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.437212166725658e-06,0.005437212064862251,1000.0,0.0005059501272626221,0.5059501528739929,51.0,0.0008601329172961414,0.043866779655218124,100.0,8.55569578561699e-06,0.0008555695530958474,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0027983745094388723,0.05596749112010002,1000.0,0.009233908727765083,9.233908653259277,10000.0,6.413680966943502e-05,0.6413680911064148
225,9.937792778015137,20.0,0.00024177221348509192,0.004835444502532482,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.407548997027334e-06,0.005407548975199461,1000.0,0.0004503109958022833,0.45031100511550903,51.125,0.0010266093304380774,0.052485402673482895,100.0,9.50548655964667e-06,0.0009505486814305186,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0027174719143658876,0.05434943735599518,1000.0,0.008747110143303871,8.747110366821289,10000.0,6.223430682439357e-05,0.6223430633544922
