best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
8950,0.32549065351486206,0.32549065351486206,diagnostic_local,20.0,0.002999718999490142,0.05999438092112541,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.0175839381408878e-05,0.020175838842988014,1000.0,3.4000715913862223e-06,0.0034000715240836143,10.0,0.0018898824928328395,0.018898824229836464,100.0,1.4841560187051073e-05,0.001484156004153192,0.0,0.0,0.0,17.9,0.000666801817715168,0.011935751885175705,1000.0,0.00019781512673944235,0.19781512022018433,10000.0,1.1786517006839858e-06,0.01178651675581932
