iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
550,0.5973182916641235,20.0,0.0004970648442395031,0.00994129665195942,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9.2039663286414e-05,0.09203965961933136,1000.0,9.689761100162286e-06,0.009689761325716972,10.0,0.003476580372080207,0.03476580232381821,100.0,1.9755601897486486e-05,0.0019755600951611996,0.0,0.0,0.0,1.1,0.005623123608529568,0.006185436155647039,1000.0,0.00028115545865148306,0.28115546703338623,10000.0,1.6156529454747215e-05,0.16156528890132904
575,0.5630611181259155,20.0,0.0005150081706233323,0.010300163179636002,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.636827260488644e-05,0.08636827021837234,1000.0,9.682589734438807e-06,0.009682590141892433,10.0,0.0035861481446772814,0.035861480981111526,100.0,1.966424133570399e-05,0.0019664240535348654,0.0,0.0,0.0,1.15,0.0056092101149261,0.00645059160888195,1000.0,0.0002681941259652376,0.26819413900375366,10000.0,1.4423745597014204e-05,0.1442374587059021
600,0.5355962514877319,20.0,0.0005307942046783864,0.010615884326398373,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.212887769332156e-05,0.08212887495756149,1000.0,9.586347914591897e-06,0.009586348198354244,10.0,0.0036954397801309824,0.036954399198293686,100.0,1.9619428712758236e-05,0.0019619427621364594,0.0,0.0,0.0,1.2,0.005622923839837313,0.006747508887201548,1000.0,0.00025859600282274187,0.2585960030555725,10000.0,1.2900525689474307e-05,0.12900525331497192
625,0.5127124190330505,20.0,0.0005438640946522355,0.010877281427383423,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.886768435128033e-05,0.07886768132448196,1000.0,9.495572157902643e-06,0.009495572187006474,10.0,0.003806288354098797,0.03806288540363312,100.0,1.9570930817280896e-05,0.001957093132659793,0.0,0.0,0.0,1.25,0.005630826111882925,0.007038532756268978,1000.0,0.00025076139718294144,0.25076138973236084,10000.0,1.1565200111363083e-05,0.11565200239419937
650,0.49260371923446655,20.0,0.0005570943467319012,0.011141886934638023,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.633232598891482e-05,0.07633232325315475,1000.0,9.444349416298792e-06,0.009444349445402622,10.0,0.003918683622032404,0.039186835289001465,100.0,1.9584169422159903e-05,0.001958417007699609,0.0,0.0,0.0,1.3,0.005648354068398476,0.007342860102653503,1000.0,0.00024407872115261853,0.24407872557640076,10000.0,1.0311833648302127e-05,0.10311833769083023
675,0.4757080674171448,20.0,0.0005703874630853534,0.011407749727368355,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.420928159262985e-05,0.07420928031206131,1000.0,9.42453152674716e-06,0.00942453183233738,10.0,0.0040246592834591866,0.040246590971946716,100.0,1.9523113223840483e-05,0.0019523113733157516,0.0,0.0,0.0,1.35,0.005645490251481533,0.007621412165462971,1000.0,0.00023804664670024067,0.23804664611816406,10000.0,9.27995552046923e-06,0.09279955178499222
700,0.46098190546035767,20.0,0.0005825182888656855,0.01165036577731371,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.245404412969947e-05,0.0724540427327156,1000.0,9.380794836033601e-06,0.009380795061588287,10.0,0.004129573702812195,0.04129573702812195,100.0,1.951845842995681e-05,0.0019518458284437656,0.0,0.0,0.0,1.4,0.005632627289742231,0.007885677739977837,1000.0,0.00023202468582894653,0.232024684548378,10000.0,8.433877155766822e-06,0.08433876931667328
725,0.44855576753616333,20.0,0.0005941212875768542,0.011882426217198372,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.092025043675676e-05,0.07092025130987167,1000.0,9.408618097950239e-06,0.009408618323504925,10.0,0.004223245196044445,0.0422324538230896,100.0,1.9399023585719988e-05,0.001939902314916253,0.0,0.0,0.0,1.45,0.005632602609694004,0.008167274296283722,1000.0,0.00022682630515191704,0.22682631015777588,10000.0,7.71785471442854e-06,0.07717854529619217
750,0.4380178153514862,20.0,0.0006063279579393566,0.012126559391617775,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.957537698326632e-05,0.06957537680864334,1000.0,9.39539404498646e-06,0.00939539447426796,10.0,0.004310608375817537,0.0431060828268528,100.0,1.9439814423094504e-05,0.001943981391377747,0.0,0.0,0.0,1.5,0.005635150242596865,0.00845272559672594,1000.0,0.00022267238819040358,0.22267238795757294,10000.0,7.074532277329126e-06,0.0707453191280365
775,0.4292578399181366,20.0,0.0006176194874569774,0.012352390214800835,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.837827095296234e-05,0.0683782696723938,1000.0,9.420656169822905e-06,0.009420656599104404,10.0,0.004388484638184309,0.043884847313165665,100.0,1.9371973394299857e-05,0.0019371972884982824,0.0,0.0,0.0,1.55,0.005633700173348188,0.008732235059142113,1000.0,0.00021858788386452943,0.21858789026737213,10000.0,6.5964377427008e-06,0.06596437841653824
800,0.4213823974132538,20.0,0.0006278629880398512,0.012557259760797024,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.725144339725375e-05,0.06725144386291504,1000.0,9.40261634241324e-06,0.009402615949511528,10.0,0.004455935675650835,0.044559355825185776,100.0,1.932371196744498e-05,0.001932371174916625,0.0,0.0,0.0,1.6,0.0056211077608168125,0.00899377278983593,1000.0,0.00021488498896360397,0.21488499641418457,10000.0,6.180056516313925e-06,0.06180056557059288
825,0.4145265817642212,20.0,0.0006386811728589237,0.012773623690009117,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.621135253226385e-05,0.06621135026216507,1000.0,9.337598385172896e-06,0.009337598457932472,10.0,0.004519415553659201,0.04519415646791458,100.0,1.935090040205978e-05,0.001935090054757893,0.0,0.0,0.0,1.65,0.0056050908751785755,0.0092484001070261,1000.0,0.00021178004681132734,0.21178004145622253,10000.0,5.804632564831991e-06,0.05804632604122162
850,0.4088694155216217,20.0,0.0006483377073891461,0.012966753914952278,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.523602496599779e-05,0.06523602455854416,1000.0,9.302707439928781e-06,0.009302707388997078,10.0,0.004580370616167784,0.04580370709300041,100.0,1.9212213373975828e-05,0.0019212213810533285,0.0,0.0,0.0,1.7,0.005615465342998505,0.009546291083097458,1000.0,0.0002090254711220041,0.20902547240257263,10000.0,5.506724392034812e-06,0.05506724491715431
875,0.4038825035095215,20.0,0.0006572721758857369,0.013145443052053452,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.434656825149432e-05,0.0643465667963028,1000.0,9.220615538652055e-06,0.009220615960657597,10.0,0.00463401572778821,0.046340156346559525,100.0,1.9130189684801735e-05,0.0019130189903080463,0.0,0.0,0.0,1.75,0.005626543425023556,0.009846450760960579,1000.0,0.0002066586894216016,0.20665869116783142,10000.0,5.241154212853871e-06,0.05241154134273529
900,0.39948785305023193,20.0,0.0006654737517237663,0.013309475034475327,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.352088530547917e-05,0.0635208860039711,1000.0,9.222247172147036e-06,0.009222246706485748,10.0,0.004678926896303892,0.046789269894361496,100.0,1.9030130715691485e-05,0.0019030130933970213,0.0,0.0,0.0,1.8,0.005641569383442402,0.010154824703931808,1000.0,0.00020423131354618818,0.20423130691051483,10000.0,5.035683898313437e-06,0.05035683885216713
925,0.3951232135295868,20.0,0.0006738433730788529,0.013476867228746414,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.268516881391406e-05,0.06268516927957535,1000.0,9.056667295226362e-06,0.009056666865944862,10.0,0.0047202641144394875,0.047202639281749725,100.0,1.8861106582335196e-05,0.0018861106364056468,0.0,0.0,0.0,1.85,0.005631027277559042,0.010417400859296322,1000.0,0.00020217557903379202,0.202175572514534,10000.0,4.822277787752682e-06,0.048222776502370834
950,0.39144471287727356,20.0,0.0006817809189669788,0.01363561861217022,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.190352723933756e-05,0.06190352886915207,1000.0,8.976247954706196e-06,0.00897624809294939,10.0,0.0047560641542077065,0.047560639679431915,100.0,1.8692973753786646e-05,0.0018692973535507917,0.0,0.0,0.0,1.9,0.005614454858005047,0.010667463764548302,1000.0,0.00020015287736896425,0.20015287399291992,10000.0,4.667905159294605e-06,0.0466790497303009
975,0.3885771632194519,20.0,0.0006893163081258535,0.01378632616251707,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.120707257650793e-05,0.06120707094669342,1000.0,8.910409633244853e-06,0.008910409174859524,10.0,0.00478483596816659,0.04784835875034332,100.0,1.855518712545745e-05,0.0018555186688899994,0.0,0.0,0.0,1.95,0.0056136539205908775,0.010946625843644142,1000.0,0.00019865606736857444,0.19865606725215912,10000.0,4.536675078270491e-06,0.04536674916744232
1000,0.38574278354644775,20.0,0.000696854607667774,0.013937092386186123,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.042972017894499e-05,0.06042971834540367,1000.0,8.752711437409744e-06,0.008752711117267609,10.0,0.004808163736015558,0.04808163642883301,100.0,1.8430779164191335e-05,0.001843077945522964,0.0,0.0,0.0,2.0,0.00561441108584404,0.01122882217168808,1000.0,0.00019744798191823065,0.1974479854106903,10000.0,4.402174454298802e-06,0.04402174428105354
1025,0.38332730531692505,20.0,0.0007046005921438336,0.014092011377215385,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.9720328863477334e-05,0.05972032994031906,1000.0,8.61544322106056e-06,0.008615443482995033,10.0,0.00482893968001008,0.04828939586877823,100.0,1.83310876309406e-05,0.0018331087194383144,0.0,0.0,0.0,2.05,0.005614724010229111,0.011510184034705162,1000.0,0.00019649020396173,0.19649019837379456,10000.0,4.27766553912079e-06,0.04277665540575981
1050,0.3808657228946686,20.0,0.0007125086267478764,0.014250172302126884,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.902104385313578e-05,0.05902104452252388,1000.0,8.446437277598307e-06,0.008446437306702137,10.0,0.0048467423766851425,0.048467423766851425,100.0,1.8169519535149448e-05,0.0018169519025832415,0.0,0.0,0.0,2.1,0.005612090229988098,0.011785388924181461,1000.0,0.00019551612786017358,0.19551612436771393,10000.0,4.156215709372191e-06,0.04156215861439705
1075,0.37893640995025635,20.0,0.0007207799353636801,0.014415598474442959,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.837949720444158e-05,0.05837949737906456,1000.0,8.415635420533363e-06,0.00841563567519188,10.0,0.004860195331275463,0.04860195517539978,100.0,1.8126134818885475e-05,0.001812613452784717,0.0,0.0,0.0,2.15,0.005608123727142811,0.012057466432452202,1000.0,0.00019463310309220105,0.1946330964565277,10000.0,4.06205617764499e-06,0.04062056168913841
1100,0.37697890400886536,20.0,0.0007282581063918769,0.014565162360668182,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.768385381088592e-05,0.057683855295181274,1000.0,8.245407116191927e-06,0.008245406672358513,10.0,0.004865759052336216,0.04865758866071701,100.0,1.80084680323489e-05,0.0018008467741310596,0.0,0.0,0.0,2.2,0.005604023579508066,0.012328851968050003,1000.0,0.00019402639009058475,0.1940263956785202,10000.0,3.967079464928247e-06,0.03967079520225525
1125,0.3754029870033264,20.0,0.0007353965775109828,0.014707931317389011,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.704363502445631e-05,0.05704363435506821,1000.0,8.105154847726226e-06,0.00810515508055687,10.0,0.0048718820326030254,0.04871882125735283,100.0,1.791870454326272e-05,0.001791870454326272,0.0,0.0,0.0,2.25,0.005593533627688885,0.012585450895130634,1000.0,0.00019354437245056033,0.19354437291622162,10000.0,3.890575499099214e-06,0.038905754685401917
1150,0.37425342202186584,20.0,0.0007423984352499247,0.014847968704998493,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.649851300404407e-05,0.056498512625694275,1000.0,8.072506716416683e-06,0.00807250663638115,10.0,0.004876371007412672,0.048763711005449295,100.0,1.7793707229429856e-05,0.0017793707083910704,0.0,0.0,0.0,2.3,0.005588007625192404,0.012852417305111885,1000.0,0.0001931093429448083,0.19310934841632843,10000.0,3.832958100247197e-06,0.038329582661390305
1175,0.37274301052093506,20.0,0.0007491595461033285,0.014983191154897213,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.583967868005857e-05,0.05583968013525009,1000.0,7.844151696190238e-06,0.007844151929020882,10.0,0.00487934285774827,0.048793427646160126,100.0,1.7612550436751917e-05,0.0017612550873309374,0.0,0.0,0.0,2.35,0.005589250009506941,0.013134736567735672,1000.0,0.00019275520753581077,0.19275520741939545,10000.0,3.763136191992089e-06,0.03763136267662048
1200,0.3715408742427826,20.0,0.0007558497600257397,0.015116995200514793,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.5235912441276014e-05,0.055235911160707474,1000.0,7.704545168962795e-06,0.0077045452781021595,10.0,0.004880264401435852,0.04880264401435852,100.0,1.749472357914783e-05,0.0017494723433628678,0.0,0.0,0.0,2.4,0.005574783310294151,0.013379480689764023,1000.0,0.0001924896496348083,0.1924896538257599,10000.0,3.706216375576332e-06,0.03706216439604759
1225,0.3706001341342926,20.0,0.0007624546415172517,0.015249093063175678,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.47207091585733e-05,0.05472071096301079,1000.0,7.632610504515469e-06,0.007632610388100147,10.0,0.0048783826641738415,0.04878382757306099,100.0,1.7442867829231545e-05,0.0017442867392674088,0.0,0.0,0.0,2.45,0.005572661757469177,0.013653021305799484,1000.0,0.00019220469403080642,0.19220469892024994,10000.0,3.661189566628309e-06,0.0366118960082531
1250,0.3693998157978058,20.0,0.0007690730271860957,0.015381461009383202,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.4104097216622904e-05,0.054104097187519073,1000.0,7.442071364494041e-06,0.007442071568220854,10.0,0.004875279497355223,0.0487527959048748,100.0,1.7348076653433964e-05,0.0017348076216876507,0.0,0.0,0.0,2.5,0.0055564697831869125,0.013891174457967281,1000.0,0.00019201509712729603,0.19201509654521942,10000.0,3.607830876717344e-06,0.036078307777643204
1275,0.3684093952178955,20.0,0.0007759967120364308,0.01551993377506733,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.355267057893798e-05,0.053552672266960144,1000.0,7.327881121454993e-06,0.007327881176024675,10.0,0.004871594253927469,0.04871594160795212,100.0,1.7268994270125404e-05,0.0017268994124606252,0.0,0.0,0.0,2.55,0.005542395170778036,0.014133107848465443,1000.0,0.00019181698735337704,0.19181698560714722,10000.0,3.5615980777947698e-06,0.03561598062515259
1300,0.36751553416252136,20.0,0.0007830034592188895,0.01566006988286972,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.3026145906187594e-05,0.053026147186756134,1000.0,7.253055173350731e-06,0.007253054995089769,10.0,0.0048685516230762005,0.04868551716208458,100.0,1.719261854304932e-05,0.0017192618688568473,0.0,0.0,0.0,2.6,0.005532639566808939,0.014384862035512924,1000.0,0.0001916660403367132,0.19166603684425354,10000.0,3.5120588108839e-06,0.035120587795972824
1325,0.3663773536682129,20.0,0.0007902078214101493,0.01580415666103363,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.246729415375739e-05,0.05246729403734207,1000.0,7.110370461305138e-06,0.007110370323061943,10.0,0.004867094568908215,0.048670947551727295,100.0,1.718363637337461e-05,0.0017183636082336307,0.0,0.0,0.0,2.65,0.005535840056836605,0.014669977128505707,1000.0,0.000191452432773076,0.19145242869853973,10000.0,3.448378265602514e-06,0.034483782947063446
1350,0.36552393436431885,20.0,0.0007974885520525277,0.01594977080821991,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.195141056901775e-05,0.05195141211152077,1000.0,7.053697117953561e-06,0.007053697016090155,10.0,0.004864096641540527,0.04864096641540527,100.0,1.7113026842707768e-05,0.0017113026697188616,0.0,0.0,0.0,2.7,0.005533288232982159,0.014939878135919571,1000.0,0.00019123073434457183,0.19123072922229767,10000.0,3.4046188375214115e-06,0.03404618799686432
1375,0.36465558409690857,20.0,0.000804806302767247,0.016096126288175583,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.140425855643116e-05,0.051404260098934174,1000.0,6.945320819795597e-06,0.006945320870727301,10.0,0.00485920300707221,0.04859203100204468,100.0,1.7044418200384825e-05,0.001704441849142313,0.0,0.0,0.0,2.75,0.005536466371268034,0.015225282870233059,1000.0,0.00019110074208583683,0.19110074639320374,10000.0,3.3587364214326954e-06,0.03358736261725426
