iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
2500,0.3485791087150574,20.0,0.0011191127123311162,0.022382253780961037,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.5507917345967144e-05,0.035507917404174805,1000.0,4.747609636979178e-06,0.004747609607875347,10.0,0.004348584916442633,0.0434858500957489,100.0,1.5351739421021193e-05,0.0015351739712059498,0.0,0.0,0.0,5.0,0.005439096130430698,0.027195479720830917,1000.0,0.00019047751266043633,0.19047750532627106,10000.0,2.3247305307450006e-06,0.023247305303812027
2525,0.348291277885437,20.0,0.0011262353509664536,0.02252470701932907,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.522019324009307e-05,0.0352201946079731,1000.0,4.698510565503966e-06,0.004698510747402906,10.0,0.004333069548010826,0.04333069548010826,100.0,1.5388317478937097e-05,0.001538831740617752,0.0,0.0,0.0,5.05,0.005436531733721495,0.02745448611676693,1000.0,0.00019042946223635226,0.1904294639825821,10000.0,2.3094412426871713e-06,0.023094411939382553
2550,0.34817925095558167,20.0,0.0011334699811413884,0.02266939915716648,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.498874502838589e-05,0.03498874604701996,1000.0,4.6743566599616315e-06,0.004674356430768967,10.0,0.004319190513342619,0.043191906064748764,100.0,1.5415280358865857e-05,0.0015415280358865857,0.0,0.0,0.0,5.1,0.005435969214886427,0.027723442763090134,1000.0,0.00019041258201468736,0.19041258096694946,10000.0,2.297728542544064e-06,0.022977285087108612
2575,0.3479931950569153,20.0,0.0011412265012040734,0.02282452955842018,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.472341995802708e-05,0.034723419696092606,1000.0,4.6339150685525965e-06,0.0046339151449501514,10.0,0.00430328818038106,0.04303288087248802,100.0,1.5386007362394594e-05,0.0015386007726192474,0.0,0.0,0.0,5.15,0.005443989764899015,0.02803654782474041,1000.0,0.0001904122473206371,0.1904122531414032,10000.0,2.2791036826674826e-06,0.02279103733599186
2600,0.34791019558906555,20.0,0.0011482504196465015,0.02296500839293003,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.4479500754969195e-05,0.03447950258851051,1000.0,4.601486125466181e-06,0.004601486027240753,10.0,0.00428415834903717,0.042841583490371704,100.0,1.5364625141955912e-05,0.0015364624559879303,0.0,0.0,0.0,5.2,0.005458632484078407,0.028384888544678688,1000.0,0.0001903991651488468,0.190399169921875,10000.0,2.270206096000038e-06,0.022702060639858246
2625,0.34784746170043945,20.0,0.001155015197582543,0.02310030348598957,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.425959585001692e-05,0.03425959497690201,1000.0,4.591885044646915e-06,0.004591885022819042,10.0,0.00426477799192071,0.04264777898788452,100.0,1.537219031888526e-05,0.0015372190391644835,0.0,0.0,0.0,5.25,0.005456387065351009,0.028646031394600868,1000.0,0.00019041758787352592,0.1904175877571106,10000.0,2.2647050172963645e-06,0.02264704927802086
2650,0.3477931618690491,20.0,0.001161605236120522,0.023232104256749153,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.406253017601557e-05,0.03406253084540367,1000.0,4.592004188452847e-06,0.004592004232108593,10.0,0.004245742689818144,0.04245742782950401,100.0,1.5312136383727193e-05,0.0015312136383727193,0.0,0.0,0.0,5.3,0.005456354934722185,0.028918681666254997,1000.0,0.00019045751832891256,0.1904575228691101,10000.0,2.2541676116816234e-06,0.022541675716638565
2675,0.34766334295272827,20.0,0.0011674874695017934,0.02334974892437458,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.383910734555684e-05,0.03383910655975342,1000.0,4.565470590023324e-06,0.004565470386296511,10.0,0.0042297085747122765,0.042297087609767914,100.0,1.535754927317612e-05,0.0015357548836618662,0.0,0.0,0.0,5.35,0.005455635953694582,0.029187651351094246,1000.0,0.00019052703282795846,0.1905270367860794,10000.0,2.2361502942658262e-06,0.022361502051353455
2700,0.34754320979118347,20.0,0.0011746768141165376,0.023493535816669464,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.360564005561173e-05,0.03360563889145851,1000.0,4.541378075373359e-06,0.004541378002613783,10.0,0.004219155292958021,0.042191553860902786,100.0,1.538541619083844e-05,0.0015385416336357594,0.0,0.0,0.0,5.4,0.005460110493004322,0.029484597966074944,1000.0,0.00019051019626203924,0.19051019847393036,10000.0,2.217776909674285e-06,0.022177768871188164
2725,0.34727033972740173,20.0,0.0011819590581580997,0.02363918162882328,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.3361193345626816e-05,0.03336119279265404,1000.0,4.511218776315218e-06,0.00451121898368001,10.0,0.004200364928692579,0.04200365021824837,100.0,1.5352479749708436e-05,0.0015352480113506317,0.0,0.0,0.0,5.45,0.005459694191813469,0.029755331575870514,1000.0,0.0001904568780446425,0.19045688211917877,10000.0,2.2007602638041135e-06,0.02200760319828987
2750,0.347128689289093,20.0,0.0011889502638950944,0.0237790048122406,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.312958142487332e-05,0.033129580318927765,1000.0,4.481921678234357e-06,0.004481921903789043,10.0,0.0041836644522845745,0.04183664545416832,100.0,1.543042526463978e-05,0.0015430424828082323,0.0,0.0,0.0,5.5,0.005450788885354996,0.029979338869452477,1000.0,0.00019048660760745406,0.1904866099357605,10000.0,2.189254246331984e-06,0.021892542019486427
2775,0.34712979197502136,20.0,0.0011962291318923235,0.023924581706523895,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.2960069802356884e-05,0.03296006843447685,1000.0,4.496038854995277e-06,0.004496038891375065,10.0,0.004168133717030287,0.04168133810162544,100.0,1.5442836229340173e-05,0.0015442835865542293,0.0,0.0,0.0,5.55,0.005439591594040394,0.03018973395228386,1000.0,0.0001904856035253033,0.19048559665679932,10000.0,2.184816366934683e-06,0.021848164498806
2800,0.3467145562171936,20.0,0.0012038681888952851,0.024077363312244415,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.2686697522876784e-05,0.03268669918179512,1000.0,4.417453965288587e-06,0.004417453892529011,10.0,0.004151259083300829,0.041512589901685715,100.0,1.5496769265155308e-05,0.0015496768755838275,0.0,0.0,0.0,5.6,0.005426596384495497,0.03038894012570381,1000.0,0.0001904712844407186,0.19047129154205322,10000.0,2.161055135729839e-06,0.021610550582408905
2825,0.34656867384910583,20.0,0.0012104888446629047,0.024209776893258095,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.248985740356147e-05,0.03248985856771469,1000.0,4.408389941090718e-06,0.004408389795571566,10.0,0.004136959090828896,0.041369590908288956,100.0,1.547951796965208e-05,0.001547951833344996,0.0,0.0,0.0,5.65,0.0054144831374287605,0.030591830611228943,1000.0,0.00019043913925997913,0.1904391348361969,10000.0,2.151214403056656e-06,0.021512143313884735
2850,0.3464600741863251,20.0,0.001217152806930244,0.024343056604266167,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.229636058676988e-05,0.03229635953903198,1000.0,4.403903858474223e-06,0.00440390408039093,10.0,0.004125180188566446,0.04125180095434189,100.0,1.545204213471152e-05,0.0015452041989192367,0.0,0.0,0.0,5.7,0.0054147811606526375,0.030864251777529716,1000.0,0.00019039724429603666,0.190397247672081,10000.0,2.135825297955307e-06,0.021358253434300423
2875,0.3462884724140167,20.0,0.0012232004664838314,0.024464009329676628,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.210105205653235e-05,0.03210105374455452,1000.0,4.368268946564058e-06,0.004368268884718418,10.0,0.0041135745123028755,0.041135743260383606,100.0,1.5474637621082366e-05,0.0015474637039005756,0.0,0.0,0.0,5.75,0.005418624263256788,0.03115708939731121,1000.0,0.00019039283506572247,0.19039283692836761,10000.0,2.1122018551977817e-06,0.02112201787531376
2900,0.3464306890964508,20.0,0.0012293229810893536,0.02458645962178707,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.1947365641826764e-05,0.03194736689329147,1000.0,4.3690151869668625e-06,0.004369015339761972,10.0,0.00410000653937459,0.041000064462423325,100.0,1.550624983792659e-05,0.001550624961964786,0.0,0.0,0.0,5.8,0.005433083511888981,0.031511884182691574,1000.0,0.0001904582604765892,0.1904582679271698,10000.0,2.1007006125728367e-06,0.021007006987929344
2925,0.3465396463871002,20.0,0.0012350118486210704,0.024700237438082695,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.1782907171873376e-05,0.031782906502485275,1000.0,4.392803475639084e-06,0.004392803646624088,10.0,0.004088951740413904,0.04088951647281647,100.0,1.5524377886322327e-05,0.001552437781356275,0.0,0.0,0.0,5.85,0.005438221152871847,0.031813591718673706,1000.0,0.00019050214905291796,0.19050215184688568,10000.0,2.090599537041271e-06,0.02090599574148655
2950,0.3464198410511017,20.0,0.0012406199239194393,0.024812398478388786,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.15820834657643e-05,0.03158208355307579,1000.0,4.302060915506445e-06,0.0043020606972277164,10.0,0.004078705329447985,0.04078705236315727,100.0,1.5521765817538835e-05,0.0015521765453740954,0.0,0.0,0.0,5.9,0.005431368015706539,0.032045070081949234,1000.0,0.00019056620658375323,0.19056621193885803,10000.0,2.0772772586497013e-06,0.020772771909832954
2975,0.34648773074150085,20.0,0.0012466227635741234,0.024932455271482468,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.143387220916338e-05,0.03143387287855148,1000.0,4.316711965657305e-06,0.00431671179831028,10.0,0.004070780239999294,0.04070780426263809,100.0,1.551150853629224e-05,0.0015511508099734783,0.0,0.0,0.0,5.95,0.0054249027743935585,0.03227816894650459,1000.0,0.00019057220197282732,0.19057220220565796,10000.0,2.06953563974821e-06,0.020695356652140617
3000,0.34643638134002686,20.0,0.0012531952233985066,0.025063904002308846,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.123604255961254e-05,0.031236043199896812,1000.0,4.2806741475942545e-06,0.004280674271285534,10.0,0.00406265165656805,0.04062651842832565,100.0,1.5516226994805038e-05,0.0015516227576881647,0.0,0.0,0.0,6.0,0.005418634042143822,0.03251180425286293,1000.0,0.00019061086641158909,0.190610870718956,10000.0,2.055495087915915e-06,0.020554950460791588
3025,0.34644415974617004,20.0,0.001259992248378694,0.02519984543323517,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.102235496044159e-05,0.03102235496044159,1000.0,4.244614501658361e-06,0.004244614392518997,10.0,0.00405335146933794,0.04053351283073425,100.0,1.546886960568372e-05,0.001546886982396245,0.0,0.0,0.0,6.05,0.005432959645986557,0.032869406044483185,1000.0,0.00019064710068050772,0.19064709544181824,10000.0,2.038044613072998e-06,0.020380446687340736
3050,0.34660106897354126,20.0,0.0012657552724704146,0.02531510591506958,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.086280048592016e-05,0.030862800776958466,1000.0,4.225983047945192e-06,0.004225982818752527,10.0,0.004043115768581629,0.04043115675449371,100.0,1.5432176951435395e-05,0.0015432176878675818,0.0,0.0,0.0,6.1,0.005440964829176664,0.033189885318279266,1000.0,0.00019069266272708774,0.19069266319274902,10000.0,2.0340262381068897e-06,0.020340261980891228
3075,0.3466777205467224,20.0,0.0012716409983113408,0.02543281950056553,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.0701339710503817e-05,0.03070133924484253,1000.0,4.217572950437898e-06,0.0042175729759037495,10.0,0.0040340847335755825,0.0403408482670784,100.0,1.532251189928502e-05,0.0015322512481361628,0.0,0.0,0.0,6.15,0.005447630770504475,0.03350292891263962,1000.0,0.0001907108526211232,0.1907108575105667,10000.0,2.0239119749021484e-06,0.020239120349287987
3100,0.34659072756767273,20.0,0.0012772725895047188,0.025545451790094376,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.0499979402520694e-05,0.030499979853630066,1000.0,4.192133019387256e-06,0.004192132968455553,10.0,0.004026040434837341,0.04026040434837341,100.0,1.535716546641197e-05,0.0015357165830209851,0.0,0.0,0.0,6.2,0.005459520500153303,0.03384902700781822,1000.0,0.00019066876848228276,0.1906687617301941,10000.0,2.0039265109517146e-06,0.020039265975356102
3125,0.34666910767555237,20.0,0.0012836797395721078,0.02567359432578087,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.034128349099774e-05,0.030341284349560738,1000.0,4.190069375908934e-06,0.004190069157630205,10.0,0.004011780023574829,0.04011780023574829,100.0,1.531650559627451e-05,0.0015316505450755358,0.0,0.0,0.0,6.25,0.00546635827049613,0.03416473791003227,1000.0,0.0001906978286569938,0.1906978338956833,10000.0,1.9952153706981335e-06,0.01995215378701687
3150,0.346538782119751,20.0,0.0012896101688966155,0.025792203843593597,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.016640039277263e-05,0.030166400596499443,1000.0,4.11994687965489e-06,0.004119947087019682,10.0,0.003997761756181717,0.03997761756181717,100.0,1.529795008536894e-05,0.0015297950012609363,0.0,0.0,0.0,6.3,0.005451002158224583,0.03434131294488907,1000.0,0.0001907326077343896,0.19073261320590973,10000.0,1.987887571885949e-06,0.019878875464200974
3175,0.3466132879257202,20.0,0.0012956560822203755,0.025913121178746223,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.0012563001946546e-05,0.03001256287097931,1000.0,4.106215328647522e-06,0.004106215201318264,10.0,0.003978883847594261,0.03978883847594261,100.0,1.5291889212676324e-05,0.0015291889430955052,0.0,0.0,0.0,6.35,0.005457005463540554,0.0346519835293293,1000.0,0.00019076227908954024,0.19076228141784668,10000.0,1.9849119325954234e-06,0.01984911970794201
3200,0.34665125608444214,20.0,0.001301356009207666,0.026027120649814606,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.9868620913475752e-05,0.02986862137913704,1000.0,4.093323241249891e-06,0.004093323368579149,10.0,0.003965258132666349,0.03965258225798607,100.0,1.5272462405846454e-05,0.0015272462042048573,0.0,0.0,0.0,6.4,0.0054502421990036964,0.03488155081868172,1000.0,0.0001908113044919446,0.19081130623817444,10000.0,1.9789504221989773e-06,0.019789503887295723
3225,0.3468320965766907,20.0,0.0013067788677290082,0.026135576888918877,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.972445872728713e-05,0.02972445823252201,1000.0,4.065434950462077e-06,0.004065434914082289,10.0,0.00395352765917778,0.0395352765917778,100.0,1.5263301975210197e-05,0.001526330248452723,0.0,0.0,0.0,6.45,0.005465955939143896,0.03525541350245476,1000.0,0.00019085979147348553,0.19085979461669922,10000.0,1.9729798168555135e-06,0.019729798659682274
3250,0.34702712297439575,20.0,0.0013124647084623575,0.026249293237924576,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.962023063446395e-05,0.029620230197906494,1000.0,4.097355486010201e-06,0.004097355529665947,10.0,0.003941448871046305,0.03941448777914047,100.0,1.5262485248968005e-05,0.0015262485248968005,0.0,0.0,0.0,6.5,0.005463083274662495,0.03551004081964493,1000.0,0.00019084292580373585,0.19084292650222778,10000.0,1.976654175450676e-06,0.019766541197896004
3275,0.3467957377433777,20.0,0.001318221795372665,0.026364436373114586,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.942326318589039e-05,0.029423262923955917,1000.0,4.007866209576605e-06,0.0040078661404550076,10.0,0.003926702309399843,0.03926702216267586,100.0,1.5217401596601121e-05,0.0015217401087284088,0.0,0.0,0.0,6.55,0.0054617649875581264,0.03577456250786781,1000.0,0.0001907650294015184,0.19076502323150635,10000.0,1.9671824702527374e-06,0.01967182382941246
3300,0.3468550741672516,20.0,0.0013239574618637562,0.026479149237275124,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.9260876544867642e-05,0.029260875657200813,1000.0,3.985824150731787e-06,0.003985824063420296,10.0,0.00391064677387476,0.03910646587610245,100.0,1.5208316654025111e-05,0.0015208317199721932,0.0,0.0,0.0,6.6,0.005460717249661684,0.03604073449969292,1000.0,0.0001908365957206115,0.1908365935087204,10000.0,1.962459236892755e-06,0.01962459273636341
3325,0.3470638394355774,20.0,0.001329077873378992,0.02658155746757984,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.9124432330718264e-05,0.029124433174729347,1000.0,3.9746919355820864e-06,0.003974691964685917,10.0,0.003898447612300515,0.038984477519989014,100.0,1.5188477846095338e-05,0.0015188477700576186,0.0,0.0,0.0,6.65,0.00546474102884531,0.03634052723646164,1000.0,0.00019091083959210664,0.19091084599494934,10000.0,1.9628457721410086e-06,0.019628457725048065
3350,0.3472011983394623,20.0,0.0013341985177248716,0.026683971285820007,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.8974536689929664e-05,0.028974536806344986,1000.0,3.944990112358937e-06,0.00394499022513628,10.0,0.0038878442719578743,0.038878440856933594,100.0,1.516311112936819e-05,0.0015163110801950097,0.0,0.0,0.0,6.7,0.005468379706144333,0.03663814440369606,1000.0,0.0001909786369651556,0.19097863137722015,10000.0,1.958617303898791e-06,0.019586173817515373
3375,0.34737324714660645,20.0,0.0013395893620327115,0.026791786774992943,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.8817450584028848e-05,0.028817450627684593,1000.0,3.920185463357484e-06,0.003920185379683971,10.0,0.003878653747960925,0.03878653794527054,100.0,1.5126051948755048e-05,0.001512605231255293,0.0,0.0,0.0,6.75,0.005479722749441862,0.03698812797665596,1000.0,0.0001910399878397584,0.19103999435901642,10000.0,1.951656713572447e-06,0.019516566768288612
3400,0.3477354347705841,20.0,0.0013451379491016269,0.026902759447693825,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.8708633180940524e-05,0.02870863303542137,1000.0,3.955957708967617e-06,0.003955957479774952,10.0,0.0038706462364643812,0.0387064628303051,100.0,1.5131239706533961e-05,0.0015131239779293537,0.0,0.0,0.0,6.8,0.00549662858247757,0.03737707436084747,1000.0,0.00019106162653770298,0.19106163084506989,10000.0,1.9509786852722755e-06,0.01950978673994541
3425,0.347723126411438,20.0,0.0013507658150047064,0.027015317231416702,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.8516995371319354e-05,0.028516994789242744,1000.0,3.881675183947664e-06,0.0038816751912236214,10.0,0.003863890189677477,0.038638900965452194,100.0,1.5168536265264265e-05,0.0015168535755947232,0.0,0.0,0.0,6.85,0.005510406102985144,0.037746280431747437,1000.0,0.00019108338165096939,0.1910833865404129,10000.0,1.9323720152897295e-06,0.019323719665408134
3450,0.34773483872413635,20.0,0.0013563765678554773,0.027127530425786972,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.835331360984128e-05,0.028353312984108925,1000.0,3.837503754766658e-06,0.0038375037256628275,10.0,0.003854858223348856,0.038548581302165985,100.0,1.51875347000896e-05,0.0015187534736469388,0.0,0.0,0.0,6.9,0.0055134594440460205,0.03804286941885948,1000.0,0.00019108416745439172,0.19108416140079498,10000.0,1.922212049976224e-06,0.019222119823098183
3475,0.3478250503540039,20.0,0.0013618578668683767,0.02723715826869011,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.8220840249559842e-05,0.02822083979845047,1000.0,3.847649622912286e-06,0.0038476495537906885,10.0,0.003848763182759285,0.03848763182759285,100.0,1.5187130884442013e-05,0.0015187130775302649,0.0,0.0,0.0,6.95,0.005508639384061098,0.038285043090581894,1000.0,0.0001910918508656323,0.191091850399971,10000.0,1.913615278681391e-06,0.019136153161525726
3500,0.3481294512748718,20.0,0.0013669978361576796,0.027339957654476166,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.812585989886429e-05,0.028125859797000885,1000.0,3.875821221299702e-06,0.003875821130350232,10.0,0.0038399645127356052,0.03839964419603348,100.0,1.51665535668144e-05,0.001516655320301652,0.0,0.0,0.0,7.0,0.005510146263986826,0.03857102245092392,1000.0,0.00019115422037430108,0.19115422666072845,10000.0,1.914625954668736e-06,0.019146259874105453
3525,0.34812286496162415,20.0,0.0013718982227146626,0.02743796445429325,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.795593172777444e-05,0.027955932542681694,1000.0,3.826460670097731e-06,0.0038264605682343245,10.0,0.0038302806206047535,0.03830280527472496,100.0,1.5154197171796113e-05,0.0015154196880757809,0.0,0.0,0.0,7.05,0.00550629198551178,0.03881935775279999,1000.0,0.00019120074284728616,0.19120074808597565,10000.0,1.906416287056345e-06,0.0190641637891531
3550,0.34834325313568115,20.0,0.0013767217751592398,0.02753443643450737,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.7831434636027552e-05,0.027831435203552246,1000.0,3.819276116701076e-06,0.003819276113063097,10.0,0.003821777645498514,0.03821777552366257,100.0,1.5146747500693891e-05,0.0015146747464314103,0.0,0.0,0.0,7.1,0.005511436145752668,0.03913119435310364,1000.0,0.00019125545804854482,0.19125546514987946,10000.0,1.9038975551666226e-06,0.01903897523880005
3575,0.3486131429672241,20.0,0.0013815922429785132,0.027631845325231552,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.7718850105884485e-05,0.02771884948015213,1000.0,3.829115485132206e-06,0.0038291155360639095,10.0,0.003813300747424364,0.038133006542921066,100.0,1.5152617379499134e-05,0.0015152617124840617,0.0,0.0,0.0,7.15,0.005516408011317253,0.03944231942296028,1000.0,0.00019131050794385374,0.19131051003932953,10000.0,1.9032232785320957e-06,0.019032232463359833
3600,0.3484673798084259,20.0,0.0013871692353859544,0.0277433842420578,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.7562320610741153e-05,0.027562320232391357,1000.0,3.8103823953861138e-06,0.0038103824481368065,10.0,0.003804081119596958,0.03804080933332443,100.0,1.5033036106615327e-05,0.0015033036470413208,0.0,0.0,0.0,7.2,0.005500914063304663,0.03960657864809036,1000.0,0.0001912067673401907,0.19120676815509796,10000.0,1.8993828234670218e-06,0.01899382844567299
3625,0.3484058380126953,20.0,0.0013937255134806037,0.02787451073527336,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.7392910851631314e-05,0.027392910793423653,1000.0,3.789284164668061e-06,0.0037892842665314674,10.0,0.0037888730876147747,0.03788873180747032,100.0,1.5128768609429244e-05,0.0015128768282011151,0.0,0.0,0.0,7.25,0.0055213384330272675,0.040029704570770264,1000.0,0.0001911362778628245,0.19113627076148987,10000.0,1.8781554445013171e-06,0.018781553953886032
3650,0.3482069969177246,20.0,0.0014017331413924694,0.028034662827849388,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.725057493080385e-05,0.02725057490170002,1000.0,3.753427790798014e-06,0.003753427881747484,10.0,0.003781668609008193,0.03781668469309807,100.0,1.5082769095897675e-05,0.0015082769095897675,0.0,0.0,0.0,7.3,0.005510902032256126,0.04022958502173424,1000.0,0.00019103933300357312,0.1910393387079239,10000.0,1.857443976405193e-06,0.018574438989162445
3675,0.3481484651565552,20.0,0.001408813870511949,0.02817627787590027,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.7128393412567675e-05,0.027128392830491066,1000.0,3.7403478927444667e-06,0.003740347921848297,10.0,0.0037655432242900133,0.037655431777238846,100.0,1.514458745077718e-05,0.0015144587960094213,0.0,0.0,0.0,7.35,0.005512729287147522,0.04051855951547623,1000.0,0.00019096092728432268,0.19096092879772186,10000.0,1.8454084056429565e-06,0.018454084172844887
3700,0.3477727770805359,20.0,0.001414562459103763,0.02829124964773655,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.6963056370732374e-05,0.02696305699646473,1000.0,3.66924155059678e-06,0.0036692414432764053,10.0,0.0037510597612708807,0.037510596215724945,100.0,1.521142439742107e-05,0.0015211424324661493,0.0,0.0,0.0,7.4,0.005530680995434523,0.040927041321992874,1000.0,0.0001906367833726108,0.1906367838382721,10000.0,1.8253692815051181e-06,0.018253693357110023
3725,0.34769460558891296,20.0,0.0014213545946404338,0.028427092358469963,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.682706508494448e-05,0.026827065274119377,1000.0,3.6457638543652138e-06,0.0036457639653235674,10.0,0.00372997485101223,0.0372997485101223,100.0,1.5124865967663936e-05,0.0015124866040423512,0.0,0.0,0.0,7.45,0.005534051917493343,0.04122868552803993,1000.0,0.00019053254800383002,0.19053255021572113,10000.0,1.8221223854197888e-06,0.01822122372686863
3750,0.3480651378631592,20.0,0.0014271910768002272,0.028543822467327118,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.6803825676324777e-05,0.026803825050592422,1000.0,3.7431514101626817e-06,0.0037431514356285334,10.0,0.0037148522678762674,0.037148524075746536,100.0,1.5135376997932326e-05,0.0015135377179831266,0.0,0.0,0.0,7.5,0.005531667731702328,0.04148750752210617,1000.0,0.0001906091783894226,0.1906091719865799,10000.0,1.821560317694093e-06,0.01821560226380825
3775,0.34797120094299316,20.0,0.0014329542173072696,0.02865908481180668,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.660485915839672e-05,0.02660485915839672,1000.0,3.6453898246691097e-06,0.0036453898064792156,10.0,0.0037015664856880903,0.03701566532254219,100.0,1.5125509889912792e-05,0.0015125509817153215,0.0,0.0,0.0,7.55,0.005534699652343988,0.041786983609199524,1000.0,0.00019069534027948976,0.19069534540176392,10000.0,1.8051314327749424e-06,0.01805131509900093
3800,0.34802016615867615,20.0,0.0014386146795004606,0.028772294521331787,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.6478228392079473e-05,0.026478229090571404,1000.0,3.622761596488999e-06,0.003622761694714427,10.0,0.0036908520851284266,0.03690852224826813,100.0,1.5106505998119246e-05,0.0015106506180018187,0.0,0.0,0.0,7.6,0.005528546869754791,0.04201695695519447,1000.0,0.00019077306205872446,0.19077305495738983,10000.0,1.7937682059709914e-06,0.017937682569026947
3825,0.3480857312679291,20.0,0.0014446757268160582,0.028893515467643738,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.6361842174082994e-05,0.026361841708421707,1000.0,3.6052701943845022e-06,0.00360527029260993,10.0,0.003679396118968725,0.03679396212100983,100.0,1.5110121239558794e-05,0.0015110120875760913,0.0,0.0,0.0,7.65,0.005524382460862398,0.042261525988578796,1000.0,0.00019079286721535027,0.19079287350177765,10000.0,1.7865747850009939e-06,0.017865747213363647
3850,0.3483484387397766,20.0,0.0014506244333460927,0.029012488201260567,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.6259907826897688e-05,0.026259908452630043,1000.0,3.6249562072043773e-06,0.0036249561235308647,10.0,0.00366884283721447,0.0366884283721447,100.0,1.509506819274975e-05,0.001509506837464869,0.0,0.0,0.0,7.7,0.005530489142984152,0.04258476570248604,1000.0,0.00019085186067968607,0.1908518671989441,10000.0,1.7816514628066216e-06,0.017816513776779175
3875,0.3485800325870514,20.0,0.0014561588177457452,0.029123175889253616,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.6175503080594353e-05,0.026175502687692642,1000.0,3.6393053051142488e-06,0.003639305243268609,10.0,0.0036589945666491985,0.03658994659781456,100.0,1.5113817426026799e-05,0.0015113817062228918,0.0,0.0,0.0,7.75,0.005535276606678963,0.04289839416742325,1000.0,0.00019084499217569828,0.19084499776363373,10000.0,1.7797328837332316e-06,0.017797328531742096
