iter,total,corr,reproj,scale_reg,tz_reg,scale,tz
0,0.32148987,0.32148987,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000
1,0.30817935,0.30817929,0.74695796,0.00002500,0.00002500,1.00501263,0.00500000
2,0.29514623,0.29514605,2.93592834,0.00009995,0.00009993,1.01004767,0.00999661
3,0.28239781,0.28239733,6.48958778,0.00022471,0.00022462,1.01510346,0.01498744
4,0.26994091,0.26994014,11.33164692,0.00039909,0.00039880,1.02017808,0.01997003
5,0.25778231,0.25778106,17.38661766,0.00062279,0.00062209,1.02526975,0.02494181
6,0.24592860,0.24592681,24.58029175,0.00089543,0.00089402,1.03037608,0.02990015
7,0.23438628,0.23438385,32.83909225,0.00121657,0.00121399,1.03549469,0.03484232
8,0.22316068,0.22315753,42.09053421,0.00158564,0.00158130,1.04062355,0.03976553
9,0.21225744,0.21225345,52.26393890,0.00200199,0.00199513,1.04575980,0.04466690
10,0.20168191,0.20167699,63.28899002,0.00246488,0.00245456,1.05090058,0.04954349
11,0.19143784,0.19143189,75.09689331,0.00297346,0.00295852,1.05604362,0.05439231
12,0.18152988,0.18152285,87.62010193,0.00352677,0.00350586,1.06118548,0.05921029
13,0.17196135,0.17195313,100.79248047,0.00412374,0.00409527,1.06632316,0.06399432
14,0.16273507,0.16272558,114.54947662,0.00476322,0.00472536,1.07145345,0.06874123
15,0.15385328,0.15384245,128.82778931,0.00544391,0.00539458,1.07657301,0.07344782
16,0.14531769,0.14530542,143.56529236,0.00616443,0.00610131,1.08167839,0.07811086
17,0.13712925,0.13711548,158.70245361,0.00692326,0.00684377,1.08676589,0.08272707
18,0.12928841,0.12927307,174.18008423,0.00771879,0.00762010,1.09183168,0.08729316
19,0.12179486,0.12177788,189.94169617,0.00854930,0.00842831,1.09687185,0.09180585
20,0.11464714,0.11462846,205.93247986,0.00941293,0.00926634,1.10188270,0.09626183
21,0.10784372,0.10782328,222.09855652,0.01030775,0.01013199,1.10685992,0.10065778
22,0.10138196,0.10135972,238.38880920,0.01123171,0.01102299,1.11179936,0.10499044
23,0.09525860,0.09523448,254.75334167,0.01218264,0.01193699,1.11669672,0.10925653
24,0.08946945,0.08944342,271.14514160,0.01315830,0.01287154,1.12154770,0.11345282
25,0.08400969,0.08398172,287.51843262,0.01415635,0.01382415,1.12634790,0.11757614
