setting,interaction_name,contact_type,body_part,status,gt_mask_path,predicted_mask_path,width,height,image_diagonal_px,gt_pixels,predicted_pixels,intersection_pixels,union_pixels,gt_centroid_x,gt_centroid_y,predicted_centroid_x,predicted_centroid_y,containment,centroid_distance_px,centroid_distance_normalized,iou
round1,interaction_21,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_21/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_21/rounds/round_01/contact_masks/left_foot.png,1059,706,1272.7596002387882,78289,78289,78289,78289,496.0057096143775,470.87290679405794,496.0057096143775,470.87290679405794,1.0,0.0,0.0,1.0
round1,interaction_21,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_21/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_21/rounds/round_01/contact_masks/right_foot.png,1059,706,1272.7596002387882,78289,78289,78289,78289,496.0057096143775,470.87290679405794,496.0057096143775,470.87290679405794,1.0,0.0,0.0,1.0
round1,interaction_22,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_22/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_22/rounds/round_01/contact_masks/left_hand.png,436,936,1032.5657364061622,279,376,250,405,238.48745519713262,422.9605734767025,235.01861702127658,426.5079787234043,0.6648936170212766,4.961544343710281,0.004805063899349305,0.6172839506172839
round1,interaction_22,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_22/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_22/rounds/round_01/contact_masks/right_hand.png,436,936,1032.5657364061622,1628,411,0,2039,320.5792383292383,417.37960687960685,337.647201946472,477.14841849148416,0.0,62.158074483813394,0.06019769230398264,0.0
round1,interaction_22,object,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_22/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_22/rounds/round_01/contact_masks/right_foot.png,436,936,1032.5657364061622,426,2,0,428,340.86384976525824,759.3826291079812,319.5,794.0,0.0,40.678943499900726,0.039395984260995824,0.0
round1,interaction_22,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_22/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_22/rounds/round_01/contact_masks/left_foot.png,436,936,1032.5657364061622,156259,156259,156259,156259,189.6496969774541,740.4525755316494,189.6496969774541,740.4525755316494,1.0,0.0,0.0,1.0
round1,interaction_23,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_23/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_23/rounds/round_01/contact_masks/left_hand.png,496,647,815.2453618389987,942,382,0,1324,373.3418259023355,192.32059447983013,354.08376963350787,388.74869109947645,0.0,197.36988086552222,0.2420987473271886,0.0
round1,interaction_23,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_23/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_23/rounds/round_01/contact_masks/right_hand.png,496,647,815.2453618389987,515,841,0,1356,348.0019417475728,383.4796116504854,393.04637336504163,202.68014268727705,0.0,186.3261892411235,0.2285522837208373,0.0
round1,interaction_23,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_23/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_23/rounds/round_01/contact_masks/left_foot.png,496,647,815.2453618389987,126324,126324,126324,126324,198.35872834932397,500.1877790443621,198.35872834932397,500.1877790443621,1.0,0.0,0.0,1.0
round1,interaction_23,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_23/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_23/rounds/round_01/contact_masks/right_foot.png,496,647,815.2453618389987,126324,126324,126324,126324,198.35872834932397,500.1877790443621,198.35872834932397,500.1877790443621,1.0,0.0,0.0,1.0
round1,interaction_24,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_24/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_24/rounds/round_01/contact_masks/right_hand.png,588,1112,1257.890297283511,14091,511,0,14602,433.9104392874885,81.66439571357604,389.71232876712327,6.741682974559687,0.0,86.98784890858943,0.06915376412112,0.0
round1,interaction_24,object,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_24/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_24/rounds/round_01/contact_masks/left_foot.png,588,1112,1257.890297283511,4625,1645,1041,5229,127.34464864864864,845.233945945946,112.3629179331307,834.9434650455927,0.6328267477203647,18.175429909436225,0.014449137535035565,0.19908204245553643
round1,interaction_24,object,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_24/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_24/rounds/round_01/contact_masks/right_foot.png,588,1112,1257.890297283511,3700,2015,0,5715,133.50135135135136,898.9832432432432,77.82183622828784,970.9612903225807,0.0,91.00026189904497,0.07234355976476284,0.0
round1,interaction_26,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_26/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_26/rounds/round_01/contact_masks/left_hand.png,310,735,797.699818227383,416,380,0,796,208.5216346153846,142.02644230769232,74.38157894736842,124.94736842105263,0.0,135.222961435711,0.16951609909627172,0.0
round1,interaction_26,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_26/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_26/rounds/round_01/contact_masks/right_hand.png,310,735,797.699818227383,392,320,0,712,83.41581632653062,133.2780612244898,232.3875,136.509375,0.0,149.0067244295506,0.18679548499919107,0.0
round1,interaction_27,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_27/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_27/rounds/round_01/contact_masks/left_hand.png,395,891,974.6312123054545,761,775,242,1294,314.54402102496715,259.1366622864652,305.3148387096774,262.04129032258066,0.31225806451612903,9.675467442818707,0.009927311295450658,0.18701700154559506
round1,interaction_27,object,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_27/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_27/rounds/round_01/contact_masks/left_foot.png,395,891,974.6312123054545,2513,407,0,2920,239.67966573816156,568.5654596100278,267.4938574938575,510.78132678132675,0.0,64.12983135630087,0.06579907409758004,0.0
round1,interaction_27,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_27/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_27/rounds/round_01/contact_masks/right_foot.png,395,891,974.6312123054545,31285,31285,31285,31285,94.13792552341377,713.8075435512226,94.13792552341377,713.8075435512226,1.0,0.0,0.0,1.0
round1,interaction_28,object,left hand,empty_prediction_miss,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_28/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_28/rounds/round_01/contact_masks/left_hand.png,639,839,1054.628844665269,354,0,0,354,122.2542372881356,392.9406779661017,,,0.0,1054.628844665269,1.0,0.0
round1,interaction_28,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_28/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_28/rounds/round_01/contact_masks/right_hand.png,639,839,1054.628844665269,345,251,135,461,326.8753623188406,362.6057971014493,341.77290836653384,369.9601593625498,0.5378486055776892,16.613955655130425,0.015753367394766796,0.2928416485900217
round1,interaction_28,object,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_28/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_28/rounds/round_01/contact_masks/left_foot.png,639,839,1054.628844665269,9523,809,767,9565,311.15142287094403,695.8749343694215,274.66501854140915,686.4993819530284,0.9480840543881335,37.67172260477127,0.03572036057550462,0.08018818609513853
round1,interaction_30,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_30/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_30/rounds/round_01/contact_masks/left_hand.png,418,1057,1136.6499021246605,2356,1212,1000,2568,87.48217317487267,460.28777589134125,81.60808580858085,462.2747524752475,0.8250825082508251,6.201046551334776,0.005455546637309862,0.3894080996884735
round1,interaction_30,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_30/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_30/rounds/round_01/contact_masks/right_hand.png,418,1057,1136.6499021246605,957,1010,0,1967,151.6123301985371,390.32497387669804,71.52277227722772,328.1851485148515,0.0,101.36910369551246,0.08918234498241742,0.0
round1,interaction_30,object,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_30/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_30/rounds/round_01/contact_masks/left_foot.png,418,1057,1136.6499021246605,1636,819,0,2455,197.16503667481663,861.0531784841075,186.04151404151403,720.984126984127,0.0,140.51004214602528,0.12361769607632012,0.0
round1,interaction_30,object,right foot,empty_prediction_miss,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_30/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_30/rounds/round_01/contact_masks/right_foot.png,418,1057,1136.6499021246605,1306,0,0,1306,180.46324655436447,727.7343032159265,,,0.0,1136.6499021246605,1.0,0.0
final,interaction_02,object,hips,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_02/contact_masks_gt/hips.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_02/contact_masks/hips.png,1080,720,1297.9984591670361,2971,1913,1913,2971,543.0905419050824,345.7081790642881,542.752221641401,342.1740721380031,1.0,3.5502637039004776,0.002735183296117922,0.6438909458094918
final,interaction_02,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_02/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_02/contact_masks/left_hand.png,1080,720,1297.9984591670361,195,571,0,766,599.3435897435897,364.22564102564104,488.96497373029774,359.58844133099825,0.0,110.475981525478,0.0851125675421631,0.0
final,interaction_02,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_02/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_02/contact_masks/right_hand.png,1080,720,1297.9984591670361,201,654,0,855,485.6865671641791,352.2686567164179,591.4250764525993,369.434250764526,0.0,107.12277986293006,0.08252920418077685,0.0
final,interaction_02,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_02/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_02/contact_masks/left_foot.png,1080,720,1297.9984591670361,247614,247614,247614,247614,538.9427253709403,582.3889158125146,538.9427253709403,582.3889158125146,1.0,0.0,0.0,1.0
final,interaction_02,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_02/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_02/contact_masks/right_foot.png,1080,720,1297.9984591670361,247614,247614,247614,247614,538.9427253709403,582.3889158125146,538.9427253709403,582.3889158125146,1.0,0.0,0.0,1.0
final,interaction_03,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_03/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_03/contact_masks/left_hand.png,508,765,918.3076826423702,468,948,0,1416,309.0021367521368,401.9423076923077,269.95147679324896,403.34915611814347,0.0,39.075993470645905,0.04255217963352685,0.0
final,interaction_03,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_03/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_03/contact_masks/right_hand.png,508,765,918.3076826423702,447,514,74,887,277.8456375838926,400.8680089485459,298.78210116731515,400.12451361867704,0.14396887159533073,20.94966092053796,0.02281333513431651,0.0834272829763247
final,interaction_03,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_03/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_03/contact_masks/left_foot.png,508,765,918.3076826423702,123265,123341,123239,123367,253.35888532835762,639.052861720683,253.36750147963775,638.967739843199,0.9991730243795656,0.08555683543293134,9.316794038654577e-05,0.9989624453865297
final,interaction_03,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_03/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_03/contact_masks/right_foot.png,508,765,918.3076826423702,123265,123341,123239,123367,253.35888532835762,639.052861720683,253.36750147963775,638.967739843199,0.9991730243795656,0.08555683543293134,9.316794038654577e-05,0.9989624453865297
final,interaction_04,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_04/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_04/contact_masks/left_hand.png,1071,714,1287.1818053406441,158,87,76,169,432.93037974683546,273.9873417721519,432.7586206896552,275.8965517241379,0.8735632183908046,1.9169203985783523,0.0014892382650413957,0.44970414201183434
final,interaction_04,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_04/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_04/contact_masks/left_foot.png,1071,714,1287.1818053406441,124662,124662,124662,124662,399.11932264844137,612.6777847299097,399.11932264844137,612.6777847299097,1.0,0.0,0.0,1.0
final,interaction_04,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_04/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_04/contact_masks/right_foot.png,1071,714,1287.1818053406441,124662,124662,124662,124662,399.11932264844137,612.6777847299097,399.11932264844137,612.6777847299097,1.0,0.0,0.0,1.0
final,interaction_05,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_05/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_05/contact_masks/right_hand.png,436,894,994.6516978319597,135,59,51,143,85.22222222222223,375.162962962963,85.96610169491525,375.59322033898303,0.864406779661017,0.859347473094389,0.0008639682362856333,0.35664335664335667
final,interaction_05,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_05/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_05/contact_masks/left_foot.png,436,894,994.6516978319597,116249,116249,116249,116249,223.46890725941728,756.4031518550697,223.46890725941728,756.4031518550697,1.0,0.0,0.0,1.0
final,interaction_05,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_05/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_05/contact_masks/right_foot.png,436,894,994.6516978319597,116249,116249,116249,116249,223.46890725941728,756.4031518550697,223.46890725941728,756.4031518550697,1.0,0.0,0.0,1.0
final,interaction_06,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_06/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_06/contact_masks/right_hand.png,1113,742,1337.65952319714,2138,776,730,2184,756.8578110383536,552.1244153414406,765.9381443298969,547.8505154639175,0.9407216494845361,10.035869312052691,0.007502558863458737,0.3342490842490842
final,interaction_06,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_06/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_06/contact_masks/left_foot.png,1113,742,1337.65952319714,151186,151186,151186,151186,373.6624621327372,627.5894857989497,373.6624621327372,627.5894857989497,1.0,0.0,0.0,1.0
final,interaction_06,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_06/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_06/contact_masks/right_foot.png,1113,742,1337.65952319714,151186,151186,151186,151186,373.6624621327372,627.5894857989497,373.6624621327372,627.5894857989497,1.0,0.0,0.0,1.0
final,interaction_07,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_07/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_07/contact_masks/right_hand.png,756,504,908.5989214169254,462,187,178,471,314.8484848484849,175.63419913419912,319.3903743315508,162.52941176470588,0.9518716577540107,13.869542605147952,0.015264757945693937,0.37791932059447986
final,interaction_07,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_07/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_07/contact_masks/left_foot.png,756,504,908.5989214169254,46643,46643,46643,46643,342.74821516626287,437.9113693373068,342.74821516626287,437.9113693373068,1.0,0.0,0.0,1.0
final,interaction_07,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_07/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_07/contact_masks/right_foot.png,756,504,908.5989214169254,46643,46643,46643,46643,342.74821516626287,437.9113693373068,342.74821516626287,437.9113693373068,1.0,0.0,0.0,1.0
final,interaction_08,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_08/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_08/contact_masks/left_hand.png,1104,736,1326.842869370748,543,164,47,660,629.2394106813996,268.9300184162063,612.969512195122,274.8719512195122,0.2865853658536585,17.320974631722702,0.013054277210636955,0.07121212121212121
final,interaction_08,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_08/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_08/contact_masks/right_hand.png,1104,736,1326.842869370748,851,161,0,1012,652.4042303172738,322.6462984723854,668.7391304347826,279.14906832298135,0.0,46.46329726266976,0.03501793493053542,0.0
final,interaction_08,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_08/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_08/contact_masks/left_foot.png,1104,736,1326.842869370748,132174,132174,132174,132174,645.4181911722427,653.4835217213673,645.4181911722427,653.4835217213673,1.0,0.0,0.0,1.0
final,interaction_08,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_08/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_08/contact_masks/right_foot.png,1104,736,1326.842869370748,132174,132174,132174,132174,645.4181911722427,653.4835217213673,645.4181911722427,653.4835217213673,1.0,0.0,0.0,1.0
final,interaction_09,object,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_09/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_09/contact_masks/left_foot.png,708,472,850.9101010095014,1035,197,195,1037,346.72657004830916,373.22028985507245,339.5786802030457,379.21319796954316,0.9898477157360406,9.32776912817366,0.010962108825723653,0.1880424300867888
final,interaction_09,object,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_09/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_09/contact_masks/right_foot.png,708,472,850.9101010095014,1535,196,196,1535,382.98762214983714,378.1511400651466,376.67857142857144,369.33673469387753,1.0,10.839643123856062,0.012738881711471216,0.1276872964169381
final,interaction_09,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_09/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_09/contact_masks/right_hand.png,708,472,850.9101010095014,374,75,75,374,385.77272727272725,192.05882352941177,379.97333333333336,194.86666666666667,1.0,6.443365048459392,0.0075723217303627285,0.20053475935828877
final,interaction_10,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_10/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_10/contact_masks/left_hand.png,1050,700,1261.9429464123962,192,257,187,262,442.5104166666667,319.0364583333333,442.0,318.3657587548638,0.7276264591439688,0.8428304089022348,0.0006678831331466569,0.7137404580152672
final,interaction_10,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_10/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_10/contact_masks/right_hand.png,1050,700,1261.9429464123962,178,253,139,292,443.7191011235955,299.9438202247191,444.54150197628456,295.22529644268775,0.549407114624506,4.789656547613737,0.003795462038303991,0.476027397260274
final,interaction_10,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_10/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_10/contact_masks/left_foot.png,1050,700,1261.9429464123962,72871,72871,72871,72871,630.1106064140741,630.8910952230655,630.1106064140741,630.8910952230655,1.0,0.0,0.0,1.0
final,interaction_10,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_10/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_10/contact_masks/right_foot.png,1050,700,1261.9429464123962,72871,72871,72871,72871,630.1106064140741,630.8910952230655,630.1106064140741,630.8910952230655,1.0,0.0,0.0,1.0
final,interaction_11,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_11/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_11/contact_masks/left_hand.png,1104,736,1326.842869370748,605,345,226,724,520.5619834710744,381.87438016528927,515.4927536231884,391.52463768115945,0.6550724637681159,10.900667932439173,0.008215492718899554,0.31215469613259667
final,interaction_11,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_11/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_11/contact_masks/right_hand.png,1104,736,1326.842869370748,557,352,229,680,626.294434470377,393.1436265709156,631.0681818181819,402.22159090909093,0.6505681818181818,10.256612514171358,0.007730088280186132,0.33676470588235297
final,interaction_11,floor,left foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_11/contact_masks_gt/left_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_11/contact_masks/left_foot.png,1104,736,1326.842869370748,237859,237859,237859,237859,569.3955032182932,602.9837718984777,569.3955032182932,602.9837718984777,1.0,0.0,0.0,1.0
final,interaction_11,floor,right foot,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_11/contact_masks_gt/right_foot.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_11/contact_masks/right_foot.png,1104,736,1326.842869370748,237859,237859,237859,237859,569.3955032182932,602.9837718984777,569.3955032182932,602.9837718984777,1.0,0.0,0.0,1.0
final,interaction_14,object,hips,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_14/contact_masks_gt/hips.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_14/contact_masks/hips.png,1149,766,1380.926138502708,1063,1063,1063,1063,696.3226716839134,437.5757290686736,696.3226716839134,437.5757290686736,1.0,0.0,0.0,1.0
final,interaction_14,object,left hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_14/contact_masks_gt/left_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_14/contact_masks/left_hand.png,1149,766,1380.926138502708,882,882,882,882,425.3299319727891,454.47392290249434,425.3299319727891,454.47392290249434,1.0,0.0,0.0,1.0
final,interaction_14,object,right hand,ok,/my_workspace/4DHHOI/4DHSI/00_Annotate_GT_Contact/output/interaction_14/contact_masks_gt/right_hand.png,/my_workspace/4DHHOI/4DHSI/03_Estimate_Contact_Agentic/output/interaction_14/contact_masks/right_hand.png,1149,766,1380.926138502708,494,494,494,494,511.47165991902835,448.7874493927126,511.47165991902835,448.7874493927126,1.0,0.0,0.0,1.0
