iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,16.568716049194336,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,0.0,0.0,60.0,0.02421555109322071,1.4529330655932426,50.0,0.05091092362999916,2.545546181499958,800.0,0.015712795779109,12.570236623287201,0.0,0.0,0.0,700000,700000,3977,10475,10400,2176
2,rigid,16.447158813476562,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,2.521856572457182e-07,2.521856572457182e-07,60.0,0.023668617010116577,1.4201170206069946,50.0,0.05002789571881294,2.501394785940647,800.0,0.015657057985663414,12.525646388530731,0.0,0.0,0.0,700000,700000,3934,10475,10395,2157
3,rigid,16.359506607055664,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,1.0040341749117943e-06,1.0040341749117943e-06,60.0,0.023441698402166367,1.406501904129982,50.0,0.04937351495027542,2.468675747513771,800.0,0.015605408698320389,12.484326958656311,0.0,0.0,0.0,700000,700000,3870,10475,10389,2128
4,rigid,16.27579116821289,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,60.0,0.023301491513848305,1.3980894908308983,50.0,0.048619531095027924,2.430976554751396,800.0,0.015558402985334396,12.446722388267517,0.0,0.0,0.0,700000,700000,3825,10475,10393,2103
5,rigid,16.182798385620117,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,60.0,0.02306276001036167,1.3837656006217003,50.0,0.04772495478391647,2.3862477391958237,800.0,0.015515976585447788,12.41278126835823,0.0,0.0,0.0,700000,700000,3773,10475,10390,2084
6,rigid,16.084869384765625,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,60.0,0.022691717371344566,1.361503042280674,50.0,0.04682675376534462,2.341337688267231,800.0,0.015477526932954788,12.38202154636383,0.0,0.0,0.0,700000,700000,3659,10475,10390,2065
7,rigid,16.014366149902344,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,9.050421795109287e-06,9.050421795109287e-06,60.0,0.0226520337164402,1.359122022986412,50.0,0.04602073132991791,2.3010365664958954,800.0,0.015442749485373497,12.354199588298798,0.0,0.0,0.0,700000,700000,3613,10475,10379,2042
8,rigid,15.966903686523438,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,1.235709623870207e-05,1.235709623870207e-05,60.0,0.02270115725696087,1.3620694354176521,50.0,0.045507870614528656,2.275393530726433,800.0,0.015411784872412682,12.329427897930145,0.0,0.0,0.0,700000,700000,3531,10475,10380,2006
9,rigid,15.885400772094727,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,1.6215388313867152e-05,1.6215388313867152e-05,60.0,0.022254230454564095,1.3352538272738457,50.0,0.04482904076576233,2.2414520382881165,800.0,0.015385848470032215,12.308678776025772,0.0,0.0,0.0,700000,700000,3468,10475,10376,1977
10,rigid,15.822000503540039,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,2.0554505681502633e-05,2.0554505681502633e-05,60.0,0.021962055936455727,1.3177233561873436,50.0,0.044254086911678314,2.2127043455839157,800.0,0.015364439226686954,12.291551381349564,0.0,0.0,0.0,700000,700000,3419,10475,10382,1944
11,rigid,15.782949447631836,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,2.5431125322938897e-05,2.5431125322938897e-05,60.0,0.021927082911133766,1.315624974668026,50.0,0.0438196174800396,2.19098087400198,800.0,0.015345397405326366,12.276317924261093,0.0,0.0,0.0,700000,700000,3328,10475,10383,1906
12,rigid,15.725610733032227,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,3.093067789450288e-05,3.093067789450288e-05,60.0,0.02153797820210457,1.292278692126274,50.0,0.04339425638318062,2.169712819159031,800.0,0.015329485759139061,12.263588607311249,0.0,0.0,0.0,700000,700000,3262,10475,10394,1868
13,rigid,15.644856452941895,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,3.6911089409841225e-05,3.6911089409841225e-05,60.0,0.02107403427362442,1.2644420564174652,50.0,0.04253310337662697,2.1266551688313484,800.0,0.015317153185606003,12.253722548484802,0.0,0.0,0.0,700000,700000,3244,10475,10395,1849
14,rigid,15.583210945129395,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,4.354351040092297e-05,4.354351040092297e-05,60.0,0.020708484575152397,1.2425090745091438,50.0,0.04191246256232262,2.095623128116131,800.0,0.015306293964385986,12.245035171508789,0.0,0.0,0.0,700000,700000,3168,10475,10399,1820
15,rigid,15.549221992492676,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,5.069019243819639e-05,5.069019243819639e-05,60.0,0.02068822644650936,1.2412935867905617,50.0,0.04145226627588272,2.072613313794136,800.0,0.015294081531465054,12.235265225172043,0.0,0.0,0.0,700000,700000,3126,10475,10398,1786
16,rigid,15.51827335357666,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,5.841553138452582e-05,5.841553138452582e-05,60.0,0.02071433886885643,1.2428603321313858,50.0,0.041008856147527695,2.0504428073763847,800.0,0.015281139872968197,12.224911898374557,0.0,0.0,0.0,700000,700000,3051,10475,10398,1753
17,rigid,15.485954284667969,10.0,3.5388358909926865e-16,3.5388358909926865e-15,250.0,0.0,0.0,1.0,6.68035791022703e-05,6.68035791022703e-05,60.0,0.020529992878437042,1.2317995727062225,50.0,0.04092882573604584,2.046441286802292,800.0,0.015259558334946632,12.207646667957306,0.0,0.0,0.0,700000,700000,3018,10475,10402,1709
