final_iter,final_total_loss,total_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
2000,0.3673042356967926,0.3673042356967926,20.0,0.0003834783274214715,0.0076695665484294295,50.0,0.001044976874254644,0.052248843712732196,1.0,0.00012835930101573467,0.00012835930101573467,10.0,0.010410597547888756,0.10410597547888756,500.0,0.00030723196687176824,0.15361598343588412,0.001,49.53550720214844,0.049535507202148436,700000,700000,1598
