iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,4.457727432250977,20.0,1.1888638927888507e-15,2.3777277855777015e-14,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.017172114923596382,0.0,500.0,0.00891545508056879,4.457727540284395,0.0,0.0,0.0,700000,700000,467
2,rigid,4.322872161865234,20.0,1.7598316617295495e-06,3.519663323459099e-05,10.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,0.01001001001001001,0.01744033396244049,0.00017457791754194686,500.0,0.008645324967801571,4.3226624839007854,0.0,0.0,0.0,700000,700000,451
3,rigid,4.1914286613464355,20.0,7.033227575448109e-06,0.00014066455150896218,10.0,0.0,0.0,1.0,9.946508043867652e-07,9.946508043867652e-07,0.02002002002002002,0.018210094422101974,0.00036456645489693645,500.0,0.008381844498217106,4.190922249108553,0.0,0.0,0.0,700000,700000,437
4,rigid,4.063546180725098,20.0,1.580781099619344e-05,0.0003161562199238688,10.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.03003003003003003,0.017644459381699562,0.000529863645096083,500.0,0.008125395514070988,4.062697757035494,0.0,0.0,0.0,700000,700000,430
5,rigid,3.939802646636963,20.0,2.8071566703147255e-05,0.0005614313340629451,10.0,0.0,0.0,1.0,3.98797010348062e-06,3.98797010348062e-06,0.04004004004004004,0.01795095019042492,0.0007187567643813782,500.0,0.007877036929130554,3.938518464565277,0.0,0.0,0.0,700000,700000,420
6,rigid,3.821140766143799,20.0,4.3811884097522125e-05,0.0008762376819504425,10.0,0.0,0.0,1.0,6.222419870027807e-06,6.222419870027807e-06,0.05005005005005005,0.01805839315056801,0.0009038234810094099,500.0,0.007638709153980017,3.8193545769900084,0.0,0.0,0.0,700000,700000,419
7,rigid,3.7050070762634277,20.0,6.301710527623072e-05,0.0012603421055246145,10.0,0.0,0.0,1.0,8.965905180957634e-06,8.965905180957634e-06,0.06006006006006006,0.017120443284511566,0.0010282548519226166,500.0,0.007405418902635574,3.702709451317787,0.0,0.0,0.0,700000,700000,434
8,rigid,3.593468189239502,20.0,8.568428893340752e-05,0.0017136857786681503,10.0,0.0,0.0,1.0,1.222546325152507e-05,1.222546325152507e-05,0.07007007007007007,0.018290922045707703,0.0012816461893889282,500.0,0.007180921267718077,3.5904606338590384,0.0,0.0,0.0,700000,700000,409
9,rigid,3.4854302406311035,20.0,0.00011179590364918113,0.0022359180729836226,10.0,0.0,0.0,1.0,1.595188041392248e-05,1.595188041392248e-05,0.08008008008008008,0.01768333651125431,0.0014160830039042492,500.0,0.006963524501770735,3.4817622508853674,0.0,0.0,0.0,700000,700000,419
10,rigid,3.381563901901245,20.0,0.0001413191930623725,0.00282638386124745,10.0,0.0,0.0,1.0,2.0173283701296896e-05,2.0173283701296896e-05,0.09009009009009009,0.017255935817956924,0.0015545888124285517,500.0,0.006754325237125158,3.377162618562579,0.0,0.0,0.0,700000,700000,434
11,rigid,3.2830162048339844,20.0,0.00017424293037038296,0.0034848586074076593,10.0,0.0,0.0,1.0,2.498342473700177e-05,2.498342473700177e-05,0.1001001001001001,0.017637597396969795,0.0017655252649619415,500.0,0.006555481813848019,3.2777409069240093,0.0,0.0,0.0,700000,700000,412
12,rigid,3.1895837783813477,20.0,0.00021052264492027462,0.004210452898405492,10.0,0.0,0.0,1.0,3.025575824722182e-05,3.025575824722182e-05,0.11011011011011011,0.017173126339912415,0.0018909348322225883,500.0,0.006366904359310865,3.1834521796554327,0.0,0.0,0.0,700000,700000,416
13,rigid,3.100902557373047,20.0,0.00025008205557242036,0.005001641111448407,10.0,0.0,0.0,1.0,3.608882616390474e-05,3.608882616390474e-05,0.12012012012012012,0.017198016867041588,0.0020658278518968873,500.0,0.006187598221004009,3.0937991105020046,0.0,0.0,0.0,700000,700000,416
14,rigid,3.017157793045044,20.0,0.00029289815574884415,0.005857963114976883,10.0,0.0,0.0,1.0,4.2374609620310366e-05,4.2374609620310366e-05,0.13013013013013014,0.017055856063961983,0.002219480769084142,500.0,0.006018076092004776,3.009038046002388,0.0,0.0,0.0,700000,700000,412
15,rigid,2.9396276473999023,20.0,0.00033890100894495845,0.006778020178899169,10.0,0.0,0.0,1.0,4.926353722112253e-05,4.926353722112253e-05,0.14014014014014015,0.01756324991583824,0.002461316304521876,500.0,0.005860678385943174,2.930339192971587,0.0,0.0,0.0,700000,700000,404
16,rigid,2.867238998413086,20.0,0.00038794230204075575,0.007758846040815115,10.0,0.0,0.0,1.0,5.6671080528758466e-05,5.6671080528758466e-05,0.15015015015015015,0.017780538648366928,0.002669750547802842,500.0,0.005713507533073425,2.8567537665367126,0.0,0.0,0.0,700000,700000,390
17,rigid,2.799769639968872,20.0,0.0004399821627885103,0.008799643255770206,10.0,0.0,0.0,1.0,6.474820838775486e-05,6.474820838775486e-05,0.16016016016016016,0.01653868705034256,0.002648838766821631,500.0,0.005576512776315212,2.788256388157606,0.0,0.0,0.0,700000,700000,421
18,rigid,2.738792657852173,20.0,0.0004948672722093761,0.009897345444187522,10.0,0.0,0.0,1.0,7.344366167671978e-05,7.344366167671978e-05,0.17017017017017017,0.01730947382748127,0.0029455561067785944,500.0,0.005451752804219723,2.7258764021098614,0.0,0.0,0.0,700000,700000,398
