iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
0,62.10189437866211,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.00017182339797727764,0.1718233972787857,1000.0,6.0164624301251024e-05,0.06016462296247482,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.006672344170510769,0.13344688713550568,1000.0,0.06157612055540085,61.57612228393555,10000.0,1.603342388989404e-05,0.1603342443704605
25,58.3227424621582,20.0,2.9585796710307477e-06,5.9171594330109656e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9.356319787912071e-05,0.09356319904327393,1000.0,1.6927604519878514e-05,0.016927603632211685,50.125,1.916513792821206e-05,0.000960652541834861,100.0,6.312850473477738e-07,6.312850746326149e-05,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.006411373615264893,0.12822747230529785,1000.0,0.05794721469283104,57.94721603393555,10000.0,1.3572748684964608e-05,0.13572748005390167
50,54.93212890625,20.0,1.1663352779578418e-05,0.00023326705559156835,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.658053073100746e-05,0.07658053189516068,1000.0,1.542786594654899e-05,0.015427866019308567,50.25,7.840804755687714e-05,0.003940004389733076,100.0,1.172197585219692e-06,0.00011721975897671655,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0063949222676455975,0.1278984397649765,1000.0,0.05458066612482071,54.580665588378906,10000.0,1.2726477507385425e-05,0.12726476788520813
75,51.92253112792969,20.0,2.3535092623205855e-05,0.0004707018379122019,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.003929204074666e-05,0.0700392946600914,1000.0,1.980075830942951e-05,0.019800757989287376,50.375,0.00017729171668179333,0.008931070566177368,100.0,1.6652002159389667e-06,0.00016652002523187548,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00346993375569582,0.0693986713886261,1000.0,0.05163469538092613,51.63469696044922,10000.0,1.190253078675596e-05,0.11902530491352081
100,49.17100143432617,20.0,3.7327976315282285e-05,0.0007465595263056457,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.432434020098299e-05,0.06432434171438217,1000.0,2.1169038518564776e-05,0.021169038489460945,50.5,0.00031912524718791246,0.01611582562327385,100.0,2.155981519535999e-06,0.00021559814922511578,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0035268107894808054,0.07053621858358383,1000.0,0.04888566955924034,48.88566970825195,10000.0,1.1222515240660869e-05,0.11222515255212784
125,46.5703239440918,20.0,5.2805437007918954e-05,0.001056108740158379,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.8426845498615876e-05,0.05842684581875801,1000.0,2.4229368136730045e-05,0.024229368194937706,50.625,0.0005037005757912993,0.025499841198325157,100.0,2.683002094272524e-06,0.0002683002094272524,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.003667181823402643,0.07334363460540771,1000.0,0.04628048464655876,46.28048324584961,10000.0,1.070176949724555e-05,0.10701769590377808
150,44.1096076965332,20.0,6.989457324380055e-05,0.0013978914357721806,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.330950443749316e-05,0.05330950394272804,1000.0,2.797071465465706e-05,0.02797071449458599,50.75,0.0007285597384907305,0.036974407732486725,100.0,3.256771833548555e-06,0.0003256771888118237,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0036550252698361874,0.0731005072593689,1000.0,0.0438137911260128,43.81378936767578,10000.0,1.0274146916344762e-05,0.10274147242307663
175,41.778629302978516,20.0,8.832690218696371e-05,0.0017665380146354437,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.883493602392264e-05,0.04883493483066559,1000.0,2.952290560642723e-05,0.029522905126214027,50.875,0.000993239227682352,0.050531044602394104,100.0,3.8886337279109284e-06,0.00038886338006705046,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0036552599631249905,0.07310520112514496,1000.0,0.04147486761212349,41.47486877441406,10000.0,9.96093967842171e-06,0.09960939735174179
200,39.55841827392578,20.0,0.00010890939302043989,0.0021781879477202892,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.474152228794992e-05,0.04474152252078056,1000.0,3.0500810680678114e-05,0.030500810593366623,51.0,0.0012971628457307816,0.06615530699491501,100.0,4.585853275784757e-06,0.0004585853312164545,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0036457013338804245,0.07291402667760849,1000.0,0.039244234561920166,39.24423599243164,10000.0,9.723273251438513e-06,0.09723272919654846
225,37.43745803833008,20.0,0.00013204029528424144,0.0026408059056848288,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.079699647263624e-05,0.04079699516296387,1000.0,3.08514827338513e-05,0.03085148334503174,51.125,0.0016391616081818938,0.08380213379859924,100.0,5.354389941203408e-06,0.0005354390013962984,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.003619297407567501,0.07238595187664032,1000.0,0.037110909819602966,37.11090850830078,10000.0,9.5534669526387e-06,0.09553466737270355
250,35.40562438964844,20.0,0.00015733623877167702,0.0031467247754335403,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.755891157197766e-05,0.037558913230895996,1000.0,3.0619255994679406e-05,0.03061925619840622,51.25,0.002019421197474003,0.10349533706903458,100.0,6.126505923020886e-06,0.0006126505904830992,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0036278050392866135,0.07255610078573227,1000.0,0.03506387025117874,35.06386947631836,10000.0,9.376555681228638e-06,0.09376555681228638
275,33.457298278808594,20.0,0.00018529602675698698,0.0037059206515550613,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.473326796665788e-05,0.03473326936364174,1000.0,3.084578565903939e-05,0.03084578551352024,51.375,0.00243635312654078,0.1251676380634308,100.0,6.8770818870689254e-06,0.0006877082050777972,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.003566138446331024,0.07132276892662048,1000.0,0.033098768442869186,33.09877014160156,10000.0,9.206349204760045e-06,0.09206349402666092
300,31.595531463623047,20.0,0.00021460912830661982,0.004292182624340057,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.221007500542328e-05,0.03221007436513901,1000.0,3.0494225939037278e-05,0.03049422614276409,51.5,0.0028893384151160717,0.14880092442035675,100.0,7.5869920692639425e-06,0.0007586991996504366,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.003715574275702238,0.07431148737668991,1000.0,0.031214021146297455,31.214021682739258,10000.0,9.064269761438482e-06,0.09064269810914993
325,29.807846069335938,20.0,0.000246142823016271,0.004922856576740742,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.9892618840676732e-05,0.02989261969923973,1000.0,3.085309435846284e-05,0.030853094533085823,51.625,0.0033772182650864124,0.1743488907814026,100.0,8.27629537525354e-06,0.0008276295266114175,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0037267340812832117,0.07453468441963196,1000.0,0.02940342389047146,29.403423309326172,10000.0,8.904269634513184e-06,0.08904269337654114
350,28.095478057861328,20.0,0.0002799992507789284,0.005599984899163246,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.7918258638237603e-05,0.02791825868189335,1000.0,3.086391370743513e-05,0.030863914638757706,51.75,0.003898644121363759,0.2017548382282257,100.0,8.975209311756771e-06,0.0008975209202617407,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0037753330543637276,0.07550665736198425,1000.0,0.02766525372862816,27.665254592895508,10000.0,8.768220141064376e-06,0.08768220245838165
375,26.44968032836914,20.0,0.0003170317504554987,0.006340635009109974,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.626334571687039e-05,0.026263345032930374,1000.0,3.034887049579993e-05,0.030348870903253555,51.875,0.004453209228813648,0.23101022839546204,100.0,9.602486898074858e-06,0.0009602486970834434,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.003705396316945553,0.07410793006420135,1000.0,0.025994298979640007,25.994298934936523,10000.0,8.634986443212256e-06,0.08634986728429794
400,24.872169494628906,20.0,0.0003567485837265849,0.007134971674531698,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.4620589101687074e-05,0.02462058886885643,1000.0,2.952011527668219e-05,0.02952011488378048,52.0,0.005038811359554529,0.26201820373535156,100.0,1.0217171620752197e-05,0.0010217172093689442,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.003613451961427927,0.07226903736591339,1000.0,0.02439035102725029,24.390350341796875,10000.0,8.523375981894787e-06,0.08523376286029816
425,23.361703872680664,20.0,0.0003994778380729258,0.007989556528627872,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.310031959495973e-05,0.023100320249795914,1000.0,2.8447902877815068e-05,0.02844790369272232,52.125,0.005655331537127495,0.29478415846824646,100.0,1.0804472367453855e-05,0.001080447225831449,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0035840454511344433,0.07168091088533401,1000.0,0.022850558161735535,22.850557327270508,10000.0,8.40632856125012e-06,0.08406328409910202
450,21.91743278503418,20.0,0.00044535117922350764,0.008907023817300797,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.16776297747856e-05,0.02167763002216816,1000.0,2.765674980764743e-05,0.02765674889087677,52.25,0.006301973480731249,0.3292781114578247,100.0,1.1368417290213984e-05,0.001136841718107462,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0035683903843164444,0.07136780768632889,1000.0,0.021374426782131195,21.374425888061523,10000.0,8.298316970467567e-06,0.08298316597938538
