frame_idx,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled,total_raw_local,total_scaled_local
0,20.0,4.653899304685183e-05,0.0009307798463851213,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0027139652520418167,0.054279305040836334,1000.0,0.0014605047181248665,1.4605047702789307,10000.0,0.0,0.0,0.004221009090542793,1.5157148838043213
1,20.0,4.6700926759513095e-05,0.0009340185206383467,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.51540285489682e-07,0.00025154027389362454,1000.0,6.2163246639102e-07,0.0006216324400156736,0.0,0.0,0.0,20.0,0.002779761329293251,0.05559522658586502,1000.0,0.0014598085545003414,1.459808588027954,10000.0,1.6906731161725475e-06,0.016906730830669403,0.004288834985345602,1.5341176986694336
2,20.0,4.688531771535054e-05,0.0009377063252031803,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.050183062849101e-07,0.0005050182808190584,1000.0,6.053798529137566e-07,0.000605379871558398,0.0,0.0,0.0,20.0,0.0026866700500249863,0.053733401000499725,1000.0,0.0014571801293641329,1.457180142402649,10000.0,3.990508048445918e-06,0.03990507870912552,0.0041958363726735115,1.5528666973114014
3,20.0,4.7035529860295355e-05,0.0009407105972059071,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.393376803411229e-07,0.00023933767806738615,1000.0,2.705849055928411e-06,0.0027058490086346865,0.0,0.0,0.0,20.0,0.002640346297994256,0.052806925028562546,1000.0,0.0014603473246097565,1.460347294807434,10000.0,1.6318443840646069e-06,0.016318444162607193,0.004152306355535984,1.5333585739135742
4,20.0,4.715583418146707e-05,0.0009431166690774262,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.969149927092076e-07,0.0004969150177203119,1000.0,7.252424438775051e-07,0.0007252424256876111,0.0,0.0,0.0,20.0,0.002689630724489689,0.05379261448979378,1000.0,0.001456761034205556,1.4567610025405884,10000.0,2.2742101464245934e-06,0.022742101922631264,0.004197044298052788,1.5354610681533813
5,20.0,4.705433821072802e-05,0.0009410867933183908,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.7188461849145824e-07,0.00047188461758196354,1000.0,2.5156150513794273e-06,0.002515614964067936,0.0,0.0,0.0,20.0,0.0028075608424842358,0.056151218712329865,1000.0,0.0014556683599948883,1.455668330192566,10000.0,1.4605971045966726e-06,0.014605971053242683,0.004314731806516647,1.5303541421890259
6,20.0,4.688378976425156e-05,0.0009376758243888617,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.31952275398362e-07,0.000631952250842005,1000.0,2.0260090423107613e-06,0.002026009140536189,0.0,0.0,0.0,20.0,0.002700700657442212,0.05401401221752167,1000.0,0.0014611412771046162,1.4611412286758423,10000.0,4.914733835903462e-06,0.049147337675094604,0.004216298460960388,1.5678982734680176
7,20.0,4.674763840739615e-05,0.0009349527535960078,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.136693062013364e-07,0.0005136692780070007,1000.0,2.867080411306233e-06,0.0028670805040746927,0.0,0.0,0.0,20.0,0.0026240264996886253,0.05248052999377251,1000.0,0.0014627124182879925,1.4627124071121216,10000.0,3.261286110500805e-06,0.03261286020278931,0.004140128847211599,1.5521214008331299
8,20.0,4.653775613405742e-05,0.0009307551081292331,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.771855633909581e-07,0.0002771855506580323,1000.0,1.9422100194788072e-06,0.0019422100158408284,0.0,0.0,0.0,20.0,0.002761745359748602,0.05523490905761719,1000.0,0.0014631124213337898,1.463112473487854,10000.0,1.968545802810695e-06,0.01968545839190483,0.004275583196431398,1.5411829948425293
9,20.0,4.6566030505346134e-05,0.0009313205955550075,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.269410290660744e-06,0.001269410247914493,1000.0,1.7366320435030502e-06,0.0017366320826113224,0.0,0.0,0.0,20.0,0.002946470631286502,0.05892941355705261,1000.0,0.0014682179316878319,1.4682179689407349,10000.0,1.1473344784462824e-05,0.11473345011472702,0.004475733730942011,1.6458182334899902
10,20.0,4.630712282960303e-05,0.0009261424420401454,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.003384325798834e-07,0.0007003384525887668,1000.0,2.2516612716572126e-06,0.0022516613826155663,0.0,0.0,0.0,20.0,0.0028662881813943386,0.05732576549053192,1000.0,0.001468710950575769,1.4687108993530273,10000.0,4.8235547183139715e-06,0.04823554679751396,0.004389082081615925,1.5781503915786743
11,20.0,4.6072338591329753e-05,0.0009214467718265951,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.643031499857898e-07,0.0005643031327053905,1000.0,2.704943653952796e-06,0.0027049437630921602,0.0,0.0,0.0,20.0,0.003045015735551715,0.06090031564235687,1000.0,0.001470419461838901,1.4704194068908691,10000.0,2.9898751563450787e-06,0.029898751527071,0.004567766562104225,1.5654091835021973
12,20.0,4.579695450956933e-05,0.0009159391047433019,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.418700309041014e-07,0.0006418700213544071,1000.0,4.049698418384651e-06,0.004049698356539011,0.0,0.0,0.0,20.0,0.0032580061815679073,0.0651601254940033,1000.0,0.0014748641988262534,1.4748642444610596,10000.0,4.752776021632599e-06,0.04752776026725769,0.0047881118953228,1.5931596755981445
