iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,74.1579360961914,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,60.0,0.012559815309941769,0.7535889185965061,0.0,0.0,0.0,800.0,0.0917554423213005,73.4043538570404,0.0,0.0,0.0,700000,700000,1025
2,rigid,73.74079895019531,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.012686454690992832,0.7611872814595699,0.0,0.0,0.0,800.0,0.09122452139854431,72.97961711883545,0.0,0.0,0.0,700000,700000,1071
3,rigid,73.3296890258789,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.012869146652519703,0.7721487991511822,0.0,0.0,0.0,800.0,0.09069693088531494,72.55754470825195,0.0,0.0,0.0,700000,700000,1102
4,rigid,72.84419250488281,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,60.0,0.011786073446273804,0.7071644067764282,0.0,0.0,0.0,800.0,0.09017127752304077,72.13702201843262,0.0,0.0,0.0,700000,700000,1120
5,rigid,72.46185302734375,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,60.0,0.012378363870084286,0.7427018322050571,0.0,0.0,0.0,800.0,0.08964893221855164,71.71914577484131,0.0,0.0,0.0,700000,700000,1118
6,rigid,72.02034759521484,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,60.0,0.011946340091526508,0.7167804054915905,0.0,0.0,0.0,800.0,0.08912944793701172,71.30355834960938,0.0,0.0,0.0,700000,700000,1136
7,rigid,71.59297943115234,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,60.0,0.011707720346748829,0.7024632208049297,0.0,0.0,0.0,800.0,0.08861313760280609,70.89051008224487,0.0,0.0,0.0,700000,700000,1138
8,rigid,71.18829345703125,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,1.224187872139737e-05,1.224187872139737e-05,60.0,0.011805307120084763,0.7083184272050858,0.0,0.0,0.0,800.0,0.08809995651245117,70.47996520996094,0.0,0.0,0.0,700000,700000,1145
9,rigid,70.7768783569336,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,1.602694646862801e-05,1.602694646862801e-05,60.0,0.01174456812441349,0.7046740874648094,0.0,0.0,0.0,800.0,0.08759023249149323,70.07218599319458,0.0,0.0,0.0,700000,700000,1139
10,rigid,70.34562683105469,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,2.0278821466490626e-05,2.0278821466490626e-05,60.0,0.011335635557770729,0.6801381334662437,0.0,0.0,0.0,800.0,0.08708183467388153,69.66546773910522,0.0,0.0,0.0,700000,700000,1140
11,rigid,69.97342681884766,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,2.507734825485386e-05,2.507734825485386e-05,60.0,0.011905279941856861,0.7143167965114117,0.0,0.0,0.0,800.0,0.08657386153936386,69.25908923149109,0.0,0.0,0.0,700000,700000,1123
