final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
2000,0.7166333198547363,0.7166333198547363,100.0,3.174601079081185e-05,0.003174601079081185,250.0,0.0003899918228853494,0.09749795572133735,1.0,0.00028435912099666893,0.00028435912099666893,60.0,0.0024699692148715258,0.14819815289229155,0.0,0.0,0.0,800.0,0.0005843478138558567,0.4674782510846853,0.0,0.0,0.0,700000,700000,287
