node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
human.left_hand,wooden door,0.001178655424155295,0.07274502515792847,0.027730753645300865,0.9987457142857142,0.0030608000233769417,0.008818565867841244
human.left_foot,floor,0.0006099826423451304,0.031776804476976395,0.01294997800141573,0.9987457142857142,0.0030608000233769417,0.008818565867841244
human.right_foot,floor,0.002436797833070159,0.029540063813328743,0.013164939358830452,0.9987457142857142,0.0030608000233769417,0.008818565867841244
