iter,total,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
1,15.496651649475098,500.0,1.871126914920751e-05,0.009355634574603755,0.0,0.0,0.0,500.0,0.024895137175917625,12.447568587958813,200.0,0.005630000494420528,1.1260000988841057
2,13.550396919250488,500.0,1.846792656579055e-05,0.009233963282895274,0.007503751875937969,0.0,0.0,500.0,0.024232234805822372,12.116117402911186,200.0,0.005477928556501865,1.095585711300373
3,13.52008056640625,500.0,1.8222530343336985e-05,0.009111265171668492,0.015007503751875938,0.0,0.0,500.0,0.0237644761800766,11.8822380900383,200.0,0.005395968444645405,1.079193688929081
4,12.94463062286377,500.0,1.8228511180495843e-05,0.009114255590247922,0.022511255627813906,0.0,0.0,500.0,0.023343103006482124,11.671551503241062,200.0,0.005328877363353968,1.0657754726707935
5,12.527743339538574,500.0,1.8039290807791986e-05,0.009019645403895993,0.030015007503751877,0.0,0.0,500.0,0.022591490298509598,11.295745149254799,200.0,0.005219247192144394,1.0438494384288788
6,12.123806953430176,500.0,1.7758165995473973e-05,0.008879082997736987,0.03751875937968985,0.0,0.0,500.0,0.021639499813318253,10.819749906659126,200.0,0.0050910660065710545,1.018213201314211
7,11.629826545715332,500.0,1.751274976413697e-05,0.008756374882068485,0.04502251125562781,0.0,0.0,500.0,0.020783208310604095,10.391604155302048,200.0,0.00499696284532547,0.999392569065094
8,11.172039985656738,500.0,1.7267182556679472e-05,0.008633591278339736,0.05252626313156578,0.0,0.0,500.0,0.01995515450835228,9.97757725417614,200.0,0.004922946449369192,0.9845892898738384
9,10.641597747802734,500.0,1.715050166239962e-05,0.00857525083119981,0.060030015007503754,0.0,0.0,500.0,0.019111022353172302,9.555511176586151,200.0,0.004827573895454407,0.9655147790908813
10,10.287280082702637,500.0,1.7179738279082812e-05,0.008589869139541406,0.06753376688344172,0.0,0.0,500.0,0.018307816237211227,9.153908118605614,200.0,0.004716917872428894,0.9433835744857788
11,9.960001945495605,500.0,1.7141679563792422e-05,0.008570839781896211,0.0750375187593797,0.0,0.0,500.0,0.01748952642083168,8.74476321041584,200.0,0.004600695334374905,0.9201390668749809
12,9.673233032226562,500.0,1.705496288195718e-05,0.00852748144097859,0.08254127063531766,0.0,0.0,500.0,0.016694124788045883,8.347062394022942,200.0,0.004485392011702061,0.8970784023404121
13,9.449918746948242,500.0,1.6875736037036404e-05,0.008437868018518202,0.09004502251125562,0.0,0.0,500.0,0.016003727912902832,8.001863956451416,200.0,0.004386538174003363,0.8773076348006725
14,9.122790336608887,500.0,1.663182229094673e-05,0.008315911145473365,0.0975487743871936,0.0,0.0,500.0,0.015437747351825237,7.718873675912619,200.0,0.004310292657464743,0.8620585314929485
15,9.042187690734863,500.0,1.6329042409779504e-05,0.008164521204889752,0.10505252626313157,0.0,0.0,500.0,0.014993539080023766,7.496769540011883,200.0,0.00424962630495429,0.8499252609908581
16,8.957486152648926,500.0,1.611595507711172e-05,0.00805797753855586,0.11255627813906953,0.0,0.0,500.0,0.014586111530661583,7.2930557653307915,200.0,0.004180031828582287,0.8360063657164574
17,8.468070030212402,500.0,1.5875668395892717e-05,0.007937834197946358,0.12006003001500751,0.0,0.0,500.0,0.014159335754811764,7.079667877405882,200.0,0.0041100154630839825,0.8220030926167965
18,8.206725120544434,500.0,1.5542027540504932e-05,0.007771013770252466,0.12756378189094547,0.0,0.0,500.0,0.013760633766651154,6.880316883325577,200.0,0.004045216366648674,0.8090432733297348
19,7.8364973068237305,500.0,1.5196041204035282e-05,0.007598020602017641,0.13506753376688344,0.0,0.0,500.0,0.013440283015370369,6.7201415076851845,200.0,0.003993355669081211,0.7986711338162422
20,7.55972957611084,500.0,1.4876949535391759e-05,0.0074384747676958796,0.1425712856428214,0.0,0.0,500.0,0.013166766613721848,6.583383306860924,200.0,0.003947332501411438,0.7894665002822876
21,7.402590751647949,500.0,1.458681799704209e-05,0.007293408998521045,0.1500750375187594,0.0,0.0,500.0,0.012834940105676651,6.4174700528383255,200.0,0.003888618666678667,0.7777237333357334
22,7.289485931396484,500.0,1.4382485460373573e-05,0.0071912427301867865,0.15757878939469736,0.0,0.0,500.0,0.012462221086025238,6.231110543012619,200.0,0.0038188325706869364,0.7637665141373873
23,7.122926712036133,500.0,1.4264252968132496e-05,0.007132126484066248,0.16508254127063532,0.0,0.0,500.0,0.012066293507814407,6.033146753907204,200.0,0.0037406161427497864,0.7481232285499573
24,6.940173625946045,500.0,1.4243093573895749e-05,0.007121546786947874,0.17258629314657328,0.0,0.0,500.0,0.011675714515149593,5.837857257574797,200.0,0.0036582571920007467,0.7316514384001493
25,6.8410515785217285,500.0,1.4311321137938648e-05,0.007155660568969324,0.18009004502251125,0.0,0.0,500.0,0.0113297700881958,5.6648850440979,200.0,0.0035783201456069946,0.7156640291213989
26,6.761962413787842,500.0,1.4359569831867702e-05,0.007179784915933851,0.1875937968984492,0.0,0.0,500.0,0.011069949716329575,5.534974858164787,200.0,0.003516336902976036,0.7032673805952072
27,6.6436848640441895,500.0,1.4337718312162906e-05,0.007168859156081453,0.1950975487743872,0.0,0.0,500.0,0.010890459641814232,5.445229820907116,200.0,0.0034693158231675625,0.6938631646335125
28,6.558037757873535,500.0,1.4273511624196544e-05,0.007136755812098272,0.20260130065032517,0.0,0.0,500.0,0.010714182630181313,5.357091315090656,200.0,0.0034203671384602785,0.6840734276920557
29,6.354861736297607,500.0,1.4228014151740354e-05,0.007114007075870177,0.21010505252626313,0.0,0.0,500.0,0.010515503585338593,5.257751792669296,200.0,0.0033650491386651993,0.6730098277330399
30,6.101558685302734,500.0,1.420382977812551e-05,0.007101914889062755,0.2176088044022011,0.0,0.0,500.0,0.0102970777079463,5.14853885397315,200.0,0.0033065355382859707,0.6613071076571941
31,5.910562038421631,500.0,1.4203989849193022e-05,0.007101994924596511,0.22511255627813906,0.0,0.0,500.0,0.010056434199213982,5.028217099606991,200.0,0.003245239146053791,0.6490478292107582
32,5.720515727996826,500.0,1.4198783901520073e-05,0.007099391950760037,0.23261630815407705,0.0,0.0,500.0,0.009847907349467278,4.923953674733639,200.0,0.0031917206943035126,0.6383441388607025
33,5.593153953552246,500.0,1.4203488717612345e-05,0.007101744358806172,0.24012006003001501,0.0,0.0,500.0,0.009658233262598515,4.829116631299257,200.0,0.0031439175363630056,0.6287835072726011
34,5.592347621917725,500.0,1.417562543792883e-05,0.007087812718964415,0.24762381190595298,0.0,0.0,500.0,0.009510068222880363,4.755034111440182,200.0,0.0031036941800266504,0.6207388360053301
