final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,1.2353050708770752,1.2353050708770752,500.0,2.7456120733404532e-05,0.013728060366702266,15.0,0.008987242355942726,0.1348086353391409,500.0,0.000990997301414609,0.4954986507073045,200.0,0.000922845327295363,0.1845690654590726
