View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4312,0.3224,0.2150,0.1395,0.0937,0.0659,0.0480,0.0360,0.0278,0.0223,0.0183,0.0153,0.0129,0.0111,0.0118,0.0106,0.0095,0.0102,0.0111,0.0130,0.0127,0.0125,0.0160,0.0217
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6149,0.7001,0.7598,0.8025,0.8341,0.8585,0.8777,0.8931,0.9052,0.9144,0.9217,0.9276,0.9327,0.9370,0.9506,0.9509,0.9508,0.9494,0.9485,0.9468,0.9462,0.9445,0.9432,0.9407
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6327,0.7235,0.7823,0.8224,0.8514,0.8734,0.8907,0.9043,0.9155,0.9248,0.9329,0.9398,0.9458,0.9500,0.9607,0.9607,0.9608,0.9582,0.9547,0.9477,0.9440,0.9439,0.9290,0.9022
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5890,0.6550,0.7008,0.7319,0.7522,0.7636,0.7652,0.7545,0.7262,0.6756,0.5926,0.4830,0.3504,0.2328,0.2566,0.2437,0.2242,0.2243,0.2427,0.2677,0.2797,0.2718,0.2758,0.2789
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3882,0.2575,0.1608,0.1044,0.0723,0.0527,0.0398,0.0307,0.0239,0.0189,0.0154,0.0127,0.0106,0.0090,0.0092,0.0082,0.0075,0.0065,0.0056,0.0049,0.0045,0.0043,0.0042,0.0041
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5562,0.5793,0.5679,0.5194,0.4330,0.3200,0.2122,0.1353,0.0872,0.0605,0.0453,0.0357,0.0289,0.0239,0.0261,0.0234,0.0206,0.0217,0.0241,0.0281,0.0285,0.0285,0.0325,0.0364
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3756,0.2625,0.1807,0.1276,0.0938,0.0714,0.0558,0.0445,0.0363,0.0302,0.0257,0.0221,0.0191,0.0168,0.0166,0.0150,0.0138,0.0135,0.0120,0.0107,0.0096,0.0096,0.0119,0.0161
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3915,0.2953,0.2207,0.1672,0.1295,0.1027,0.0830,0.0681,0.0567,0.0478,0.0406,0.0348,0.0301,0.0261,0.0253,0.0223,0.0200,0.0181,0.0170,0.0163,0.0158,0.0142,0.0132,0.0129
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6317,0.7150,0.7650,0.7960,0.8161,0.8300,0.8397,0.8463,0.8520,0.8547,0.8503,0.8373,0.8111,0.7810,0.8186,0.8184,0.8192,0.8321,0.8410,0.8565,0.8611,0.8628,0.8776,0.8911
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5740,0.6111,0.6150,0.5892,0.5330,0.4435,0.3286,0.2184,0.1353,0.0875,0.0621,0.0462,0.0358,0.0284,0.0305,0.0270,0.0250,0.0243,0.0209,0.0186,0.0171,0.0178,0.0255,0.0495
