node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
"person 1, left hand",target object 1,0.4205860665251985,0.5568257106499017,0.4867880207027102,1.0,0.0,0.0
"person 1, right hand",target object 1,0.4514525398709404,0.5648890666577615,0.49529341365560164,1.0,0.0,0.0
"person 1, left foot",target object 1,0.7627170043242956,0.8787390509342521,0.8154242805881121,1.0,0.0,0.0
"person 1, right foot",target object 1,0.25855134618762976,0.3724636841384487,0.3177261084552897,1.0,0.0,0.0
