node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
human.right_hand,bathroom faucet,0.0010860151378437877,0.09122774004936218,0.02516299858689308,0.9997728571428571,0.003912219312041998,0.011667135171592236
human.left_foot,floor,0.001193224685266614,0.04026435315608978,0.015803996473550797,0.9997728571428571,0.003912219312041998,0.011667135171592236
human.right_foot,floor,0.003541858633980155,0.03776168450713158,0.014080539345741272,0.9997728571428571,0.003912219312041998,0.011667135171592236
