frame_idx,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled,total_raw_local,total_scaled_local
0,20.0,0.00045926758321002126,0.009185351431369781,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0009452009107917547,0.01890401914715767,1000.0,0.001293881912715733,1.293881893157959,10000.0,0.0,0.0,0.0026983502320945263,1.3219712972640991
1,20.0,0.0004404789942782372,0.008809579536318779,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.6567931854515336e-07,0.00026567932218313217,1000.0,1.2186720255158434e-07,0.00012186720414320007,0.0,0.0,0.0,20.0,0.0009657366317696869,0.019314732402563095,1000.0,0.0012944294139742851,1.2944294214248657,10000.0,2.0821059365516703e-07,0.0020821059588342905,0.0027012405917048454,1.3250234127044678
2,20.0,0.00041808848618529737,0.00836176984012127,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.552416375096072e-07,0.0008552416111342609,1000.0,4.809512574865948e-07,0.0004809512465726584,0.0,0.0,0.0,20.0,0.0008960039122030139,0.017920078709721565,1000.0,0.0012959614396095276,1.2959613800048828,10000.0,6.212105745362351e-07,0.0062121059745550156,0.0026120112743228674,1.32979154586792
3,20.0,0.0003912812389899045,0.007825625129044056,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.2370870763334096e-06,0.0012370870681479573,1000.0,9.099098861042876e-07,0.000909909897018224,0.0,0.0,0.0,20.0,0.0008514565997757018,0.017029132694005966,1000.0,0.0012981768231838942,1.2981767654418945,10000.0,1.0249410706819617e-06,0.010249410755932331,0.0025440864264965057,1.3354278802871704
4,20.0,0.00036061814171262085,0.007212362717837095,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.1589910400289227e-06,0.0011589910136535764,1000.0,2.2152244127937593e-06,0.0022152243182063103,0.0,0.0,0.0,20.0,0.0009737647487781942,0.019475294277071953,1000.0,0.0013012434355914593,1.3012434244155884,10000.0,1.8395192000753013e-06,0.01839519292116165,0.002640840131789446,1.3497004508972168
5,20.0,0.00032885157270357013,0.006577031686902046,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.4202050806488842e-06,0.0014202051097527146,1000.0,2.0937027329637203e-06,0.0020937027875334024,0.0,0.0,0.0,20.0,0.0009522390901111066,0.0190447811037302,1000.0,0.0013071561697870493,1.3071562051773071,10000.0,2.8664762794505805e-06,0.028664762154221535,0.002594627207145095,1.3649566173553467
6,20.0,0.0002966979518532753,0.005933959037065506,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.310302064273856e-07,0.000831030192784965,1000.0,4.118051037949044e-06,0.004118050914257765,0.0,0.0,0.0,20.0,0.0010025149676948786,0.020050298422574997,1000.0,0.001313909306190908,1.3139092922210693,10000.0,4.344095032138284e-06,0.04344094917178154,0.0026224153116345406,1.388283610343933
7,20.0,0.00026550734764896333,0.0053101470693945885,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.770812663286051e-07,0.0005770812858827412,1000.0,4.39404266217025e-06,0.004394042771309614,0.0,0.0,0.0,20.0,0.0010103816166520119,0.020207632333040237,1000.0,0.0013223134446889162,1.3223134279251099,10000.0,5.482466804096475e-06,0.054824668914079666,0.0026086559519171715,1.407626986503601
8,20.0,0.0002397190546616912,0.004794381093233824,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.134659204486525e-07,0.000513465900439769,1000.0,6.658881829935126e-06,0.006658881902694702,0.0,0.0,0.0,20.0,0.0009663531091064215,0.019327063113451004,1000.0,0.0013314711395651102,1.3314710855484009,10000.0,6.304647286015097e-06,0.06304647028446198,0.002551020123064518,1.4258112907409668
9,20.0,0.0002182959287893027,0.004365918692201376,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.990679371985607e-07,0.0004990679444745183,1000.0,6.569685865542851e-06,0.006569685880094767,0.0,0.0,0.0,20.0,0.0010264575248584151,0.02052915096282959,1000.0,0.0013411424588412046,1.3411424160003662,10000.0,6.828122423030436e-06,0.06828122586011887,0.0025997927878051996,1.441387414932251
