final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
2000,0.5388950705528259,0.5388950705528259,1.0,0.00021046531037427485,0.00021046531037427485,0.0,0.008556056767702103,0.0,20.0,2.2538084522238933e-05,0.00045076169044477865,10.0,0.007809145841747522,0.07809145841747522,25.0,0.00021922728046774864,0.005480682011693716,15.0,0.0013447559904307127,0.02017133985646069,0.0,0.2944887578487396,0.0,500.0,0.0005172751261852682,0.2586375630926341,200.0,0.0005541403079405427,0.11082806158810854,1.0,0.06502470374107361,0.06502470374107361,0.0,0.0,0.0
