iter,total,mask_weight,mask_raw,mask_scaled,front_weight,front_raw,front_scaled,scale_reg_weight,scale_reg_raw,scale_reg_scaled,translation_reg_weight,translation_reg_raw,translation_reg_scaled,intersect_weight,intersect_raw,intersect_scaled,floor_intersect_weight,floor_intersect_raw,floor_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
1,163.25625610351562,0.1,0.001312409294769168,0.0001312409294769168,1.0,0.010632336139678955,0.010632336139678955,0.01,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.09828457236289978,0.0,1000.0,0.1569608449935913,156.9608449935913,1000.0,0.006284657400101423,6.284657400101423
2,161.70465087890625,0.1,0.0013020867481827736,0.00013020867481827736,1.0,0.010125718079507351,0.010125718079507351,0.01,1.0000001111620804e-06,1.0000001111620805e-08,0.5,2.999999651365215e-06,1.4999998256826075e-06,0.002500625156289072,0.0,0.0,0.002500625156289072,0.09857853502035141,0.000246507964542014,1000.0,0.15533052384853363,155.33052384853363,1000.0,0.006363634951412678,6.363634951412678
3,160.15000915527344,0.1,0.0012917960993945599,0.000129179609939456,1.0,0.009638318791985512,0.009638318791985512,0.01,3.989810920757009e-06,3.9898109207570085e-08,0.5,1.1997679393971339e-05,5.9988396969856694e-06,0.005001250312578144,0.0,0.0,0.005001250312578144,0.09886860847473145,0.0004944666590384168,1000.0,0.15371200442314148,153.71200442314148,1000.0,0.006427728105336428,6.427728105336428
4,158.61997985839844,0.1,0.0012815428199246526,0.00012815428199246527,1.0,0.009265136905014515,0.009265136905014515,0.01,8.960821105574723e-06,8.960821105574724e-08,0.5,2.699780998227652e-05,1.349890499113826e-05,0.007501875468867217,0.0,0.0,0.007501875468867217,0.09915570914745331,0.0007438537820514126,1000.0,0.15210478007793427,152.10478007793427,1000.0,0.006505047436803579,6.505047436803579
5,157.1166534423828,0.1,0.0012713116593658924,0.00012713116593658926,1.0,0.009155767038464546,0.009155767038464546,0.01,1.5877098121563904e-05,1.5877098121563905e-07,0.5,4.7995046770665795e-05,2.3997523385332897e-05,0.010002500625156289,0.0,0.0,0.010002500625156289,0.09943552315235138,0.0009946038824941374,1000.0,0.15051040053367615,150.51040053367615,1000.0,0.006595950573682785,6.595950573682785
6,155.64015197753906,0.1,0.0012610923731699586,0.00012610923731699587,1.0,0.009168236516416073,0.009168236516416073,0.01,2.4684448362677358e-05,2.468444836267736e-07,0.5,7.497839396819472e-05,3.748919698409736e-05,0.012503125781445362,0.0,0.0,0.012503125781445362,0.09970518946647644,0.0012466265249621961,1000.0,0.1489298939704895,148.9298939704895,1000.0,0.006699669174849987,6.699669174849987
7,154.19061279296875,0.1,0.0012508868239820004,0.00012508868239820005,1.0,0.009046645835042,0.009046645835042,0.01,3.530570029397495e-05,3.5305700293974953e-07,0.5,0.0001079336361726746,5.39668180863373e-05,0.015003750937734433,0.0,0.0,0.015003750937734433,0.09996116161346436,0.001499792372295039,1000.0,0.14736463129520416,147.36463129520416,1000.0,0.006815267726778984,6.815267726778984
8,152.681884765625,0.1,0.00124068814329803,0.000124068814329803,1.0,0.008658632636070251,0.008658632636070251,0.01,4.763738616020419e-05,4.763738616020419e-07,0.5,0.00014684360940009356,7.342180470004678e-05,0.017504376094023506,0.0,0.0,0.017504376094023506,0.10019910335540771,0.0017539227894169892,1000.0,0.14581601321697235,145.81601321697235,1000.0,0.006855267100036144,6.855267100036144
9,151.13963317871094,0.1,0.001230563037097454,0.00012305630370974542,1.0,0.008260000497102737,0.008260000497102737,0.01,6.207672413438559e-05,6.207672413438559e-07,0.5,0.0001917224144563079,9.586120722815394e-05,0.020005001250312578,0.0,0.0,0.020005001250312578,0.100457563996315,0.0020096536933496374,1000.0,0.14427083730697632,144.27083730697632,1000.0,0.006858303211629391,6.858303211629391
10,149.6009979248047,0.1,0.0012205117382109165,0.00012205117382109166,1.0,0.007870487868785858,0.007870487868785858,0.01,7.86188174970448e-05,7.86188174970448e-07,0.5,0.00024259023484773934,0.00012129511742386967,0.02250562640660165,0.0,0.0,0.02250562640660165,0.10072892904281616,0.002266967645374707,1000.0,0.1427309811115265,142.7309811115265,1000.0,0.00685963174328208,6.85963174328208
