View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6024,0.6788,0.7301,0.7660,0.7905,0.8071,0.8183,0.8252,0.8295,0.8315,0.8326,0.8344,0.8362,0.8377,0.8391,0.8389,0.8399,0.8368,0.8444,0.8457,0.8610,0.8723,0.8865,0.8967
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3939,0.2372,0.1323,0.0791,0.0517,0.0363,0.0269,0.0209,0.0167,0.0138,0.0116,0.0101,0.0088,0.0078,0.0070,0.0063,0.0058,0.0055,0.0050,0.0048,0.0046,0.0043,0.0040,0.0037
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4781,0.4137,0.3140,0.2091,0.1338,0.0889,0.0624,0.0461,0.0358,0.0288,0.0241,0.0204,0.0175,0.0154,0.0137,0.0122,0.0111,0.0103,0.0099,0.0092,0.0088,0.0084,0.0085,0.0086
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6157,0.7005,0.7567,0.7962,0.8246,0.8452,0.8605,0.8718,0.8800,0.8862,0.8905,0.8955,0.8999,0.9024,0.9048,0.9064,0.9058,0.9031,0.8921,0.8878,0.8747,0.8542,0.7812,0.6181
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5637,0.5975,0.6046,0.5811,0.5253,0.4383,0.3331,0.2383,0.1687,0.1224,0.0923,0.0713,0.0567,0.0468,0.0393,0.0339,0.0297,0.0270,0.0247,0.0228,0.0210,0.0192,0.0180,0.0171
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3252,0.1968,0.1231,0.0827,0.0591,0.0445,0.0348,0.0281,0.0233,0.0196,0.0169,0.0147,0.0129,0.0115,0.0104,0.0094,0.0086,0.0081,0.0076,0.0071,0.0068,0.0064,0.0062,0.0059
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6762,0.7826,0.8405,0.8744,0.8961,0.9107,0.9206,0.9276,0.9325,0.9363,0.9392,0.9418,0.9435,0.9447,0.9457,0.9467,0.9480,0.9511,0.9473,0.9476,0.9470,0.9400,0.9192,0.8542
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5297,0.5185,0.4698,0.3831,0.2787,0.1882,0.1254,0.0869,0.0632,0.0484,0.0386,0.0316,0.0264,0.0226,0.0197,0.0174,0.0157,0.0146,0.0131,0.0124,0.0124,0.0113,0.0102,0.0089
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6769,0.7793,0.8320,0.8661,0.8894,0.9059,0.9183,0.9276,0.9346,0.9400,0.9442,0.9456,0.9470,0.9489,0.9502,0.9519,0.9532,0.9540,0.9618,0.9634,0.9633,0.9682,0.9754,0.9815
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4134,0.3219,0.2415,0.1752,0.1270,0.0937,0.0706,0.0546,0.0435,0.0356,0.0299,0.0258,0.0224,0.0197,0.0175,0.0157,0.0144,0.0138,0.0123,0.0114,0.0106,0.0097,0.0087,0.0079
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.2997,0.1656,0.0987,0.0648,0.0458,0.0341,0.0264,0.0212,0.0174,0.0147,0.0126,0.0110,0.0097,0.0087,0.0079,0.0072,0.0066,0.0062,0.0058,0.0055,0.0053,0.0050,0.0047,0.0045
