final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,1.226311445236206,1.226311445236206,500.0,7.997409556992352e-05,0.03998704778496176,15.0,0.0014176410622894764,0.021264615934342146,500.0,0.0008159723365679383,0.40798616828396916,200.0,0.0007147067226469517,0.14294134452939034
