iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,1.847115159034729,20.0,3.5388358909926865e-16,7.077671781985373e-15,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02571796253323555,0.0,0.0,0.0459137000143528,0.0,800.0,0.0023088939487934113,1.847115159034729,0.0,0.0,0.0,700000,700000,3305,10475,10400,1960
2,rigid,1.779275894165039,20.0,1.5658050642741728e-06,3.1316101285483455e-05,50.0,0.0,0.0,1.0,2.474939151397848e-07,2.474939151397848e-07,0.0050025012506253125,0.026234569028019905,0.00013123846437228565,0.0050025012506253125,0.04632559418678284,0.00023174384285534186,800.0,0.0022236015647649765,1.7788812518119812,0.0,0.0,0.0,700000,700000,3359,10475,10399,1989
3,rigid,1.7143748998641968,20.0,6.274158295127563e-06,0.00012548316590255126,50.0,0.0,0.0,1.0,1.0040341749117943e-06,1.0040341749117943e-06,0.010005002501250625,0.026484614238142967,0.0002649786316972783,0.010005002501250625,0.046627581119537354,0.0004665090657282376,800.0,0.0021418961696326733,1.7135169357061386,0.0,0.0,0.0,700000,700000,3421,10475,10395,2024
4,rigid,1.65231454372406,20.0,1.4149654816719703e-05,0.00028299309633439407,50.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.015007503751875938,0.026862172409892082,0.00040313415322499376,0.015007503751875938,0.047242894768714905,0.0007089979204909691,800.0,0.0020636464469134808,1.6509171575307846,0.0,0.0,0.0,700000,700000,3481,10475,10390,2046
5,rigid,1.5930852890014648,20.0,2.5206900318153203e-05,0.000504138006363064,50.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,0.02001000500250125,0.027144433930516243,0.0005431602587396947,0.02001000500250125,0.048015475273132324,0.0009607899004128529,800.0,0.0019888414535671473,1.5910731628537178,0.0,0.0,0.0,700000,700000,3547,10475,10389,2062
6,rigid,1.5364512205123901,20.0,3.948362427763641e-05,0.0007896724855527282,50.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,0.02501250625312656,0.02668851427733898,0.0006675466302485988,0.02501250625312656,0.04904313385486603,0.0012266916922177595,800.0,0.0019172013271600008,1.5337610617280006,0.0,0.0,0.0,700000,700000,3630,10475,10390,2068
7,rigid,1.482265830039978,20.0,5.7034219935303554e-05,0.001140684398706071,50.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,0.030015007503751877,0.027190327644348145,0.0008161178882745817,0.030015007503751877,0.050192005932331085,0.0015065134346872763,800.0,0.0018484918400645256,1.4787934720516205,0.0,0.0,0.0,700000,700000,3651,10475,10389,2070
8,rigid,1.4304810762405396,20.0,7.792569522280246e-05,0.0015585139044560492,50.0,0.0,0.0,1.0,1.2274742402951233e-05,1.2274742402951233e-05,0.03501750875437719,0.02724715881049633,0.0009541276221784608,0.03501750875437719,0.05119849368929863,0.00179284370097594,800.0,0.0017827041447162628,1.4261633157730103,0.0,0.0,0.0,700000,700000,3687,10475,10391,2079
9,rigid,1.3806952238082886,20.0,0.00010219838441116735,0.002043967688223347,50.0,0.0,0.0,1.0,1.6045743905124255e-05,1.6045743905124255e-05,0.0400200100050025,0.027598049491643906,0.0011044742167741432,0.0400200100050025,0.05221021547913551,0.0020894533458383395,800.0,0.0017193015664815903,1.3754412531852722,0.0,0.0,0.0,700000,700000,3716,10475,10394,2089
10,rigid,1.3333358764648438,20.0,0.00012981431791558862,0.0025962863583117723,50.0,0.0,0.0,1.0,2.032111478911247e-05,2.032111478911247e-05,0.04502251125562781,0.028182217851281166,0.0012688342204178614,0.04502251125562781,0.053222473710775375,0.00239620942169574,800.0,0.0016588177531957626,1.32705420255661,0.0,0.0,0.0,700000,700000,3768,10475,10390,2100
