View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4083,0.2865,0.1848,0.1195,0.0822,0.0599,0.0457,0.0362,0.0296,0.0247,0.0209,0.0178,0.0154,0.0135,0.0119,0.0107,0.0096,0.0095,0.0102,0.0099,0.0103,0.0103,0.0116,0.0106
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6082,0.6914,0.7515,0.7952,0.8270,0.8509,0.8693,0.8837,0.8953,0.9048,0.9127,0.9198,0.9260,0.9315,0.9361,0.9400,0.9425,0.9401,0.9241,0.9211,0.9036,0.8904,0.9119,0.9105
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6310,0.7165,0.7698,0.8034,0.8235,0.8361,0.8435,0.8465,0.8491,0.8526,0.8619,0.8571,0.8541,0.8553,0.8663,0.8712,0.8082,0.4389,0.1128,0.0539,0.0308,0.0218,0.0196,0.0159
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5891,0.6544,0.7005,0.7333,0.7566,0.7727,0.7837,0.7906,0.7916,0.7894,0.7788,0.7815,0.7788,0.7733,0.7462,0.7149,0.7809,0.8281,0.8192,0.7589,0.4154,0.1966,0.1671,0.1942
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6059,0.6801,0.7259,0.7543,0.7735,0.7866,0.7959,0.8029,0.8068,0.8067,0.8010,0.7992,0.7943,0.7815,0.7635,0.7504,0.7795,0.8822,0.9381,0.9526,0.9624,0.9668,0.9743,0.9763
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4963,0.4832,0.4578,0.4189,0.3668,0.3078,0.2499,0.1985,0.1570,0.1273,0.1058,0.0886,0.0754,0.0656,0.0566,0.0489,0.0431,0.0300,0.0193,0.0133,0.0090,0.0067,0.0059,0.0056
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5341,0.5443,0.5293,0.4896,0.4245,0.3428,0.2613,0.1933,0.1426,0.1065,0.0813,0.0652,0.0530,0.0440,0.0368,0.0311,0.0274,0.0241,0.0216,0.0193,0.0169,0.0142,0.0146,0.0157
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3893,0.2674,0.1736,0.1153,0.0808,0.0597,0.0461,0.0367,0.0301,0.0253,0.0216,0.0185,0.0161,0.0141,0.0126,0.0113,0.0099,0.0088,0.0078,0.0070,0.0065,0.0059,0.0061,0.0054
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6294,0.7086,0.7525,0.7751,0.7868,0.7918,0.7919,0.7886,0.7838,0.7736,0.7610,0.7248,0.6771,0.6062,0.5510,0.4985,0.4069,0.6024,0.8088,0.8180,0.8969,0.9151,0.9292,0.9301
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3912,0.2957,0.2214,0.1670,0.1288,0.1018,0.0824,0.0680,0.0572,0.0489,0.0424,0.0371,0.0328,0.0291,0.0260,0.0234,0.0215,0.0204,0.0202,0.0184,0.0172,0.0156,0.0147,0.0138
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4454,0.3530,0.2520,0.1730,0.1212,0.0884,0.0671,0.0527,0.0424,0.0347,0.0288,0.0245,0.0211,0.0184,0.0161,0.0143,0.0128,0.0116,0.0107,0.0096,0.0088,0.0079,0.0080,0.0082
