iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,10.203228950500488,20.0,1.1564823526109109e-15,2.3129647052218217e-14,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04397165775299072,0.0,0.0,0.08902999758720398,0.0,800.0,0.012754036113619804,10.203228890895844,0.0,0.0,0.0,700000,700000,2317,10475,10420,1573
2,rigid,9.939764976501465,20.0,1.6794610928627662e-06,3.3589221857255325e-05,50.0,0.0,0.0,1.0,2.474939151397848e-07,2.474939151397848e-07,0.0050025012506253125,0.044051699340343475,0.0002203686810422385,0.0050025012506253125,0.08736365288496017,0.00043703678281620896,800.0,0.012423842214047909,9.939073771238327,0.0,0.0,0.0,700000,700000,2313,10475,10422,1543
3,rigid,9.680113792419434,20.0,6.700996891595423e-06,0.00013401993783190846,50.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,0.010005002501250625,0.04403747245669365,0.00044059502207797547,0.010005002501250625,0.0864316001534462,0.0008647483757223231,800.0,0.012098342180252075,9.67867374420166,0.0,0.0,0.0,700000,700000,2315,10475,10425,1500
4,rigid,9.424980163574219,20.0,1.5009318303782493e-05,0.00030018636607564986,50.0,0.0,0.0,1.0,2.2414762952394085e-06,2.2414762952394085e-06,0.015007503751875938,0.04411112144589424,0.000661997820598713,0.015007503751875938,0.08543884754180908,0.001282223825039656,800.0,0.01177841704338789,9.422733634710312,0.0,0.0,0.0,700000,700000,2305,10475,10422,1461
5,rigid,9.173626899719238,20.0,2.6567166059976444e-05,0.0005313433211995289,50.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,0.02001000500250125,0.044083304703235626,0.0008821071476385317,0.02001000500250125,0.0841083899140358,0.001683009302932182,800.0,0.011463157832622528,9.170526266098022,0.0,0.0,0.0,700000,700000,2312,10475,10428,1427
6,rigid,8.926273345947266,20.0,4.1111750761047006e-05,0.0008222350152209401,50.0,0.0,0.0,1.0,6.23413325229194e-06,6.23413325229194e-06,0.02501250625312656,0.04391029477119446,0.001098306522541132,0.02501250625312656,0.08280350267887115,0.0020711231285360466,800.0,0.011152844876050949,8.92227590084076,0.0,0.0,0.0,700000,700000,2319,10475,10424,1393
7,rigid,8.68459415435791,20.0,5.8673787862062454e-05,0.001173475757241249,50.0,0.0,0.0,1.0,8.937820894061588e-06,8.937820894061588e-06,0.030015007503751877,0.04389196261763573,0.0013174175873227332,0.030015007503751877,0.08129798620939255,0.0024401596661148338,800.0,0.01084956806153059,8.679654449224472,0.0,0.0,0.0,700000,700000,2310,10475,10428,1363
8,rigid,8.447132110595703,20.0,7.923026714706793e-05,0.0015846053429413587,50.0,0.0,0.0,1.0,1.2192665963084437e-05,1.2192665963084437e-05,0.03501750875437719,0.043207477778196335,0.0015130182313525479,0.03501750875437719,0.0797041803598404,0.002791041833511169,800.0,0.010551540181040764,8.441232144832611,0.0,0.0,0.0,700000,700000,2319,10475,10418,1334
9,rigid,8.21240234375,20.0,0.00010279343405272812,0.0020558686810545623,50.0,0.0,0.0,1.0,1.5895695469225757e-05,1.5895695469225757e-05,0.0400200100050025,0.04363836348056793,0.0017464077430942645,0.0400200100050025,0.07843393087387085,0.003138926698303986,800.0,0.010256806388497353,8.205445110797882,0.0,0.0,0.0,700000,700000,2296,10475,10421,1301
10,rigid,7.982179641723633,20.0,0.00012918106222059578,0.0025836212444119155,50.0,0.0,0.0,1.0,2.011009564739652e-05,2.011009564739652e-05,0.04502251125562781,0.04373038187623024,0.0019688516102354782,0.04502251125562781,0.0772724524140358,0.003478999858560891,800.0,0.009967660531401634,7.974128425121307,0.0,0.0,0.0,700000,700000,2291,10475,10420,1266
11,rigid,7.758730888366699,20.0,0.00015846421592868865,0.003169284318573773,50.0,0.0,0.0,1.0,2.4772743927314878e-05,2.4772743927314878e-05,0.05002501250625312,0.04299439117312431,0.0021507949561342826,0.05002501250625312,0.07618673890829086,0.003811242566697892,800.0,0.0096869682893157,7.74957463145256,0.0,0.0,0.0,700000,700000,2302,10475,10421,1232
12,rigid,7.542186260223389,20.0,0.00019083711958955973,0.0038167423917911947,50.0,0.0,0.0,1.0,2.9921086024842225e-05,2.9921086024842225e-05,0.05502751375687844,0.04271387681365013,0.002350438443972744,0.05502751375687844,0.07435982674360275,0.004091836389092698,800.0,0.009414872154593468,7.531897723674774,0.0,0.0,0.0,700000,700000,2297,10475,10423,1209
13,rigid,7.330624103546143,20.0,0.00022645306307822466,0.004529061261564493,50.0,0.0,0.0,1.0,3.555512012098916e-05,3.555512012098916e-05,0.060030015007503754,0.04315560311079025,0.0025906315023986144,0.060030015007503754,0.0728473886847496,0.004373029836002977,800.0,0.009148869663476944,7.319095730781555,0.0,0.0,0.0,700000,700000,2290,10475,10426,1183
14,rigid,7.125030994415283,20.0,0.00026461988454684615,0.005292397690936923,50.0,0.0,0.0,1.0,4.167484075878747e-05,4.167484075878747e-05,0.06503251625812906,0.042842838913202286,0.0027861776181672317,0.06503251625812906,0.07129472494125366,0.004636475358860918,800.0,0.008890342898666859,7.112274318933487,0.0,0.0,0.0,700000,700000,2276,10475,10424,1156
15,rigid,6.925902843475342,20.0,0.00030586100183427334,0.006117220036685467,50.0,0.0,0.0,1.0,4.824765710509382e-05,4.824765710509382e-05,0.07003501750875438,0.04284794628620148,0.0030008566683682875,0.07003501750875438,0.07003998011350632,0.004905251233562224,800.0,0.008639789186418056,6.911831349134445,0.0,0.0,0.0,700000,700000,2276,10475,10418,1124
16,rigid,6.731664180755615,20.0,0.0003502187319099903,0.007004374638199806,50.0,0.0,0.0,1.0,5.5406297178706154e-05,5.5406297178706154e-05,0.0750375187593797,0.04198266193270683,0.003150274782344185,0.0750375187593797,0.06843546032905579,0.005135227138248309,800.0,0.00839539896696806,6.716319173574448,0.0,0.0,0.0,700000,700000,2290,10475,10423,1101
17,rigid,6.54185152053833,20.0,0.00039763571112416685,0.007952714222483337,50.0,0.0,0.0,1.0,6.298541848082095e-05,6.298541848082095e-05,0.080040020010005,0.042036738246679306,0.0033646213704195543,0.080040020010005,0.06664824485778809,0.005334526852049071,800.0,0.008156420662999153,6.5251365303993225,0.0,0.0,0.0,700000,700000,2299,10475,10425,1079
18,rigid,6.357888698577881,20.0,0.0004483690718188882,0.008967381436377764,50.0,0.0,0.0,1.0,7.101066876202822e-05,7.101066876202822e-05,0.08504252126063032,0.04162529110908508,0.0035399197041242943,0.08504252126063032,0.06520222127437592,0.005544961288966436,800.0,0.007924706675112247,6.339765340089798,0.0,0.0,0.0,700000,700000,2294,10475,10422,1053
