iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
0,5.793941020965576,20.0,0.0,0.0,0.0001,4.758203506469727,0.00047582032857462764,0.0001,62.701873779296875,0.006270187441259623,1000.0,0.00021981095778755844,0.21981096267700195,1000.0,2.9367642127908766e-05,0.029367642477154732,1.0,0.0,0.0,0.0,0.00566402543336153,0.0,1000.0,0.005534137599170208,5.534137725830078,10.0,0.0003878590650856495,0.003878590650856495
25,2.2772109508514404,20.0,0.00016684002184774727,0.0033368004951626062,0.0001,56.346927642822266,0.005634692497551441,0.0001,207.96453857421875,0.020796453580260277,1000.0,0.0001263941521756351,0.1263941526412964,1000.0,1.952318416442722e-05,0.01952318474650383,1.0,0.0,0.0,0.16666666666666666,0.005683420225977898,0.0009472367237322032,1000.0,0.0020902722608298063,2.0902721881866455,26.5,0.00038890878204256296,0.010306082665920258
50,1.419801115989685,20.0,0.00035401384229771793,0.00708027696236968,0.0001,74.99002075195312,0.007499001920223236,0.0001,239.95542907714844,0.023995542898774147,1000.0,0.00010074210149468854,0.10074210166931152,1000.0,1.4408162314794026e-05,0.014408161863684654,1.0,0.0,0.0,0.3333333333333333,0.005692820996046066,0.001897606998682022,1000.0,0.0012508680811151862,1.2508680820465088,43.0,0.00030954231624491513,0.013310319744050503
75,0.9506893754005432,20.0,0.0005548183107748628,0.011096365749835968,0.0001,59.51892852783203,0.005951892584562302,0.0001,208.7625732421875,0.020876256749033928,1000.0,8.711944974493235e-05,0.0871194526553154,1000.0,1.1705609722412191e-05,0.01170560996979475,1.0,0.0,0.0,0.5,0.005682079587131739,0.0028410397935658693,1000.0,0.0007967386627569795,0.7967386841773987,59.5,0.0002413454931229353,0.014360057190060616
100,0.7048332691192627,20.0,0.0007530464208684862,0.015060928650200367,0.0001,54.31306457519531,0.0054313065484166145,0.0001,195.61602783203125,0.01956160180270672,1000.0,7.664215809199959e-05,0.07664215564727783,1000.0,1.0654871402948629e-05,0.010654871352016926,1.0,0.0,0.0,0.6666666666666666,0.005673800595104694,0.003782533807680011,1000.0,0.0005590753280557692,0.5590753555297852,76.0,0.0001924273674376309,0.014624480158090591
125,0.5665153861045837,20.0,0.0009270546142943203,0.018541092053055763,0.0001,49.501678466796875,0.004950167611241341,0.0001,183.76318359375,0.018376318737864494,1000.0,6.836523243691772e-05,0.06836523115634918,1000.0,9.774612408364192e-06,0.00977461226284504,1.0,0.0,0.0,0.8333333333333334,0.0055847857147455215,0.004653987940400839,1000.0,0.0004280872526578605,0.4280872642993927,92.5,0.0001488289562985301,0.013766678050160408
150,0.48349013924598694,20.0,0.0010787949431687593,0.021575897932052612,0.0001,45.86484146118164,0.00458648381754756,0.0001,175.97113037109375,0.01759711280465126,1000.0,6.174325244501233e-05,0.061743251979351044,1000.0,9.147528544417582e-06,0.009147528558969498,1.0,0.0,0.0,1.0,0.005685852840542793,0.005685852840542793,1000.0,0.00035071716411039233,0.350717157125473,109.0,0.00011409931175876409,0.012436824850738049
175,0.43119436502456665,20.0,0.0012239401694387197,0.02447880432009697,0.0001,42.2548713684082,0.0042254868894815445,0.0001,166.38417053222656,0.016638416796922684,1000.0,5.609784784610383e-05,0.0560978464782238,1000.0,8.76790909387637e-06,0.008767909370362759,1.0,0.0,0.0,1.1666666666666667,0.0056600794196128845,0.006603425834327936,1000.0,0.00030289863934740424,0.302898645401001,125.5,9.150465484708548e-05,0.011483834125101566
200,0.3968770205974579,20.0,0.0013564834371209145,0.02712966874241829,0.0001,39.07598114013672,0.003907598089426756,0.0001,160.07887268066406,0.016007887199521065,1000.0,5.141369911143556e-05,0.051413699984550476,1000.0,8.308596079587005e-06,0.008308595977723598,1.0,0.0,0.0,1.3333333333333333,0.0053914496675133705,0.007188599556684494,1000.0,0.00027209785184822977,0.2720978558063507,142.0,7.621898839715868e-05,0.01082309614866972
225,0.37411993741989136,20.0,0.0014751178678125143,0.02950235828757286,0.0001,36.532981872558594,0.003653298132121563,0.0001,154.69212341308594,0.015469212085008621,1000.0,4.7630826884415e-05,0.047630827873945236,1000.0,8.173185051418841e-06,0.008173185400664806,1.0,0.0,0.0,1.5,0.005283504258841276,0.00792525615543127,1000.0,0.00025138992350548506,0.25138992071151733,158.5,6.546291842823848e-05,0.010375872254371643
250,0.36193132400512695,20.0,0.0015871874056756496,0.03174374997615814,0.0001,34.26203155517578,0.0034262030385434628,0.0001,149.92787170410156,0.014992786571383476,1000.0,4.496107794693671e-05,0.044961076229810715,1000.0,1.0808067600009963e-05,0.01080806739628315,1.0,0.0,0.0,1.6666666666666667,0.004960785619914532,0.00826797541230917,1000.0,0.00023770325060468167,0.23770324885845184,175.0,5.730414341087453e-05,0.010028225369751453
275,0.3487778604030609,20.0,0.0016791147645562887,0.03358229622244835,0.0001,32.1113166809082,0.003211131552234292,0.0001,146.2576904296875,0.01462576910853386,1000.0,4.194193388684653e-05,0.04194193333387375,1000.0,8.772780347499065e-06,0.008772780187427998,1.0,0.0,0.0,1.8333333333333333,0.004967428743839264,0.00910695269703865,1000.0,0.00022819654259365052,0.22819654643535614,191.5,4.8775145842228085e-05,0.009340440854430199
300,0.3417683243751526,20.0,0.0017559132538735867,0.03511826694011688,0.0001,30.498626708984375,0.0030498625710606575,0.0001,142.9339599609375,0.014293395914137363,1000.0,3.990112600149587e-05,0.03990112617611885,1000.0,8.304167749884073e-06,0.008304167538881302,1.0,0.0,0.0,2.0,0.00523359514772892,0.01046719029545784,1000.0,0.00022145964612718672,0.22145964205265045,208.0,4.410896872286685e-05,0.009174665436148643
325,0.3362407982349396,20.0,0.0018140337197110057,0.03628067299723625,0.0001,29.873260498046875,0.0029873258899897337,0.0001,141.75741577148438,0.014175741001963615,1000.0,3.824237501248717e-05,0.03824237361550331,1000.0,7.903790901764296e-06,0.007903791032731533,1.0,0.0,0.0,2.1666666666666665,0.0049148001708090305,0.01064873393625021,1000.0,0.000216939632082358,0.21693962812423706,224.5,4.0367616747971624e-05,0.009062529541552067
350,0.3311704397201538,20.0,0.0018585141515359282,0.03717028349637985,0.0001,28.37315559387207,0.002837315434589982,0.0001,138.05062866210938,0.013805062510073185,1000.0,4.0015111153479666e-05,0.04001511260867119,1000.0,1.038903519656742e-05,0.010389035567641258,1.0,0.0,0.0,2.3333333333333335,0.0014438371872529387,0.0033689532428979874,1000.0,0.00021474061941262335,0.21474061906337738,241.0,3.669737998279743e-05,0.00884406827390194
375,0.3210911154747009,20.0,0.0019027097150683403,0.038054194301366806,0.0001,26.712528228759766,0.002671252703294158,0.0001,135.4434356689453,0.013544343411922455,1000.0,3.6223656934453174e-05,0.03622365742921829,1000.0,7.2252864811162e-06,0.007225286681205034,1.0,0.0,0.0,2.5,0.0014509742613881826,0.0036274357698857784,1000.0,0.0002115502575179562,0.2115502506494522,257.5,3.1824012694414705e-05,0.008194683119654655
400,0.31664544343948364,20.0,0.0019403344485908747,0.03880668804049492,0.0001,25.968353271484375,0.002596835372969508,0.0001,133.18373107910156,0.013318372890353203,1000.0,3.432983430684544e-05,0.03432983532547951,1000.0,5.936387424299028e-06,0.005936387460678816,1.0,0.0,0.0,2.6666666666666665,0.0014469074085354805,0.003858419833704829,1000.0,0.00020994473015889525,0.2099447250366211,274.0,2.8664859200944193e-05,0.007854171097278595
425,0.31508350372314453,20.0,0.001972959842532873,0.03945919871330261,0.0001,25.31156349182129,0.002531156176701188,0.0001,131.60012817382812,0.013160012662410736,1000.0,3.3144464396173134e-05,0.03314446285367012,1000.0,5.866894753125962e-06,0.005866894964128733,1.0,0.0,0.0,2.8333333333333335,0.0014536826638504863,0.004118767566978931,1000.0,0.0002089245244860649,0.2089245319366455,290.5,2.712039349717088e-05,0.007878473959863186
450,0.3145054578781128,20.0,0.0019985386170446873,0.039970770478248596,0.0001,25.045963287353516,0.0025045962538570166,0.0001,130.71856689453125,0.013071856461465359,1000.0,3.2493258913746104e-05,0.03249325975775719,1000.0,6.2279314079205506e-06,0.006227931473404169,1.0,0.0,0.0,3.0,0.0014512480702251196,0.004353743977844715,1000.0,0.00020788851543329656,0.20788851380348206,307.0,2.6041623641503975e-05,0.007994778454303741
