frame_idx,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled,total_raw_local,total_scaled_local
0,20.0,5.8276189520256594e-05,0.0011655237758532166,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0006275891792029142,0.012551783584058285,1000.0,0.00020646910707000643,0.2064691036939621,10000.0,0.0,0.0,0.000892334443051368,0.22018641233444214
1,20.0,5.5333945056190714e-05,0.0011066788574680686,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.2379565532683046e-06,0.0012379565741866827,1000.0,3.685255478558247e-07,0.0003685255360323936,0.0,0.0,0.0,20.0,0.0006277343491092324,0.012554686516523361,1000.0,0.00020874221809208393,0.20874221622943878,10000.0,8.25765596346173e-07,0.00825765635818243,0.000894242781214416,0.23226772248744965
2,20.0,7.008393004070967e-05,0.0014016786590218544,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.383919415180571e-06,0.005383919458836317,1000.0,9.155539828498149e-07,0.0009155540028586984,0.0,0.0,0.0,20.0,0.0006449996144510806,0.012899992056190968,1000.0,0.00020835595205426216,0.20835594832897186,10000.0,1.7217223557963734e-06,0.017217224463820457,0.0009314607013948262,0.24617430567741394
3,20.0,8.829098078422248e-05,0.0017658196156844497,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.212966708408203e-05,0.012129667215049267,1000.0,1.5731727671663975e-06,0.001573172747157514,0.0,0.0,0.0,20.0,0.0006723763654008508,0.013447526842355728,1000.0,0.00020921386021655053,0.20921385288238525,10000.0,2.43176828007563e-06,0.024317683652043343,0.0009860157733783126,0.262447714805603
4,20.0,9.792578202905133e-05,0.001958515727892518,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.847433486545924e-05,0.018474334850907326,1000.0,2.046953341050539e-06,0.002046953421086073,0.0,0.0,0.0,20.0,0.0006525171920657158,0.013050343841314316,1000.0,0.00021111553360242397,0.2111155390739441,10000.0,1.8459379589330638e-06,0.01845937967300415,0.0009839256526902318,0.26510506868362427
5,20.0,9.486154158366844e-05,0.0018972308607771993,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.162115924875252e-05,0.021621158346533775,1000.0,3.216774985048687e-06,0.0032167749013751745,0.0,0.0,0.0,20.0,0.0006684849504381418,0.013369699008762836,1000.0,0.0002103884908137843,0.21038849651813507,10000.0,2.567825958976755e-06,0.025678260251879692,0.0010011406848207116,0.27617159485816956
6,20.0,8.2852115156129e-05,0.00165704230312258,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.124116690538358e-05,0.021241167560219765,1000.0,3.3952840112760896e-06,0.0033952840603888035,0.0,0.0,0.0,20.0,0.0006738664233125746,0.013477328233420849,1000.0,0.00020966868032701313,0.20966868102550507,10000.0,1.341763208984048e-06,0.013417632319033146,0.000992365414276719,0.2628571391105652
7,20.0,6.773298810003325e-05,0.0013546597911044955,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.6049956684582867e-05,0.016049956902861595,1000.0,2.5538297450111713e-06,0.0025538296904414892,0.0,0.0,0.0,20.0,0.0006202358053997159,0.01240471564233303,1000.0,0.00020776601741090417,0.20776601135730743,10000.0,2.316181735295686e-06,0.023161817342042923,0.000916654767934233,0.26329100131988525
8,20.0,5.4768923291703686e-05,0.001095378422178328,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0607990589051042e-05,0.010607990436255932,1000.0,1.8301174122825614e-06,0.0018301174277439713,0.0,0.0,0.0,20.0,0.0006831332575529814,0.013662665151059628,1000.0,0.00020907001453451812,0.20907001197338104,10000.0,2.0811057765968144e-06,0.020811058580875397,0.0009614914306439459,0.2570772171020508
9,20.0,4.7854489821475e-05,0.0009570898255333304,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.002839316148311e-06,0.005002839490771294,1000.0,1.2521961707534501e-06,0.0012521961471065879,0.0,0.0,0.0,20.0,0.0006781203555874527,0.013562407344579697,1000.0,0.0002111249341396615,0.21112492680549622,10000.0,3.0832270567771047e-06,0.03083227016031742,0.0009464380564168096,0.26273173093795776
