best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
9919,0.357339084148407,0.357339084148407,diagnostic_local,20.0,0.0032777339220046997,0.065554678440094,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.2041684133000672e-05,0.02204168401658535,1000.0,3.5732073229155503e-06,0.0035732074175029993,99.595,0.00012938762665726244,0.012886361218988895,100.0,8.86296675162157e-06,0.0008862966788001359,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.001320044742897153,0.026400893926620483,1000.0,0.00020532100461423397,0.20532099902629852,10000.0,2.067495415758458e-06,0.02067495323717594
