frame_idx,num_active,sum_weight,reproj_mean_px,reproj_p50_px,reproj_p90_px,rotation_angle_deg,translation_magnitude,tx,ty,tz
0,3822,3822.0,0.7071025371551514,0.7071067690849304,0.7071283459663391,0.0,0.0,0.0,0.0,0.0
1,3022,3022.0,0.2417026162147522,0.2405802309513092,0.3915198743343353,0.06255725571100383,0.0024683461524546146,-0.001911065774038434,-0.00014665954222436994,-0.0015553301200270653
2,3022,3022.0,0.3241696357727051,0.3149506747722626,0.5316697955131531,0.08846932589537937,0.002877374878153205,-0.0023216756526380777,9.884214523481205e-05,-0.001696861581876874
3,3020,3020.0,0.3880172371864319,0.36991050839424133,0.6499444842338562,0.09691329399915308,0.002747555961832404,-0.0024190619587898254,0.00026984186843037605,-0.0012745148269459605
4,3014,3014.0,0.4486846327781677,0.42897650599479675,0.7464154958724976,0.09691329399915308,0.0027436038944870234,-0.002230661688372493,0.00047070696018636227,-0.0015264158137142658
5,3014,3014.0,0.46913719177246094,0.4308314323425293,0.8216791152954102,0.08392937119122329,0.00239905109629035,-0.001470319926738739,0.0003625628014560789,-0.0018606862286105752
6,3011,3011.0,0.5124965906143188,0.4562073349952698,0.932537853717804,0.06255725571100383,0.0017692713299766183,-0.0002606794878374785,-0.0005961830611340702,-0.001645275973714888
7,3005,3005.0,0.537713885307312,0.4667876362800598,1.0163525342941284,0.055952909680744456,0.0017315571894869208,0.0009888755157589912,-0.0011460341047495604,-0.0008408456342294812
8,3005,3005.0,0.5729503631591797,0.4835822880268097,1.1071194410324097,0.055952909680744456,0.0019378445576876402,0.0014131962088868022,-0.0012663686648011208,-0.00039297330658882856
9,3004,3004.0,0.5782279372215271,0.4792128801345825,1.1320985555648804,0.03956468118525214,0.0017035971395671368,0.0011991503415629268,-0.0007153372280299664,-0.0009759991662576795
10,3004,3004.0,0.6028048992156982,0.5047824382781982,1.1789199113845825,0.04845664032946993,0.001198957092128694,0.0006906679482199252,0.0002531213394831866,-0.000946786894928664
11,2999,2999.0,0.5834714770317078,0.489532470703125,1.09403395652771,0.055952909680744456,0.0016833251575008035,0.001047421363182366,0.0005674213171005249,-0.0011893380433321
12,2999,2999.0,0.5792282819747925,0.4823205769062042,1.1156551837921143,0.08392937119122329,0.0033172029070556164,0.002601644489914179,0.0007374298293143511,-0.001921321963891387
13,2995,2995.0,0.6379087567329407,0.5409319996833801,1.2161003351211548,0.16312941001138134,0.005678498186171055,0.0046575600281357765,0.001358969951979816,-0.002950538182631135
14,2993,2993.0,0.6995219588279724,0.5963334441184998,1.3326642513275146,0.21489134496587506,0.007138628978282213,0.005968722049146891,0.0015529869124293327,-0.003594803623855114
15,2987,2987.0,0.7086593508720398,0.6044664978981018,1.37224543094635,0.2255535237243162,0.00782295037060976,0.006785788107663393,0.0010596384527161717,-0.0037455051206052303
16,2986,2986.0,0.6758245825767517,0.5659300088882446,1.2905662059783936,0.18130823863184795,0.006511078681796789,0.0055444263853132725,0.0012656602775678039,-0.003170423675328493
17,2981,2981.0,0.6896188259124756,0.5894458889961243,1.3010238409042358,0.17017418985129415,0.005562242120504379,0.0036759215872734785,0.0025240902323275805,-0.003324921941384673
18,2979,2979.0,0.7818279266357422,0.6698703169822693,1.4692188501358032,0.21489134496587506,0.006621445529162884,0.0035652793012559414,0.0039046760648489,-0.003985702991485596
19,2973,2973.0,0.7847185134887695,0.6671183705329895,1.4943078756332397,0.25178830700676164,0.008216289803385735,0.005298570729792118,0.004358518403023481,-0.004520606715232134
20,2966,2966.0,0.8415268659591675,0.709941029548645,1.6473112106323242,0.33571793833214275,0.010773173533380032,0.007135592866688967,0.005712292157113552,-0.0057021318934857845
21,2960,2960.0,0.8259935975074768,0.7019643783569336,1.5905674695968628,0.39762092995574677,0.013812165707349777,0.009793628938496113,0.006704188883304596,-0.007065027952194214
22,2952,2952.0,0.8756781220436096,0.7492325305938721,1.6703546047210693,0.4909862808565154,0.017769940197467804,0.013677999377250671,0.007268295623362064,-0.008709479123353958
23,2952,2952.0,0.8966428637504578,0.7707551717758179,1.7562637329101562,0.5482264143915428,0.020067494362592697,0.01639794185757637,0.007732318248599768,-0.008603665046393871
24,2938,2938.0,0.9080892205238342,0.7769197225570679,1.797552466392517,0.5875081129687555,0.02174607664346695,0.01816198229789734,0.007892964407801628,-0.008985285647213459
25,2925,2925.0,0.945094883441925,0.8130057454109192,1.836246132850647,0.6336560726525351,0.02348761446774006,0.01949261873960495,0.008404672145843506,-0.010053222998976707
26,2909,2909.0,0.9412986636161804,0.8069058656692505,1.8202040195465088,0.6555128380791346,0.024303093552589417,0.020127572119235992,0.009025520645081997,-0.010201036930084229
27,2898,2898.0,0.9299785494804382,0.806479811668396,1.808174967765808,0.6760855279417717,0.02529500611126423,0.021341271698474884,0.00901526864618063,-0.010154427029192448
28,2896,2896.0,0.9539717435836792,0.8330787420272827,1.867582082748413,0.6909716050726972,0.02584116719663143,0.021819686517119408,0.009190735407173634,-0.010353625752031803
29,2883,2883.0,0.9938522577285767,0.8577018976211548,1.902217149734497,0.7236167610150376,0.026965433731675148,0.022867534309625626,0.009276334196329117,-0.010870149359107018
30,2886,2886.0,1.026336908340454,0.8785200119018555,1.9559056758880615,0.7246976384511921,0.0269254632294178,0.022193079814314842,0.009695758111774921,-0.011766055598855019
31,2886,2886.0,1.0569332838058472,0.8942896723747253,2.0144410133361816,0.7246976384511921,0.026658983901143074,0.021305324509739876,0.010510280728340149,-0.012096220627427101
32,2879,2879.0,1.0502928495407104,0.88444584608078,2.002230167388916,0.6960503843291305,0.025333261117339134,0.01963658444583416,0.010821759700775146,-0.011792718432843685
33,2889,2889.0,1.0648605823516846,0.9160865545272827,2.0306458473205566,0.6749267970212496,0.02397621050477028,0.017852431163191795,0.01102483831346035,-0.011601820588111877
34,2884,2884.0,1.030529499053955,0.8908501267433167,1.9797283411026,0.6142119648285369,0.021688418462872505,0.01535266637802124,0.0109636839479208,-0.010699567385017872
35,2889,2889.0,1.041122317314148,0.8930143713951111,2.0331149101257324,0.5801345502337566,0.02047346718609333,0.014092233031988144,0.010722767561674118,-0.010275897569954395
36,2887,2887.0,1.0615222454071045,0.9091753363609314,2.0942163467407227,0.589503115175781,0.020815234631299973,0.01423491258174181,0.010801383294165134,-0.010675737634301186
37,2881,2881.0,1.0705807209014893,0.9138085246086121,2.119675874710083,0.6000308379251508,0.021469084545969963,0.014860205352306366,0.011028043925762177,-0.010884766466915607
38,2862,2862.0,1.0639387369155884,0.9109152555465698,2.0138511657714844,0.6167553565207203,0.022151529788970947,0.014886527322232723,0.011434211395680904,-0.011761818081140518
39,2855,2855.0,1.0835275650024414,0.9292749762535095,2.0284886360168457,0.6311807694086402,0.02302333153784275,0.014299523085355759,0.012354814447462559,-0.01315127220004797
40,2850,2850.0,1.1062791347503662,0.9446049928665161,2.0609567165374756,0.6655846990622589,0.024470830336213112,0.013984785415232182,0.014142205938696861,-0.014256414957344532
41,2843,2843.0,1.1635111570358276,0.9852443337440491,2.160142183303833,0.7553697768578979,0.02724645286798477,0.015247105620801449,0.01672426052391529,-0.015172148123383522
42,2806,2806.0,1.2027404308319092,1.0169994831085205,2.259371280670166,0.8294513426171785,0.03007601387798786,0.016588570550084114,0.019151603803038597,-0.016204997897148132
