View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6075,0.6882,0.7468,0.7888,0.8165,0.8341,0.8461,0.8566,0.8670,0.8727,0.8758,0.8777,0.8806,0.8847,0.8887,0.8919,0.8943,0.8810,0.8831,0.8945,0.9003,0.8840,0.8632,0.8240
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6159,0.7071,0.7751,0.8195,0.8442,0.8584,0.8675,0.8771,0.8871,0.8939,0.8977,0.8994,0.9006,0.9013,0.9009,0.8998,0.8942,0.8823,0.8419,0.6880,0.4291,0.2760,0.1548,0.0949
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3934,0.2903,0.2030,0.1395,0.0967,0.0682,0.0484,0.0354,0.0269,0.0211,0.0172,0.0144,0.0124,0.0109,0.0096,0.0086,0.0078,0.0070,0.0065,0.0059,0.0053,0.0047,0.0042,0.0038
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3901,0.2872,0.2034,0.1421,0.1006,0.0739,0.0564,0.0448,0.0367,0.0305,0.0257,0.0219,0.0191,0.0168,0.0150,0.0136,0.0122,0.0110,0.0099,0.0088,0.0079,0.0072,0.0065,0.0060
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6269,0.7204,0.7826,0.8242,0.8525,0.8719,0.8855,0.8950,0.9019,0.9066,0.9102,0.9131,0.9150,0.9163,0.9173,0.9183,0.9188,0.9190,0.9210,0.9266,0.9327,0.9352,0.9369,0.9365
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5123,0.4767,0.3944,0.2810,0.1820,0.1202,0.0851,0.0633,0.0486,0.0387,0.0318,0.0269,0.0231,0.0200,0.0175,0.0155,0.0139,0.0131,0.0123,0.0120,0.0119,0.0121,0.0121,0.0120
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5665,0.4262,0.2203,0.1012,0.0512,0.0299,0.0195,0.0143,0.0113,0.0091,0.0075,0.0062,0.0054,0.0047,0.0042,0.0038,0.0034,0.0030,0.0027,0.0024,0.0022,0.0019,0.0017,0.0015
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3879,0.2881,0.2102,0.1522,0.1114,0.0838,0.0656,0.0534,0.0448,0.0379,0.0325,0.0283,0.0249,0.0221,0.0198,0.0178,0.0162,0.0148,0.0135,0.0122,0.0111,0.0100,0.0091,0.0083
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5098,0.4763,0.3577,0.2085,0.1154,0.0683,0.0423,0.0279,0.0195,0.0147,0.0117,0.0097,0.0082,0.0071,0.0062,0.0055,0.0049,0.0046,0.0042,0.0037,0.0033,0.0030,0.0028,0.0025
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5828,0.6312,0.6487,0.6433,0.6219,0.5849,0.5302,0.4312,0.3015,0.2069,0.1503,0.1172,0.0937,0.0763,0.0639,0.0547,0.0487,0.0481,0.0568,0.0841,0.1464,0.2355,0.4407,0.6707
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4718,0.2917,0.1372,0.0710,0.0432,0.0291,0.0209,0.0154,0.0117,0.0093,0.0075,0.0063,0.0054,0.0047,0.0041,0.0036,0.0033,0.0031,0.0029,0.0028,0.0027,0.0026,0.0025,0.0024
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3834,0.2779,0.1945,0.1357,0.0975,0.0728,0.0557,0.0436,0.0348,0.0286,0.0240,0.0206,0.0178,0.0157,0.0139,0.0125,0.0114,0.0106,0.0098,0.0089,0.0082,0.0076,0.0071,0.0066
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6270,0.7190,0.7814,0.8224,0.8515,0.8733,0.8901,0.9028,0.9116,0.9194,0.9259,0.9310,0.9346,0.9372,0.9393,0.9412,0.9443,0.9524,0.9560,0.9583,0.9581,0.9611,0.9618,0.9613
