iter,total,track_reproj_weight,track_reproj_raw,track_reproj_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
20,8.694021224975586,1.0,3.3820223808288574,3.3820223808288574,0.0001,5.744512557983398,0.0005744512309320271,0.0001,65.43900299072266,0.006543900351971388,1000.0,0.00021839738474227488,0.2183973789215088,1000.0,2.9389213523245417e-05,0.029389213770627975,1.0,0.0,0.0,0.04,0.0009016763651743531,3.60670528607443e-05,1000.0,0.005052265711128712,5.052265644073486,13.96,0.0003432472003623843,0.004791731014847755
40,6.987618446350098,1.0,3.368262767791748,3.368262767791748,0.0001,5.7998762130737305,0.0005799875943921506,0.0001,65.40451049804688,0.006540450733155012,1000.0,0.0002082042337860912,0.2082042396068573,1000.0,2.6467594580026343e-05,0.026467595249414444,1.0,0.0,0.0,0.08,0.0008573255036026239,6.858603592263535e-05,1000.0,0.0033726764377206564,3.372676372528076,17.92,0.0002688699751161039,0.004818149842321873
60,5.800509452819824,1.0,3.4476256370544434,3.4476256370544434,0.0001,5.83668327331543,0.0005836682976223528,0.0001,65.46458435058594,0.006546458229422569,1000.0,0.0001970243756659329,0.1970243752002716,1000.0,2.4431748897768557e-05,0.024431748315691948,1.0,0.0,0.0,0.12,0.000850832206197083,0.0001020998606691137,1000.0,0.0021197537425905466,2.119753837585449,21.880000000000003,0.0002029935276368633,0.004441498313099146
80,5.1520490646362305,1.0,3.536820888519287,3.536820888519287,0.0001,5.855886936187744,0.00058558868477121,0.0001,65.50467681884766,0.006550467573106289,1000.0,0.00018764607375487685,0.1876460760831833,1000.0,2.3310331016546115e-05,0.023310331627726555,1.0,0.0,0.0,0.16,0.0008465317660011351,0.00013544507964979857,1000.0,0.0013929519336670637,1.3929519653320312,25.84,0.00015666027320548892,0.004048101603984833
100,4.830016136169434,1.0,3.583726167678833,3.583726167678833,0.0001,5.859028339385986,0.0005859028315171599,0.0001,65.43734741210938,0.006543734576553106,1000.0,0.00018182197527494282,0.18182197213172913,1000.0,2.2731190256308764e-05,0.02273119054734707,1.0,0.0,0.0,0.2,0.0008518471731804311,0.00017036944336723536,1000.0,0.0010306811891496181,1.0306811332702637,29.8,0.00012602805509231985,0.0037556360475718975
120,4.6414923667907715,1.0,3.6264920234680176,3.6264920234680176,0.0001,5.877113342285156,0.0005877113435417414,0.0001,65.43458557128906,0.006543458439409733,1000.0,0.00017675856361165643,0.1767585575580597,1000.0,2.237173612229526e-05,0.02237173542380333,1.0,0.0,0.0,0.24,0.0008846836863085628,0.00021232408471405506,1000.0,0.0008050954784266651,0.8050954937934875,33.760000000000005,0.00010163248953176662,0.003431112738326192
140,4.530673027038574,1.0,3.661022663116455,3.661022663116455,0.0001,5.887524604797363,0.0005887524457648396,0.0001,65.4337158203125,0.006543371360749006,1000.0,0.0001732881210045889,0.17328812181949615,1000.0,2.212288381997496e-05,0.022122884169220924,1.0,0.0,0.0,0.28,0.0008812096202746034,0.00024673869484104216,1000.0,0.0006636668113060296,0.6636667847633362,37.72,8.466556027997285e-05,0.003193584969267249
160,4.459012985229492,1.0,3.68265962600708,3.68265962600708,0.0001,5.902523517608643,0.0005902523407712579,0.0001,65.43466186523438,0.00654346588999033,1000.0,0.00017007181304506958,0.1700718104839325,1000.0,2.190859777329024e-05,0.021908598020672798,1.0,0.0,0.0,0.32,0.0008963352302089334,0.00028682727133855224,1000.0,0.0005739637417718768,0.5739637613296509,41.68,7.17052971594967e-05,0.0029886767733842134
180,4.412656307220459,1.0,3.7024364471435547,3.7024364471435547,0.0001,5.905949115753174,0.0005905948928557336,0.0001,65.40916442871094,0.00654091639444232,1000.0,0.00016720514395274222,0.16720513999462128,1000.0,2.1764539269497618e-05,0.021764539182186127,1.0,0.0,0.0,0.36,0.0008882778347469866,0.00031978002516552806,1000.0,0.0005109114572405815,0.5109114646911621,45.64,6.326608854578808e-05,0.002887464128434658
200,4.378781795501709,1.0,3.713822841644287,3.713822841644287,0.0001,5.9088029861450195,0.0005908802850171924,0.0001,65.3777847290039,0.006537778303027153,1000.0,0.00016463114297948778,0.16463114321231842,1000.0,2.1556959836743772e-05,0.02155696041882038,1.0,0.0,0.0,0.4,0.0008834396139718592,0.00035337585723027587,1000.0,0.0004684421874117106,0.4684422016143799,49.6,5.739465996157378e-05,0.002846775110810995
