node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
human.left_hand,vacuum cleaner,0.09078012406826019,0.2602723240852356,0.16680246591567993,1.0,0.0,0.0
human.right_hand,vacuum cleaner,0.05172099173069,0.15587185323238373,0.09832383692264557,1.0,0.0,0.0
human.left_foot,floor,0.06691509485244751,0.09926664084196091,0.07758434116840363,1.0,0.0,0.0
human.right_foot,floor,0.06711451709270477,0.11219639331102371,0.07799980789422989,1.0,0.0,0.0
