final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
1,13.549742698669434,13.549742698669434,500.0,1.846792656579055e-05,0.009233963282895274,0.0,0.0,0.0,500.0,0.024232234805822372,12.116117402911186,200.0,0.005477928556501865,1.095585711300373
