iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,17.655385971069336,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.022069232538342476,17.65538603067398,0.0,0.0,0.0,700000,700000,0
2,rigid,17.333248138427734,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.02166656032204628,17.333248257637024,0.0,0.0,0.0,700000,700000,0
3,rigid,17.015790939331055,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,1.0040341749117943e-06,1.0040341749117943e-06,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.02126973681151867,17.015789449214935,0.0,0.0,0.0,700000,700000,0
4,rigid,16.703031539916992,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.020878788083791733,16.703030467033386,0.0,0.0,0.0,700000,700000,0
5,rigid,16.394927978515625,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.020493654534220695,16.394923627376556,0.0,0.0,0.0,700000,700000,0
6,rigid,16.09150505065918,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,6.269337063713465e-06,6.269337063713465e-06,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.020114373415708542,16.091498732566833,0.0,0.0,0.0,700000,700000,0
7,rigid,15.792801856994629,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.019740991294384003,15.792793035507202,0.0,0.0,0.0,700000,700000,0
8,rigid,15.498826026916504,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,1.2274742402951233e-05,1.2274742402951233e-05,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.019373517483472824,15.49881398677826,0.0,0.0,0.0,700000,700000,0
9,rigid,15.209588050842285,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,1.602694646862801e-05,1.602694646862801e-05,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.01901196502149105,15.20957201719284,0.0,0.0,0.0,700000,700000,0
10,rigid,14.925042152404785,100.0,1.3415195322050302e-16,1.3415195322050302e-14,250.0,0.0,0.0,1.0,2.025769390456844e-05,2.025769390456844e-05,60.0,0.0,0.0,0.0,0.0,0.0,800.0,0.018656278029084206,14.925022423267365,0.0,0.0,0.0,700000,700000,0
