iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,8.703840255737305,20.0,8.141635690383012e-16,1.6283271380766024e-14,50.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,0.0,0.011378439143300056,0.0,0.0,0.06962332129478455,0.0,800.0,0.010879799723625183,8.703839778900146,0.0,0.0,0.0,700000,700000,66,10475,10475,479
2,rigid,8.478677749633789,20.0,1.7965544429898728e-06,3.5931088859797455e-05,50.0,0.0,0.0,1.0,2.521856572457182e-07,2.521856572457182e-07,0.0050025012506253125,0.011531714349985123,5.7687415457654436e-05,0.0050025012506253125,0.06908368319272995,0.00034559121156943446,800.0,0.010597797110676765,8.478237688541412,0.0,0.0,0.0,700000,700000,67,10475,10475,478
3,rigid,8.257793426513672,20.0,7.171990546339657e-06,0.00014343981092679314,50.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,0.010005002501250625,0.011996359564363956,0.00012002360744736324,0.010005002501250625,0.06839447468519211,0.0006842868902970696,800.0,0.01032105553895235,8.25684443116188,0.0,0.0,0.0,700000,700000,65,10475,10475,478
4,rigid,8.041293144226074,20.0,1.6098136256914586e-05,0.0003219627251382917,50.0,0.0,0.0,1.0,2.2555516352440463e-06,2.2555516352440463e-06,0.015007503751875938,0.012790637090802193,0.00019195553412909745,0.015007503751875938,0.06756216287612915,0.0010139394128483616,800.0,0.01004970446228981,8.039763569831848,0.0,0.0,0.0,700000,700000,62,10475,10475,479
5,rigid,7.829091548919678,20.0,2.8539527193061076e-05,0.0005707905438612215,50.0,0.0,0.0,1.0,4.016136699647177e-06,4.016136699647177e-06,0.02001000500250125,0.012904522940516472,0.00025821956859462675,0.02001000500250125,0.06687497347593307,0.0013381685537955591,800.0,0.009783650748431683,7.826920598745346,0.0,0.0,0.0,700000,700000,63,10475,10475,479
6,rigid,7.621255874633789,20.0,4.4431253627408296e-05,0.0008886250725481659,50.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,0.02501250625312656,0.013584025204181671,0.0003397705153622229,0.02501250625312656,0.06605277210474014,0.0016521453753061566,800.0,0.00952296145260334,7.618369162082672,0.0,0.0,0.0,700000,700000,62,10475,10475,480
7,rigid,7.4175872802734375,20.0,6.376259261742234e-05,0.0012752518523484468,50.0,0.0,0.0,1.0,9.022206540976185e-06,9.022206540976185e-06,0.030015007503751877,0.013186116702854633,0.0003957813917815298,0.030015007503751877,0.06550034880638123,0.001965993460921898,800.0,0.009267427027225494,7.4139416217803955,0.0,0.0,0.0,700000,700000,63,10475,10475,479
8,rigid,7.21812105178833,20.0,8.64678222569637e-05,0.001729356445139274,50.0,0.0,0.0,1.0,1.2307651559240185e-05,1.2307651559240185e-05,0.03501750875437719,0.013195599429309368,0.0004620770185350954,0.03501750875437719,0.06494127959012985,0.002274081826567829,800.0,0.009017053991556168,7.213643193244934,0.0,0.0,0.0,700000,700000,64,10475,10475,478
9,rigid,7.022902488708496,20.0,0.0001124053233070299,0.002248106466140598,50.0,0.0,0.0,1.0,1.6083366062957793e-05,1.6083366062957793e-05,0.0400200100050025,0.012347863987088203,0.00049416164030368,0.0400200100050025,0.0643775537610054,0.0025763903456130226,800.0,0.008771959692239761,7.017567753791809,0.0,0.0,0.0,700000,700000,71,10475,10475,477
10,rigid,6.83202600479126,20.0,0.00014147328329272568,0.0028294656658545136,50.0,0.0,0.0,1.0,2.0384633899084292e-05,2.0384633899084292e-05,0.04502251125562781,0.012637523002922535,0.0005689730216423352,0.04502251125562781,0.06380666792392731,0.0028727364247891234,800.0,0.008532168343663216,6.8257346749305725,0.0,0.0,0.0,700000,700000,71,10475,10475,476
