iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale,tx,ty,tz
0,1.82366657,0.00180713,0.00130391,0.00231036,0.04311524,0.03671303,0.04951746,16.53426170,12.65382290,20.41469955,1.09000325,0.00000000,0.00000000,0.00000000
1,1.26111937,0.00124350,0.00089523,0.00159176,0.03548808,0.03026091,0.04071524,17.62368202,14.03564548,21.21171761,1.09546697,0.00500000,-0.00500000,0.00500000
2,0.85429472,0.00083470,0.00061199,0.00105740,0.02894307,0.02492986,0.03295628,19.59752274,16.18159294,23.01345444,1.10086405,0.00977845,-0.00983417,0.00991383
3,0.57349432,0.00055134,0.00042310,0.00067958,0.02348607,0.02067901,0.02629313,22.15350533,18.74607277,25.56093788,1.10612011,0.01415115,-0.01431784,0.01467528
4,0.38736564,0.00036255,0.00029893,0.00042618,0.01905477,0.01735465,0.02075489,24.81119728,21.30078125,28.32161331,1.11116314,0.01784629,-0.01835456,0.01922265
5,0.26695198,0.00023979,0.00021682,0.00026276,0.01551413,0.01476494,0.01626332,27.16205978,23.55125046,30.77287102,1.11594009,0.02065645,-0.02185482,0.02351169
6,0.19010837,0.00016117,0.00016201,0.00016032,0.01272075,0.01275431,0.01268719,28.94178009,25.29366684,32.58989334,1.12041700,0.02252475,-0.02477514,0.02751650
7,0.14122613,0.00011124,0.00012517,0.00009731,0.01054106,0.01120553,0.00987659,29.98581505,26.41406250,33.55756760,1.12457812,0.02351009,-0.02711268,0.03122689
8,0.11026312,0.00007991,0.00010070,0.00005912,0.00887115,0.01004777,0.00769453,30.35224915,26.91162491,33.79287338,1.12842298,0.02373356,-0.02890465,0.03464612
9,0.09043413,0.00006033,0.00008437,0.00003629,0.00761079,0.00919500,0.00602658,30.10593414,26.83405113,33.37781525,1.13195872,0.02332282,-0.03018443,0.03778366
10,0.07700550,0.00004765,0.00007253,0.00002277,0.00664839,0.00852403,0.00477276,29.35868454,26.28519821,32.43217087,1.13520038,0.02239703,-0.03099266,0.04065556
11,0.06725916,0.00003902,0.00006330,0.00001475,0.00590166,0.00796245,0.00384088,28.23559952,25.38516617,31.08603477,1.13816988,0.02105177,-0.03137447,0.04328296
12,0.06003422,0.00003318,0.00005643,0.00000994,0.00533495,0.00751725,0.00315265,26.85114479,24.24864578,29.45364380,1.14088809,0.01937446,-0.03137510,0.04568592
13,0.05453256,0.00002923,0.00005143,0.00000702,0.00491340,0.00717627,0.00265053,25.30420685,22.98391724,27.62449646,1.14337480,0.01743671,-0.03103784,0.04788294
14,0.05028031,0.00002660,0.00004791,0.00000528,0.00461221,0.00692603,0.00229839,23.68315506,21.66465569,25.70165253,1.14564824,0.01529429,-0.03040532,0.04989109
15,0.04699547,0.00002490,0.00004555,0.00000426,0.00440808,0.00675290,0.00206327,22.09228516,20.35716629,23.82740593,1.14772463,0.01300824,-0.02951886,0.05172551
16,0.04448009,0.00002393,0.00004417,0.00000368,0.00428403,0.00665003,0.00191803,20.55384636,19.06718636,22.04050636,1.14961934,0.01062617,-0.02841247,0.05340005
