iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale,tx,ty,tz
0,39.95342255,0.03991689,0.03993405,0.03989973,4.45562553,4.92175055,3.98950100,36.53434753,21.16714096,51.90155411,1.31794441,0.00000000,0.00000000,0.00000000
1,39.94785690,0.03991486,0.03993250,0.03989722,4.40252972,4.86460686,3.94045281,32.99822617,14.77005196,51.22640228,1.32455063,-0.00500000,0.00500000,0.00500000
2,39.94552231,0.03991278,0.03993088,0.03989467,4.34985638,4.80730057,3.89241219,32.74007416,12.24659348,53.23355484,1.33119428,-0.00785918,0.00919226,0.00984432
3,39.94403458,0.03991062,0.03992918,0.03989206,4.29690838,4.74896860,3.84484839,33.41602325,11.92811966,54.90392685,1.33788157,-0.00800105,0.01171669,0.01446715
4,39.94189835,0.03990834,0.03992737,0.03988932,4.24310350,4.68936014,3.79684711,33.55820465,12.22889614,54.88751602,1.34461713,-0.00657075,0.01226082,0.01884465
5,39.93917084,0.03990595,0.03992546,0.03988644,4.18855476,4.62886477,3.74824429,33.22396469,12.89259338,53.55533600,1.35140407,-0.00454640,0.01130422,0.02302829
6,39.93627548,0.03990343,0.03992346,0.03988340,4.13336706,4.56781101,3.69892335,32.84750748,13.90780735,51.78720474,1.35824430,-0.00276815,0.00949781,0.02713417
7,39.93326187,0.03990077,0.03992136,0.03988018,4.07748127,4.50629854,3.64866376,32.49331665,14.99918747,49.98744965,1.36514127,-0.00184531,0.00717603,0.03123881
8,39.93012238,0.03989796,0.03991916,0.03987675,4.02089596,4.44436979,3.59742165,32.16731644,15.85501575,48.47961426,1.37209785,-0.00196798,0.00459051,0.03540481
9,39.92689514,0.03989498,0.03991685,0.03987312,3.96379519,4.38210392,3.54548669,31.91444397,16.44335365,47.38553619,1.37911820,-0.00280774,0.00198847,0.03967623
10,39.92360687,0.03989186,0.03991443,0.03986929,3.90625167,4.31951666,3.49298668,31.74547005,16.76445389,46.72648621,1.38620734,-0.00418534,-0.00058413,0.04405689
11,39.92034912,0.03988858,0.03991189,0.03986526,3.84845114,4.25667381,3.44022822,31.77118301,16.96363068,46.57873535,1.39337003,-0.00569125,-0.00300386,0.04855738
12,39.91707611,0.03988514,0.03990922,0.03986105,3.79057956,4.19365025,3.38750887,31.93804550,17.19916153,46.67692947,1.40061176,-0.00695738,-0.00515554,0.05317937
13,39.91366959,0.03988155,0.03990643,0.03985666,3.73274040,4.13048220,3.33499861,32.12044525,17.54716682,46.69372177,1.40793788,-0.00774659,-0.00699860,0.05791718
14,39.91000748,0.03987780,0.03990351,0.03985209,3.67507792,4.06725645,3.28289914,32.20338440,18.05170822,46.35506439,1.41535366,-0.00785988,-0.00843648,0.06276724
15,39.90604401,0.03987389,0.03990044,0.03984733,3.61754847,4.00397253,3.23112416,32.15682220,18.65143776,45.66220474,1.42286420,-0.00743841,-0.00951262,0.06771556
16,39.90184021,0.03986979,0.03989723,0.03984236,3.56009912,3.94061899,3.17957950,32.04766846,19.33319855,44.76214218,1.43047428,-0.00661297,-0.01028911,0.07274787
17,39.89747620,0.03986550,0.03989385,0.03983715,3.50262737,3.87716413,3.12809062,31.97782135,20.04177666,43.91386414,1.43818879,-0.00562144,-0.01085847,0.07784760
18,39.89294052,0.03986097,0.03989028,0.03983166,3.44500494,3.81354952,3.07646036,31.97141457,20.66985321,43.27297592,1.44601274,-0.00470417,-0.01133234,0.08300065
19,39.88820648,0.03985619,0.03988653,0.03982585,3.38711810,3.74971223,3.02452397,32.01546097,21.15029144,42.88063049,1.45395112,-0.00404461,-0.01179401,0.08820087
20,39.88320541,0.03985112,0.03988256,0.03981969,3.32886362,3.68560290,2.97212434,32.08407593,21.39274406,42.77540588,1.46200883,-0.00384096,-0.01230620,0.09344514
21,39.87789536,0.03984574,0.03987835,0.03981313,3.27021456,3.62119079,2.91923833,32.15432358,21.41102600,42.89762115,1.47019160,-0.00408493,-0.01289059,0.09873343
22,39.87227631,0.03984002,0.03987390,0.03980613,3.21114302,3.55641532,2.86587048,32.26095200,21.34006691,43.18183899,1.47850430,-0.00466858,-0.01360869,0.10406299
23,39.86631775,0.03983392,0.03986916,0.03979869,3.15164614,3.49120045,2.81209159,32.39554214,21.34501076,43.44607544,1.48695314,-0.00534848,-0.01452212,0.10943089
24,39.85995483,0.03982743,0.03986411,0.03979075,3.09172869,3.42552233,2.75793505,32.52871323,21.45101547,43.60641098,1.49554312,-0.00602075,-0.01562024,0.11484555
25,39.85316467,0.03982048,0.03985872,0.03978225,3.03132963,3.35932279,2.70333648,32.67972946,21.67744827,43.68201065,1.50428021,-0.00670189,-0.01694142,0.12031189
26,39.84590530,0.03981306,0.03985295,0.03977317,2.97046757,3.29257560,2.64835930,32.84235764,22.06838036,43.61633301,1.51316977,-0.00725270,-0.01849020,0.12583598
27,39.83810425,0.03980511,0.03984678,0.03976345,2.90916443,3.22527742,2.59305120,32.99102402,22.63799477,43.34405136,1.52221775,-0.00758537,-0.02023824,0.13142644
28,39.82970047,0.03979658,0.03984015,0.03975301,2.84737682,3.15741491,2.53733850,33.11976624,23.31253052,42.92700577,1.53142941,-0.00781855,-0.02219501,0.13708997
29,39.82065582,0.03978740,0.03983302,0.03974178,2.78508329,3.08899140,2.48117495,33.25959778,24.10109901,42.41809464,1.54081035,-0.00804456,-0.02435589,0.14283341
30,39.81094360,0.03977751,0.03982534,0.03972967,2.72233820,3.02005339,2.42462301,33.43376541,25.01918793,41.84834290,1.55036676,-0.00822355,-0.02665800,0.14866473
31,39.80048370,0.03976683,0.03981707,0.03971659,2.65911913,2.95063996,2.36759853,33.65537262,25.96274376,41.34800339,1.56010425,-0.00858170,-0.02907443,0.15458974
32,39.78919983,0.03975528,0.03980814,0.03970243,2.59550595,2.88083839,2.31017351,33.91716003,26.86469841,40.96962357,1.57002914,-0.00913891,-0.03150744,0.16061734
33,39.77697754,0.03974279,0.03979849,0.03968710,2.53154945,2.81067777,2.25242138,34.18814468,27.71888542,40.65740585,1.58014727,-0.00981498,-0.03392781,0.16675147
34,39.76375580,0.03972924,0.03978803,0.03967045,2.46723723,2.74014878,2.19432569,34.51364517,28.57085419,40.45643616,1.59046495,-0.01062794,-0.03636485,0.17299187
35,39.74941254,0.03971453,0.03977670,0.03965236,2.40265751,2.66932964,2.13598537,34.88216400,29.36397362,40.40035248,1.60098803,-0.01153615,-0.03874812,0.17934172
36,39.73382187,0.03969854,0.03976439,0.03963269,2.33787394,2.59825253,2.07749557,35.28332520,30.17495346,40.39170074,1.61172259,-0.01239898,-0.04105865,0.18580180
37,39.71682739,0.03968114,0.03975099,0.03961128,2.27294874,2.52696443,2.01893330,35.69007111,30.99684906,40.38329315,1.62267482,-0.01312342,-0.04326163,0.19237334
38,39.69823074,0.03966216,0.03973638,0.03958793,2.20790434,2.45549107,1.96031749,36.07434845,31.82662010,40.32207870,1.63384998,-0.01370418,-0.04536501,0.19905484
39,39.67784500,0.03964141,0.03972041,0.03956242,2.14276481,2.38383794,1.90169179,36.43442154,32.71756363,40.15127945,1.64525402,-0.01404949,-0.04739521,0.20584500
40,39.65544510,0.03961867,0.03970290,0.03953443,2.07751393,2.31201863,1.84300923,36.77610016,33.63828659,39.91390991,1.65689170,-0.01424794,-0.04939239,0.21274211
41,39.63077545,0.03959367,0.03968367,0.03950367,2.01217699,2.24007988,1.78427422,37.11093903,34.57978439,39.64209747,1.66876841,-0.01436443,-0.05135917,0.21974580
42,39.60353470,0.03956608,0.03966247,0.03946969,1.94671559,2.16800547,1.72542584,37.45545197,35.54679108,39.36411667,1.68088901,-0.01450193,-0.05337833,0.22685407
43,39.57335663,0.03953552,0.03963902,0.03943203,1.88112020,2.09579420,1.66644633,37.83604431,36.57113647,39.10094833,1.69325781,-0.01470095,-0.05551955,0.23406564
44,39.53983688,0.03950155,0.03961300,0.03939009,1.81536341,2.02344322,1.60728371,38.28786469,37.65943146,38.91630173,1.70587957,-0.01507714,-0.05786272,0.24137956
45,39.50246429,0.03946365,0.03958404,0.03934325,1.74950671,1.95104194,1.54797137,38.81752777,38.76282883,38.87222290,1.71875834,-0.01574654,-0.06039044,0.24879646
46,39.46067047,0.03942120,0.03955172,0.03929069,1.68356752,1.87861359,1.48852158,39.47149658,39.91646194,39.02653122,1.73189807,-0.01671600,-0.06315492,0.25631574
47,39.41376877,0.03937351,0.03951550,0.03923153,1.61760139,1.80619860,1.42900431,40.26207733,41.16241455,39.36174393,1.74530220,-0.01795896,-0.06619769,0.26393667
48,39.36098099,0.03931973,0.03947474,0.03916472,1.55165946,1.73381948,1.36949944,41.24948883,42.65830612,39.84066772,1.75897408,-0.01934674,-0.06957474,0.27165842
49,39.30128860,0.03925886,0.03942873,0.03908899,1.48581123,1.66154945,1.31007290,42.42698288,44.41108704,40.44287872,1.77291632,-0.02090580,-0.07330465,0.27948019
50,39.23362350,0.03918971,0.03937658,0.03900284,1.42015839,1.58949304,1.25082386,43.91139984,46.41183853,41.41096497,1.78713083,-0.02264347,-0.07737422,0.28740084
51,39.15658951,0.03911091,0.03931728,0.03890453,1.35481334,1.51775587,1.19187093,45.68588257,48.68932724,42.68243790,1.80161893,-0.02451608,-0.08177081,0.29541865
52,39.06855392,0.03902069,0.03924960,0.03879178,1.28984737,1.44644201,1.13325286,47.86621094,51.22508621,44.50733948,1.81638145,-0.02668717,-0.08651605,0.30353120
53,38.96770096,0.03891702,0.03917203,0.03866201,1.22537589,1.37566173,1.07509005,50.68044281,54.25617218,47.10471344,1.83141828,-0.02910455,-0.09160317,0.31173569
54,38.85157013,0.03879752,0.03908275,0.03851230,1.16154635,1.30550635,1.01758635,54.04813385,57.83730316,50.25896835,1.84672880,-0.03142940,-0.09701423,0.32002884
55,38.71731567,0.03865920,0.03897956,0.03833885,1.09846520,1.23610258,0.96082771,58.11319733,61.99742508,54.22896576,1.86231148,-0.03373652,-0.10275022,0.32840696
56,38.56135178,0.03849838,0.03885984,0.03813691,1.03624117,1.16761112,0.90487117,62.97230530,66.72698212,59.21762848,1.87816417,-0.03627162,-0.10879115,0.33686593
57,38.37944031,0.03831048,0.03872034,0.03790062,0.97496766,1.10015190,0.84978342,68.95823669,72.15551758,65.76096344,1.89428389,-0.03920585,-0.11516757,0.34540161
58,38.16651917,0.03809014,0.03855707,0.03762321,0.91479021,1.03385592,0.79572451,76.37321472,78.55419922,74.19223785,1.91066778,-0.04244528,-0.12184788,0.35400945
59,37.91602707,0.03783070,0.03836511,0.03729630,0.85583198,0.96884441,0.74281955,85.32518005,85.96233368,84.68801880,1.92731178,-0.04595683,-0.12883799,0.36268511
